name,price,core_count,core_clock,boost_clock,tdp,graphics,smt
AMD A6-9550,0,2,3.8,4,65,Radeon R5 (on die),FALSE
Intel Core i5-3550S,0,4,3,3.7,65,Intel HD Graphics 2500,FALSE
Intel Core i3-8300,0,4,3.7,0,62,Intel UHD Graphics 630,FALSE
Intel Core i3-4360,0,2,3.7,0,54,Intel HD Graphics 4600,TRUE
Intel Core i3-9300,0,4,3.7,4.3,62,Intel UHD Graphics 630,FALSE
Intel Xeon E-2144G,867,4,3.6,4.5,71,Intel HD Graphics P630,TRUE
Intel Xeon E-2274G,0,4,4,4.9,83,Intel HD Graphics P630,TRUE
Intel Celeron G5925,0,2,3.6,0,58,Intel UHD Graphics 610,FALSE
Intel Celeron G5905T,0,2,3.3,0,35,Intel UHD Graphics 610,FALSE
Intel Core i3-10325,0,4,3.9,4.7,65,Intel UHD Graphics 630,TRUE
AMD Athlon II X4 620,0,4,2.6,0,95,Unknown,FALSE
Intel Xeon E5-2640 V2,0,8,2,2.5,95,Unknown,TRUE
AMD Opteron 6344,0,12,2.6,3.2,115,Unknown,FALSE
Intel Celeron G4920,0,2,3.2,0,65,Intel UHD Graphics 610,FALSE
AMD Athlon II X2 220,0,2,2.8,0,65,Unknown,FALSE
AMD Athlon II X2 240,0,2,2.8,0,65,Unknown,FALSE
AMD Athlon II X3 435,0,3,2.9,0,95,Unknown,FALSE
AMD Athlon II X3 440,0,3,3,0,95,Unknown,FALSE
AMD Athlon II X3 445,0,3,3.1,0,95,Unknown,FALSE
AMD Phenom II X4 920,0,4,2.8,0,125,Unknown,FALSE
AMD Phenom II X4 925,0,4,2.8,0,95,Unknown,FALSE
AMD Athlon II X2 250u,0,2,1.6,0,25,Unknown,FALSE
AMD Athlon II X3 400e,0,3,2.2,0,45,Unknown,FALSE
AMD Athlon II X3 415e,0,3,2.5,0,45,Unknown,FALSE
AMD Phenom II X4 965 Black (140W),0,4,3.4,0,140,Unknown,FALSE
Intel Celeron E1200,0,2,1.6,0,65,Unknown,FALSE
Intel Pentium E2180,0,2,2,0,65,Unknown,FALSE
Intel Celeron E3200,0,2,2.4,0,65,Unknown,FALSE
Intel Core 2 Duo E4400,0,2,2,0,65,Unknown,FALSE
Intel Core 2 Duo E4600,98.95,2,2.4,0,65,Unknown,FALSE
Intel Pentium E6500,90.66,2,2.93,0,65,Unknown,FALSE
Intel Core 2 Duo E6850,0,2,3,0,65,Unknown,FALSE
Intel Core 2 Duo E6850,89.95,2,3,0,65,Unknown,FALSE
Intel Core 2 Duo E7200,80.98,2,2.53,0,65,Unknown,FALSE
Intel Core 2 Duo E7300,0,2,2.66,0,65,Unknown,FALSE
Intel Core 2 Duo E8400,0,2,3,0,65,Unknown,FALSE
Intel Core i5-655K,0,2,3.2,0,73,Intel HD Graphics,TRUE
Intel Core i5-750S,125,4,2.4,0,82,Unknown,FALSE
Intel Core i7-965 Extreme Edition,0,4,3.2,0,130,Unknown,TRUE
Intel Core 2 Quad Q8200,0,4,2.33,0,95,Unknown,FALSE
Intel Core 2 Quad Q8200S,0,4,2.33,0,65,Unknown,FALSE
Intel Core 2 Quad Q9505,0,4,2.83,0,95,Unknown,FALSE
Intel Core 2 Quad Q9550,0,4,2.83,0,95,Unknown,FALSE
Intel Core 2 Extreme QX9770,0,4,3.2,0,136,Unknown,FALSE
Intel Core 2 Extreme X6800,0,2,2.93,0,75,Unknown,FALSE
AMD Athlon II X4 610e,0,4,2.4,0,45,Unknown,FALSE
AMD Phenom II X2 565 Black,0,2,3.4,0,80,Unknown,FALSE
AMD Phenom II X4 840,0,4,3.2,0,95,Unknown,FALSE
AMD Sempron 130,0,1,2.6,0,45,Unknown,FALSE
AMD A4-3400,0,2,2.7,0,65,Radeon HD 6410D,FALSE
AMD FX-8150,0,8,3.6,0,125,Unknown,FALSE
AMD Athlon II X4 645,0,4,3.1,0,95,Unknown,FALSE
AMD Phenom II X6 1100T Black,0,6,3.3,0,125,Unknown,FALSE
Intel Core i5-2450P,0,4,3.2,0,95,Unknown,FALSE
AMD Athlon II X2 260,0,2,3.2,0,65,Unknown,FALSE
AMD Athlon II X4 641,0,4,2.8,0,100,Unknown,FALSE
Intel Celeron G465,0,2,1.9,0,35,Intel HD Graphics,FALSE
Intel Xeon E3-1225,0,4,3.1,0,95,Intel HD Graphics,FALSE
Intel Xeon E3-1270,0,4,3.4,0,80,Unknown,TRUE
Intel Xeon E3-1275 V2,0,4,3.5,0,77,Intel HD Graphics P4000,TRUE
Intel Celeron G1620,0,2,2.7,0,55,Intel HD Graphics,FALSE
Intel Celeron G1630,0,2,2.8,0,55,Intel HD Graphics,FALSE
Intel Xeon E5-2609 V2,0,4,2.5,0,80,Unknown,FALSE
AMD FX-4130,0,4,3.8,0,125,Unknown,FALSE
AMD A10-6800B,0,4,4.1,4.4,100,Radeon HD 8670D,FALSE
AMD A4-6320,0,2,3.8,4,65,Radeon HD 8370D,FALSE
AMD A4-3400,0,2,2.7,0,65,Radeon HD 6410D,FALSE
AMD A4-3420,0,2,2.8,0,65,Radeon HD 6410D,FALSE
Intel Celeron G470,0,1,2,0,35,Intel HD Graphics,TRUE
AMD FX-4170,0,4,4.2,0,125,Unknown,FALSE
AMD FX-4320,0,4,4,4.2,95,Unknown,FALSE
AMD Athlon II X2 221,0,2,2.8,0,65,Unknown,FALSE
AMD E2-3200,0,2,2.4,0,65,Radeon HD 6370D,FALSE
Intel Xeon E5-2687W,0,8,3.1,3.8,150,Unknown,TRUE
AMD Athlon X4 550,0,4,2.2,0,25,Unknown,FALSE
AMD Pro A8-7600B,0,4,3.1,3.8,65,Radeon R7 (on-die),FALSE
AMD Pro A4-7300B,0,2,3.8,4,65,Radeon HD 8470D,FALSE
Intel Xeon E5-2609 V3,0,6,1.9,0,85,Unknown,FALSE
Intel Xeon E5-2603 V3,0,6,1.6,0,85,Unknown,FALSE
Intel Xeon E5-2695 V3,0,14,2.3,3.3,120,Unknown,TRUE
Intel Xeon E3-1270 V3,0,4,3.5,3.9,80,Unknown,TRUE
Intel Xeon E5-2630 V2,0,6,2.6,3.1,80,Unknown,TRUE
Intel Core i5-5675C,0,4,3.1,3.6,65,Iris Pro Graphics 6200,FALSE
Intel Core i3-6320,0,2,3.9,0,51,Intel HD Graphics 530,TRUE
Intel Core i3-6300T,0,2,3.3,0,35,Intel HD Graphics 530,TRUE
Intel Core i5-6400T,0,4,2.2,2.8,35,Intel HD Graphics 530,FALSE
Intel Core i5-6600T,0,4,2.7,3.5,35,Intel HD Graphics 530,FALSE
Intel Pentium G4500,0,2,3.5,0,51,Intel HD Graphics 530,FALSE
Intel Pentium G4400T,0,2,2.9,0,35,Intel HD Graphics 510,FALSE
Intel Pentium G4500T,0,2,3,0,35,Intel HD Graphics 530,FALSE
Intel Pentium G3260,0,2,3.3,0,53,Intel HD Graphics,FALSE
Intel Core i7-6850K,0,6,3.6,3.8,140,Unknown,TRUE
Intel Pentium G4620,0,2,3.7,0,51,Intel HD Graphics 630,TRUE
Intel Celeron G3950,0,2,3,0,51,Intel HD Graphics 610,FALSE
Intel Pentium G4600T,0,2,3,0,35,Intel HD Graphics 630,TRUE
Intel Core i3-7101TE,0,2,3.4,0,35,Intel HD Graphics 610,TRUE
Intel Xeon E3-1220 V6,398.95,4,3,3.5,72,Unknown,FALSE
Intel Xeon E3-1225 V6,369.51,4,3.3,3.7,73,Intel HD Graphics P630,FALSE
Intel Xeon E3-1230 V6,449.95,4,3.5,3.9,72,Unknown,TRUE
AMD Athlon X4 940,0,4,3.2,3.6,65,Unknown,FALSE
Intel Core i7-870S,0,4,2.667,0,82,Unknown,TRUE
Intel Pentium Gold G5500,0,2,3.8,0,54,Intel UHD Graphics 630,TRUE
Intel Pentium Gold G5600,0,2,3.9,0,54,Intel UHD Graphics 630,TRUE
Intel Pentium Gold G5500T,0,2,3.2,0,35,Intel UHD Graphics 630,TRUE
Intel Xeon E5-2665,0,8,2.4,3.1,115,Unknown,TRUE
Intel Xeon E5-2660,0,8,2.2,3,95,Unknown,TRUE
Intel Core i3-9320,0,4,3.7,4.4,62,Unknown,FALSE
Intel Core i3-9320,0,4,3.7,4.4,62,Unknown,FALSE
Intel Xeon E-2174G,0,4,3.8,4.7,71,Intel HD Graphics P630,TRUE
Intel Xeon E-2134,697,4,3.5,4.5,71,Unknown,TRUE
Intel Pentium G3420,0,2,3.2,0,54,Intel HD Graphics,FALSE
Intel Xeon E5-2637 V3,483.62,4,3.5,3.7,135,Unknown,TRUE
Intel Core i3-7350K,0,2,4.2,0,60,Intel HD Graphics 630,TRUE
Intel Core i5-7600T,229.95,4,2.8,3.7,35,Intel HD Graphics 630,FALSE
AMD Athlon II X2 250,0,2,3,0,65,Unknown,FALSE
Intel Celeron 430,0,1,1.8,0,35,Unknown,FALSE
AMD Athlon II X3 435,0,3,2.9,0,95,Unknown,FALSE
AMD Athlon II X3 440,0,3,3,0,95,Unknown,FALSE
AMD Phenom II X2 550,0,2,3.1,0,80,Unknown,FALSE
AMD Athlon II X4 635,0,4,2.9,0,95,Unknown,FALSE
AMD Phenom II X4 945,0,4,3,0,125,Unknown,FALSE
AMD Phenom II X4 945,0,4,3,0,125,Unknown,FALSE
AMD Athlon II X2 235e,0,2,2.7,0,45,Unknown,FALSE
AMD Athlon II X2 240e,0,2,2.8,0,45,Unknown,FALSE
AMD Athlon II X2 245e,0,2,2.9,0,45,Unknown,FALSE
AMD Athlon II X3 405e,0,3,2.3,0,45,Unknown,FALSE
AMD Phenom II X3 720 Black,0,3,2.8,0,95,Unknown,FALSE
AMD Phenom II X3 740 Black,0,3,3,0,95,Unknown,FALSE
Intel Celeron E1500,0,2,2.2,0,65,Unknown,FALSE
Intel Celeron E1500,0,2,2.2,0,65,Unknown,FALSE
Intel Pentium E2140,0,2,1.6,0,65,Unknown,FALSE
Intel Pentium E2140,0,2,1.6,0,65,Unknown,FALSE
Intel Pentium E2160,0,2,1.8,0,65,Unknown,FALSE
Intel Pentium E2160,0,2,1.8,0,65,Unknown,FALSE
Intel Celeron E3200,0,2,2.4,0,65,Unknown,FALSE
Intel Celeron E3300,0,2,2.5,0,65,Unknown,FALSE
Intel Core 2 Duo E4500,0,2,2.2,0,65,Unknown,FALSE
Intel Pentium E5300,79.4,2,2.6,0,65,Unknown,FALSE
Intel Pentium E5300,79.4,2,2.6,0,65,Unknown,FALSE
Intel Pentium E5500,0,2,2.8,0,65,Unknown,FALSE
Intel Pentium E6300,0,2,2.8,0,65,Unknown,FALSE
Intel Core 2 Duo E6320,89.95,2,1.86,0,65,Unknown,FALSE
Intel Core 2 Duo E6400,89.95,2,2.13,0,65,Unknown,FALSE
Intel Core 2 Duo E6420,0,2,2.13,0,65,Unknown,FALSE
Intel Core 2 Duo E6550,0,2,2.33,0,65,Unknown,FALSE
Intel Pentium E6600,0,2,3.06,0,65,Unknown,FALSE
Intel Core 2 Duo E6700,0,2,2.66,0,65,Unknown,FALSE
Intel Core 2 Duo E7400,0,2,2.8,0,65,Unknown,FALSE
Intel Core 2 Duo E7400,0,2,2.8,0,65,Unknown,FALSE
Intel Core 2 Duo E8400,0,2,3,0,65,Unknown,FALSE
Intel Core 2 Duo E8500,0,2,3.16,0,65,Unknown,FALSE
Intel Core i7-860S,0,4,2.53,0,82,Unknown,TRUE
Intel Core 2 Quad Q6700,0,4,2.66,0,100,Unknown,FALSE
Intel Core 2 Quad Q8300,0,4,2.5,0,95,Unknown,FALSE
Intel Core 2 Quad Q8300,0,4,2.5,0,95,Unknown,FALSE
Intel Core 2 Quad Q8400,0,4,2.66,0,95,Unknown,FALSE
Intel Core 2 Quad Q8400S,0,4,2.66,0,65,Unknown,FALSE
Intel Core 2 Quad Q9450,0,4,2.66,0,95,Unknown,FALSE
Intel Core 2 Extreme QX6800,0,4,2.93,0,100,Unknown,FALSE
Intel Core 2 Extreme QX6800,0,4,2.93,0,100,Unknown,FALSE
AMD Athlon II X4 630,0,4,2.8,0,95,Unknown,FALSE
AMD Athlon II X2 265,0,2,3.2,0,65,Unknown,FALSE
AMD Phenom II X3 715 Black,0,3,2.8,0,95,Unknown,FALSE
AMD Phenom II X4 970 Black,0,4,3.5,0,125,Unknown,FALSE
AMD Phenom II X2 545,0,2,3,0,80,Unknown,FALSE
AMD Phenom II X2 560 Black,0,2,3.3,0,80,Unknown,FALSE
AMD Phenom II X4 955,0,4,3.2,0,125,Unknown,FALSE
AMD Phenom II X4 955,0,4,3.2,0,125,Unknown,FALSE
AMD Athlon II X4 630,0,4,2.8,0,95,Unknown,FALSE
AMD Sempron 130,0,1,2.6,0,45,Unknown,FALSE
AMD Phenom II X4 960T Black,0,4,3,0,95,Unknown,FALSE
Intel Pentium G860,0,2,3,0,65,Intel HD Graphics,FALSE
AMD A8-3850,0,4,2.9,0,100,Radeon HD 6550D,FALSE
AMD Athlon II X2 250,0,2,3,0,65,Unknown,FALSE
Intel Celeron G555,0,2,2.7,0,65,Intel HD Graphics,FALSE
Intel Pentium G3430,51.5,2,3.3,0,54,Intel HD Graphics,FALSE
AMD FX-9370,0,8,4.4,4.7,220,Unknown,FALSE
AMD 5350,0,4,2.05,0,25,Radeon HD 8400,FALSE
Intel Celeron G1850,0,2,2.9,0,53,Intel HD Graphics,FALSE
AMD Sempron X2 198,0,2,2.5,0,65,Unknown,FALSE
AMD Sempron X2 198,0,2,2.5,0,65,Unknown,FALSE
AMD Sempron X2 190,0,2,2.5,0,45,Unknown,FALSE
AMD A4-3300,0,2,2.5,0,65,Radeon HD 6410D,FALSE
AMD A4-3300,0,2,2.5,0,65,Radeon HD 6410D,FALSE
AMD A4-3400,0,2,2.7,0,65,Radeon HD 6410D,FALSE
AMD A4-5300,0,2,3.4,0,65,Radeon HD 7480D,FALSE
AMD A6-7400K,0,2,3.5,3.9,65,Radeon R5 (on die),FALSE
Intel Celeron G470,0,1,2,0,35,Intel HD Graphics,TRUE
AMD FX-4200,0,4,3.3,0,125,Unknown,FALSE
AMD FX-6200,0,6,3.8,0,125,Unknown,FALSE
AMD Athlon II X4 651,0,4,3,0,100,Unknown,FALSE
AMD Athlon II X4 638,0,4,2.7,0,65,Unknown,FALSE
AMD Athlon II X4 638,0,4,2.7,0,65,Unknown,FALSE
AMD E2-3200,0,2,2.4,0,65,Radeon HD 6370D,FALSE
AMD Athlon X2 370K,0,2,4.2,0,65,Unknown,FALSE
Intel Xeon E5-1660 V2,0,6,3.7,4,130,Unknown,TRUE
AMD Athlon X2 450,0,2,3.5,3.9,65,Unknown,FALSE
Intel Pentium G3250,0,2,3.2,0,53,Intel HD Graphics,FALSE
Intel Pentium G3250T,0,2,2.8,0,35,Intel HD Graphics,FALSE
Intel Pentium G3460,75.9,2,3.5,0,53,Intel HD Graphics,FALSE
Intel Xeon E5-2622 V3,0,8,2.4,0,85,Unknown,TRUE
Intel Xeon E5-2630 V3,459,8,2.4,3.2,85,Unknown,TRUE
Intel Xeon E5-2697 V3,0,14,2.6,3.6,145,Unknown,TRUE
Intel Xeon E5-2609,0,4,2.4,0,80,Unknown,FALSE
Intel Xeon E5-2603 V2,0,4,1.8,0,80,Unknown,FALSE
Intel Xeon E3-1245 V3,0,4,3.4,3.8,84,Intel HD Graphics P4600,TRUE
AMD FX-8310,0,8,3.4,4.3,95,Unknown,FALSE
Intel Core i5-4570S,0,4,2.9,0,65,Intel HD Graphics 4600,FALSE
Intel Core i3-6300T,0,2,3.3,0,35,Intel HD Graphics 530,TRUE
Intel Pentium G4520,0,2,3.6,0,51,Intel HD Graphics 530,FALSE
Intel Xeon E3-1225 V5,0,4,3.3,3.7,80,Intel HD Graphics P530,FALSE
AMD Athlon X4 845,0,4,3.5,3.8,65,Unknown,FALSE
AMD A6-7470K,0,2,3.7,4,65,Radeon R5 (on die),FALSE
AMD Athlon X4 880K,0,4,4,4.2,95,Unknown,FALSE
Intel Xeon E5-2658 V3,0,12,2.2,2.9,105,Unknown,TRUE
AMD Athlon 5370,0,4,2.2,0,25,Radeon R3 (on die),FALSE
AMD Athlon X4 860K,0,4,3.7,4,95,Unknown,FALSE
Intel Core i3-7300,0,2,4,0,51,Intel HD Graphics 630,TRUE
Intel Celeron G3950,0,2,3,0,51,Intel HD Graphics 610,FALSE
Intel Core i3-7100T,0,2,3.4,0,35,Intel HD Graphics 630,TRUE
Intel Core i3-7300T,0,2,3.5,0,35,Intel HD Graphics 630,TRUE
Intel Core i5-7400T,0,4,2.4,3,35,Intel HD Graphics 630,FALSE
Intel Core i7-7740X,0,4,4.3,4.5,112,Unknown,TRUE
Intel Xeon E5-2440V2,0,8,1.9,2.4,95,Unknown,TRUE
Intel Core i7-870S,0,4,2.667,0,82,Unknown,TRUE
Intel Core i9-7940X,0,14,3.1,4.4,165,Unknown,TRUE
Intel Xeon E-2146G,988,6,3.5,4.5,80,Intel HD Graphics P630,TRUE
Intel Xeon E-2124,0,4,3.3,4.3,71,Unknown,FALSE
Intel Xeon E-2124G,0,4,3.4,4.5,71,Intel HD Graphics P630,FALSE
Intel Pentium G3240,0,2,3.1,0,53,Intel HD Graphics,FALSE
Intel Xeon E3-1275 V6,361.55,4,3.8,4.2,73,Intel HD Graphics P630,TRUE
AMD Athlon II X2 245,0,2,2.9,0,65,Unknown,FALSE
Intel Celeron 450,0,1,2.2,0,35,Unknown,FALSE
AMD Phenom II X3 710,0,3,2.6,0,95,Unknown,FALSE
AMD Phenom II X4 805,0,4,2.5,0,95,Unknown,FALSE
AMD Phenom II X4 910,0,4,2.6,0,95,Unknown,FALSE
AMD Athlon II X2 260u,0,2,1.8,0,25,Unknown,FALSE
AMD Athlon II X3 405e,0,3,2.3,0,45,Unknown,FALSE
AMD Athlon II X4 600e,0,4,2.2,0,45,Unknown,FALSE
AMD Athlon II X4 605e,0,4,2.3,0,45,Unknown,FALSE
AMD Athlon II X4 610e,0,4,2.4,0,45,Unknown,FALSE
AMD Phenom II X4 940 Black,0,4,3,0,125,Unknown,FALSE
Intel Celeron E1600,0,2,2.4,0,65,Unknown,FALSE
Intel Pentium E2180,0,2,2,0,65,Unknown,FALSE
Intel Pentium E2200,0,2,2.2,0,65,Unknown,FALSE
Intel Pentium E5400,0,2,2.7,0,65,Unknown,FALSE
Intel Pentium E5400,0,2,2.7,0,65,Unknown,FALSE
Intel Pentium E6300,0,2,2.8,0,65,Unknown,FALSE
Intel Core 2 Duo E6400,0,2,2.13,0,65,Unknown,FALSE
Intel Pentium E6500,0,2,2.93,0,65,Unknown,FALSE
Intel Core 2 Duo E6540,0,2,2.33,0,65,Unknown,FALSE
Intel Core 2 Duo E6550,0,2,2.33,0,65,Unknown,FALSE
Intel Core 2 Duo E7200,0,2,2.53,0,65,Unknown,FALSE
Intel Core 2 Duo E7500,0,2,2.93,0,65,Unknown,FALSE
Intel Core 2 Duo E8190,0,2,2.66,0,65,Unknown,FALSE
Intel Core 2 Duo E8200,0,2,2.66,0,65,Unknown,FALSE
Intel Core 2 Duo E8200,0,2,2.66,0,65,Unknown,FALSE
Intel Core 2 Duo E8500,0,2,3.16,0,65,Unknown,FALSE
Intel Core i5-750S,0,4,2.4,0,82,Unknown,FALSE
Intel Core 2 Quad Q8200,0,4,2.33,0,95,Unknown,FALSE
Intel Core 2 Quad Q8200S,0,4,2.33,0,65,Unknown,FALSE
Intel Core 2 Quad Q8400S,0,4,2.66,0,65,Unknown,FALSE
Intel Core 2 Quad Q9400S,0,4,2.66,0,65,Unknown,FALSE
Intel Core 2 Quad Q9400S,0,4,2.66,0,65,Unknown,FALSE
Intel Core 2 Quad Q9450,0,4,2.66,0,95,Unknown,FALSE
Intel Core 2 Quad Q9505S,0,4,2.83,0,65,Unknown,FALSE
Intel Core 2 Extreme QX6800,0,4,2.93,0,100,Unknown,FALSE
Intel Core 2 Extreme QX6800,0,4,2.93,0,100,Unknown,FALSE
Intel Core 2 Extreme QX6850,0,4,3,0,130,Unknown,FALSE
Intel Core 2 Extreme QX9650,0,4,3,0,130,Unknown,FALSE
Intel Core 2 Extreme QX9775,0,4,3.2,0,150,Unknown,FALSE
Intel Core 2 Extreme QX9775,0,4,3.2,0,150,Unknown,FALSE
Intel Core 2 Extreme QX9775,0,4,3.2,0,150,Unknown,FALSE
Intel Core 2 Extreme X6800,0,2,2.93,0,75,Unknown,FALSE
AMD Athlon II X2 255,0,2,3.1,0,65,Unknown,FALSE
AMD Athlon II X3 425,0,3,2.7,0,95,Unknown,FALSE
Intel Pentium E5500,0,2,2.8,0,65,Unknown,FALSE
Intel Pentium E6700,0,2,3.2,0,65,Unknown,FALSE
AMD Phenom II X4 975,0,4,3.6,0,125,Unknown,FALSE
AMD Athlon II X2 245,0,2,2.9,0,65,Unknown,FALSE
AMD Athlon II X2 245,0,2,2.9,0,65,Unknown,FALSE
AMD Phenom II X4 925,0,4,2.8,0,95,Unknown,FALSE
AMD Phenom II X3 720 Black,0,3,2.8,0,95,Unknown,FALSE
AMD Athlon II X3 460,0,3,3.4,0,95,Unknown,FALSE
AMD Athlon II X3 440,0,3,3,0,95,Unknown,FALSE
Intel Pentium G620T,0,2,2.2,0,35,Intel HD Graphics,FALSE
AMD Phenom II X4 970,0,4,3.5,0,125,Unknown,FALSE
AMD Phenom II X4 980 Black,0,4,3.7,0,125,Unknown,FALSE
AMD A6-3650,0,4,2.6,0,100,Radeon HD 6530D,FALSE
AMD A6-6420K,0,2,4,4.2,65,Radeon HD 8000 Series,FALSE
Intel Pentium G3450,0,2,3.4,0,53,Intel HD Graphics,FALSE
Intel Pentium G3258,0,2,3.2,0,53,Intel HD Graphics,FALSE
AMD A10-6790B,0,4,4,0,100,Radeon HD 8670D,FALSE
AMD A4-6320,0,2,3.8,4,65,Radeon HD 8370D,FALSE
AMD A4-4020,0,2,3.2,3.4,65,Radeon HD 7480D,FALSE
AMD FX-6130,0,6,3.6,3.9,125,Unknown,FALSE
AMD FX-8120,0,8,3.1,0,125,Unknown,FALSE
AMD FX-8140,0,8,3.2,4.1,95,Unknown,FALSE
AMD Athlon II X2 221,0,2,2.8,0,65,Unknown,FALSE
AMD FX-8320E,0,8,3.2,4,95,Unknown,FALSE
AMD FX-8370E,0,8,3.3,4.3,95,Unknown,FALSE
AMD Athlon X4 530,0,4,2,0,25,Unknown,FALSE
AMD Pro A6-7400B,0,2,3.5,3.9,65,Radeon R5 (on die),FALSE
Intel Pentium G3250,0,2,3.2,0,53,Intel HD Graphics,FALSE
Intel Core i3-6300,0,2,3.8,0,51,Intel HD Graphics 530,TRUE
Intel Xeon E3-1230 V5,0,4,3.4,3.8,80,Unknown,TRUE
Intel Core i3-7300T,128.46,2,3.5,0,35,Intel HD Graphics 630,TRUE
Intel Core i5-7640X,0,4,4,4.2,112,Unknown,FALSE
Intel Xeon E5-2450V2,0,8,2.5,3.3,95,Unknown,TRUE
Intel Xeon E3-1270 V6,0,4,3.8,4.2,72,Unknown,TRUE
AMD A6-9550,0,2,3.8,4,65,Radeon R5 (on die),FALSE
AMD Athlon X4 940,0,4,3.2,3.6,65,Unknown,FALSE
Intel Xeon E-2134,0,4,3.5,4.5,71,Unknown,TRUE
