name,price,rpm,noise_level,color,size
Cooler Master MasterLiquid ML240P Mirage,0.0,2000.0,27,Black,240.0
Deepcool CASTLE 280EX,0.0,4001600.0,39.8,Black,280.0
Gigabyte AORUS WATERFORCE II 240,0.0,8002300.0,"12.8,36.9",Black,240.0
CRYORIG M9 Plus,64.23,6002200.0,26.4,Black / Silver,0.0
Alpenföhn Dolomit,0.0,5002200.0,23.8,Black,0.0
EVGA CLC 120 CL11,0.0,1800.0,32.1,Unknown,120.0
SilentiumPC Fera 3 HE1224,0.0,5001600.0,Unknown,Black / Silver,0.0
Asus TUF Gaming LC 240 RGB,0.0,8002000.0,Unknown,Black,240.0
ID-COOLING FX360 ARGB,0.0,5001800.0,35.2,Black,360.0
ID-COOLING SE-224-XTS ARGB,0.0,6001500.0,28.9,White,0.0
EK AIO Elite 280 D-RGB,114.13,5502200.0,36.4,Black,280.0
Mars Gaming ML-ONE,0.0,6001800.0,"9,26",White,120.0
ARCTIC Freezer A35 RGB,37.38,2001700.0,Unknown,Black,0.0
Jonsbo CR-1000,0.0,7001800.0,"20.55,37.2",White,0.0
Thermalright Assassin X 90 SE,0.0,2400.0,27.3,Black / Silver,0.0
Silverstone IceMyst 280,122.99,4001750.0,"13.3,30.8",Silver / Black,280.0
ARCTIC Liquid Freezer II 240 RGB,117.54,2001800.0,22.5,Black / Gray,240.0
ENDORFY Navis F280,0.0,2501800.0,Unknown,Black,280.0
Noctua NH-D14 SE2011,0.0,9001300.0,"12.6,19.8",Unknown,0.0
Corsair H90,0.0,1500.0,35,Unknown,140.0
Deepcool GAMMAXX 400 V2,0.0,5001650.0,Unknown,Black / Red,0.0
Cougar Forza 50,0.0,6002000.0,34.5,Black,0.0
Zalman CNPS4X,0.0,8002000.0,29,Black,0.0
Geometric Future Eskimo Junior 36,119.9,2000.0,29,Black,360.0
YEYIAN VATN ARGB 360,109.99,8002000.0,"25,32",Black,360.0
ARCTIC Freezer 34 eSports DUO,58.74,2002100.0,24.4,Yellow / Black,0.0
Valkyrie VIND SL125,0.0,8002150.0,29,White / Blue,0.0
ARCTIC Freezer 50 (w/Controller),75.23,2001800.0,Unknown,Black,0.0
Enermax LIQTECH TR4 II 360,177.5,5002300.0,"14,28",Black,360.0
NZXT Kraken X31,0.0,8002000.0,"18,34",Unknown,120.0
NZXT Kraken X52 Rev 2,0.0,5002000.0,"21,36",Unknown,240.0
ID-COOLING FROSTFLOW+ 240 SNOW,0.0,7001500.0,"18,26.4",White,240.0
Deepcool Gamerstorm Captain 240 PRO,0.0,5001800.0,30,Black,240.0
Deepcool GAMMAXX L240,0.0,5001800.0,17.8,Black,240.0
Thermaltake Floe Riing RGB 280 TT Premium Edition,59.99,5001400.0,"19.8,27.2",Unknown,280.0
RAIJINTEK LETO PRO RGB,29.99,8001800.0,25,Black / Silver,0.0
Enermax LIQMAXFLO SR 120,79.98,5001800.0,23.46,Black,120.0
Mars Gaming MCPU-XTW,0.0,8001600.0,"9,26",White,0.0
Silverstone IceMyst 240,109.99,5002200.0,"12.1,33.1",Silver / Black,240.0
Iceberg Thermal IceSLEET G4 OC,24.99,6001400.0,22.5,Black / Teal,0.0
Silverstone PF240-ARGB,0.0,6002200.0,"7.4,35.6",Black,240.0
Silverstone HE02-V2,0.0,0.0,0,Silver,0.0
Deepcool GAMERSTORM CAPTAIN 240X,0.0,5001800.0,32.1,Black,240.0
Deepcool CASTLE 120R,0.0,5001800.0,32,Black,120.0
ARCTIC Liquid Freezer II 420 RGB,0.0,2001900.0,22.5,Black,420.0
GAMDIAS CHIONE P3-240U,0.0,8002000.0,"10,31",Black,240.0
Asus ROG STRIX LC 360 RGB GUNDAM,0.0,8002500.0,37.6,White,360.0
Enermax AQUAFUSION ADV 120,51.14,5002000.0,"15,32.6",Black,120.0
Alphacool Eisbaer Pro Aurora,208.71,0.0,31.5,Black,280.0
Akasa Vegas Chroma AM,0.0,5001800.0,32.5,Black,0.0
Valkyrie SYN,0.0,8002150.0,29,Black / Red,360.0
Thermaltake TOUGHAIR 510,59.99,5001200.0,23.6,Teal,0.0
Dynatron T318,47.93,0.0,0,Unknown,0.0
Deepcool GAMMAXX 400 XT,0.0,5001500.0,27,White,0.0
Zalman CNPS10X Performa,0.0,7001500.0,27,White,0.0
Noctua NH-U12P SE2,0.0,9001300.0,"12.6,19.8",Unknown,0.0
Cooler Master Seidon 120V,0.0,2400.0,"19,40",Unknown,120.0
CRYORIG M9i,0.0,6002200.0,26.4,Unknown,0.0
Deepcool GAMMAXX GTE,0.0,5001500.0,27,Black / Silver,0.0
ADATA XPG LEVANTE 240,109.99,6002000.0,34,Black,240.0
Azza Blizzard SP 240,0.0,7002200.0,36,Black,240.0
ID-COOLING FROSTFLOW X LITE,0.0,7001800.0,35.2,Black,120.0
ID-COOLING SPACE LCD,0.0,5001800.0,35.2,Black,360.0
Thermaltake TH360 V2 Ultra EX ARGB Sync,0.0,0.0,Unknown,Black,360.0
Alphacool Eisbaer LT360,149.91,5501700.0,29,Black,360.0
Silverstone Hydrogon D120 ARGB,0.0,0.0,"0,30.5",White / Silver,0.0
Silverstone PF360-ARGB,0.0,6002200.0,"7.4,35.6",Black,360.0
Thermaltake TOUGHLIQUID 240 EX Pro ARGB Sync,0.0,5002000.0,22.6,Black,240.0
Thermaltake TOUGHLIQUID ARGB,124.98,5002000.0,22.3,Teal,240.0
ID-COOLING SE-214-XT-D,0.0,7001800.0,32.5,Gray / Black,0.0
be quiet! Silent Loop 360,0.0,2000.0,"16.1,36.9",Unknown,360.0
Deepcool GAMMAXX C40,0.0,5002000.0,23.9,Black / Silver,0.0
PC Cooler GI-D66A,0.0,10002000.0,"8,29.1",Black,0.0
ID-COOLING AURAFLOW X 240 EVO,0.0,7001800.0,"18,35.2",Black,240.0
ID-COOLING IS-40X V3,0.0,8002800.0,35.2,Black,0.0
Lian Li Galahad AIO240 (2022),194.04,8001900.0,32,White / Silver,240.0
Cooler Master MasterAir MA610P,0.0,1800.0,35,Black,0.0
Azza CUBE 360,99.99,5002000.0,34,Black,360.0
Evercool LGAL1156A-B715,0.0,10005500.0,56,Unknown,0.0
Silverstone VIDA 120 SLIM,110.71,3001800.0,"15.9,33.9",Black,120.0
GAMDIAS CHIONE P2,104.98,8001800.0,Unknown,Black,360.0
ID-COOLING IS-60 EVO ARGB,0.0,5002000.0,"13.8,31.2",Black / Silver,0.0
SilentiumPC Fortis 5,0.0,3001400.0,Unknown,Black / Silver,0.0
Cooler Master Hyper TX3,0.0,8002800.0,"17,35",Unknown,0.0
CRYORIG H5 Universal,0.0,7001300.0,"20,24",Unknown,0.0
be quiet! Dark Rock TF,0.0,1400.0,"11.9,26.7",Unknown,0.0
Cooler Master MasterAir Maker 8,0.0,6001800.0,"8,24",Unknown,0.0
Cooler Master Hyper H410R,0.0,6002000.0,29.4,Black / Red,0.0
ID-COOLING SE-224-XT,0.0,7001800.0,"15.2,32.5",White,0.0
Scythe Mugen 5 Black Edition,0.0,3001500.0,"4,29.75",Black,0.0
Thermalright Core Matrix,0.0,2150.0,27,Black,240.0
Thermaltake TOUGHLIQUID 420 EX Pro ARGB Sync,0.0,5002000.0,31.6,Black,420.0
Akasa K32,0.0,6003000.0,"17.2,30.54",Unknown,0.0
ARCTIC Freezer 50,64.44,2001800.0,Unknown,Black,0.0
Antec KUHLER Box,0.0,0.0,Unknown,Unknown,0.0
EVGA CLC 120,0.0,5002400.0,"16,39.9",Unknown,120.0
Enermax Liqfusion 240,81.99,5002000.0,"14,28",Black,240.0
ID-COOLING AURAFLOW X,0.0,7001800.0,"18,35.2",Black,360.0
Deepcool CASTLE 240EX WHITE,0.0,5001800.0,32.1,White / Black,240.0
Alpenföhn Glacier Water 360 High Speed,0.0,5002200.0,36.8,Black,360.0
ID-COOLING DK-03 RAINBOW,0.0,5001800.0,"14.2,25.6",Unknown,0.0
ID-COOLING PINKFLOW 240 DIAMOND PURPLE,0.0,9002000.0,"16.3,33.5",Pink / Purple,240.0
Cooler Master Hyper T200,0.0,8002200.0,31,Unknown,0.0
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,25.99,6001400.0,22.5,Black,0.0
Xigmatek GAIA SD1283,30.0,8001500.0,"16,24",Unknown,0.0
Thermaltake Floe DX RGB 360 TT Premium Edition,0.0,5001500.0,"19,23.9",Black / Gray,360.0
GAMDIAS CHIONE M3,84.99,8002000.0,Unknown,White,240.0
Jonsbo CR-1400 EVO ARGB White,0.0,8002200.0,"22.3,33.8",White,0.0
Intel BXTS13A,0.0,0.0,Unknown,Unknown,0.0
ID-COOLING SE-207-XT BLACK,0.0,7001800.0,"15.2,35.2",Unknown,0.0
Titan TTC-NC95TZ(RB),0.0,1501500.0,28.6,Unknown,0.0
Cooler Master Hyper 103,0.0,8002200.0,"17,30",Unknown,0.0
SilentiumPC Fortis 3 HE1425,0.0,5001400.0,"8,22",Unknown,0.0
ARCTIC Freezer 33 eSports ONE (Black/White),0.0,2001800.0,24.4,Black / White,0.0
ID-COOLING FROSTFLOW+ 120,0.0,7001800.0,"18,35.2",Black / White,120.0
Vetroo darkstorm M2,0.0,1600.0,26,Black,0.0
ID-COOLING AURAFLOW X,0.0,7001800.0,"18,35.2",White,360.0
Silverstone NT07-115X,29.99,15003600.0,"21.9,34.7",Silver / Black,0.0
Alpenföhn Glacier Water High Speed 360,278.48,5002200.0,36.8,White,360.0
RAIJINTEK LETO RGB,28.22,8001800.0,25,Black / Silver,0.0
Corsair H110i GTX,212.81,2000.0,40,Unknown,280.0
be quiet! Shadow Rock Slim,0.0,4001400.0,"11.5,23.7",Unknown,0.0
Cooler Master MasterLiquid Pro 140,0.0,6502000.0,"6,30",Unknown,140.0
Iceberg Thermal IceFLOE T65,0.0,10003000.0,31.5,Silver / Teal,0.0
Corsair H80,0.0,13002500.0,"22,39",Unknown,120.0
SilentiumPC Spartan 3 LT HE1012,0.0,8002000.0,Unknown,Black / Silver,0.0
Deepcool CASTLE 240EX,0.0,5001800.0,32.1,Black,240.0
Deepcool GAMMAXX 400S,0.0,1300.0,14.6,Black / Silver,0.0
Cooler Master MasterLiquid ML240 Mirror,0.0,6501800.0,"8,27",Black,240.0
Phanteks Glacier One 280MP,0.0,5002000.0,"18,39.1",Black / White,280.0
ARCTIC Liquid Freezer II 360 RGB,0.0,2001800.0,22.5,Black / Gray,360.0
ARCTIC Liquid Freezer II 280 RGB,0.0,2001900.0,22.5,Black,280.0
ID-COOLING SE-903-XT,0.0,5002200.0,"14,25.8",Unknown,0.0
ID-COOLING SE-903-SD,0.0,2000.0,23.1,Unknown,0.0
MSI MAG CORELIQUID B,0.0,5002000.0,"14.3,34.3",Black,240.0
Jonsbo CR-1000 GT,0.0,7001800.0,"20.55,37.2",Black,0.0
ID-COOLING IS-67-XT,0.0,5002200.0,35.2,White,0.0
Alphacool Eisbaer Aurora 280,181.16,6001500.0,Unknown,Black,280.0
ARCTIC Freezer 11 LP,37.9,9002000.0,Unknown,Unknown,0.0
Zalman CNPS9500 AT,29.99,13002650.0,"18,27.5",Unknown,0.0
ARCTIC Alpine AM4 CO,24.99,1002700.0,Unknown,Black,0.0
Thermaltake CLP0556-B,19.98,19002300.0,22,Unknown,0.0
ID-COOLING SE-224-XT ARGB V3,0.0,5001500.0,"13.8,30.5",Unknown,0.0
Thermaltake TOUGHAIR 710,79.19,3001400.0,"18.5,23.9",Gray,0.0
Thermalright Frozen Magic ARGB,0.0,1500.0,25.6,White,360.0
Corsair H110,248.28,1500.0,35,Unknown,280.0
SilentiumPC Fortis 5 ARGB,0.0,3001400.0,Unknown,Black / Silver,0.0
Enermax ETS-T50 AXE (Black),0.0,8001800.0,"18.9,25",Unknown,0.0
Alpenföhn Brocken 3,0.0,4001050.0,22,Black,0.0
ID-COOLING IS-47K,0.0,6002500.0,"14,33",Silver / Black,0.0
Phanteks Glacier One 360MP,0.0,5002200.0,"18,34.2",Black / White,360.0
Deepcool CASTLE 360EX RGB,0.0,5001800.0,35,Black,360.0
Asus ROG STRIX LC II ARGB,0.0,8002500.0,37.6,Black,120.0
Thermalright Ultra120EX REV.4,0.0,2150.0,28.1,Black,0.0
Alpenföhn Glacier Water High Speed 240,191.81,5002200.0,36.8,White,240.0
Silverstone AR06,43.99,2500.0,"20,28.3",Unknown,0.0
Noua Blizzard,0.0,2200.0,23.4,Silver / Black,0.0
Thermaltake Floe Riing RGB 240 TT Premium Edition,114.5,5001400.0,"19.8,24.7",Unknown,240.0
Iceberg Thermal IceSLEET X6,31.99,5001850.0,"0,36",Teal / Silver,0.0
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,0.0,5002000.0,31.6,Black,280.0
NZXT Kraken X40,0.0,8002000.0,"21,37",Unknown,140.0
Cooler Master Seidon 120M,0.0,6002400.0,"19,40",Unknown,120.0
CRYORIG R1 Ultimate,0.0,7001300.0,23,Unknown,0.0
EVGA ACX,0.0,2800.0,42.5,Unknown,0.0
CRYORIG H5 Ultimate,0.0,7001300.0,"19,23",Unknown,0.0
Deepcool Castle 360 RGB,0.0,5001800.0,30,Black,360.0
ID-COOLING FROSTFLOW 240 XT SNOW,0.0,7001800.0,"15.2,35.2",White,240.0
Jonsbo CR-1000 EVO Standard,0.0,6001500.0,"22,32",Black,0.0
Jonsbo HP400S,0.0,9002800.0,"20.2,34",Blue / Silver,0.0
ID-COOLING SE-206-XT,0.0,7001800.0,35.2,Black,0.0
Thermaltake Riing Silent 12 RGB Sync Edition,65.02,3001500.0,"13,22",Black,0.0
Thermaltake Riing Silent 12 Red,38.69,3001400.0,"13,18",Unknown,0.0
Cooler Master DK9-7G52A-0L-GP,31.98,4500.0,35,Unknown,0.0
Thermaltake Floe Riing RGB 360 TR4 Edition,160.41,10002000.0,"21.8,33",Black,360.0
Alphacool Eisbaer Pro Aurora,192.75,0.0,31.5,Black,240.0
Cooler Master MasterLiquid PL360 FLUX 30TH Anniversary Edition,0.0,0.0,30,Black,360.0
Titan DC-155A915Z/RPW,0.0,10002600.0,"24.8,33.4",Unknown,0.0
Corsair H75,0.0,2000.0,31.4,Unknown,120.0
Antec KUHLER H2O 620,0.0,14502000.0,Unknown,Unknown,120.0
Thermaltake Water 3.0 Riing RGB 240,0.0,8001500.0,26.4,Unknown,240.0
Cooler Master Hyper 212 LED Turbo (Black),0.0,6001600.0,"9,31",Unknown,0.0
Antec C400,0.0,8001900.0,"20.3,34.5",Unknown,0.0
ID-COOLING FROSTFLOW 240 XT,0.0,7001800.0,"15.2,35.2",Black,240.0
MSI MAG CORELIQUID C240 EVA e-PROJECT,0.0,5002000.0,"14.3,34.3",Black,240.0
MSI MAG CORELIQUID B,0.0,5002000.0,"14.3,34.3",Black,120.0
ID-COOLING SE-214-XT-RN,0.0,6002200.0,35,Black / Red,0.0
Alphacool Eisbaer 280,147.95,1100.0,29.4,Black / Blue,280.0
Geometric Future Eskimo Junior 24,79.9,2000.0,29,Black,240.0
Cooler Master MasterAir MA620P,111.5,6001800.0,31,Black / Silver,0.0
ENDORFY Navis F280 ARGB,164.91,2501800.0,Unknown,Black,280.0
Silverstone AR08,39.99,15002800.0,"14.1,27.7",Blue / Silver,0.0
Scythe Choten TUF Gaming Alliance,0.0,3001200.0,"4,24.9",Black / Yellow,0.0
Jonsbo HX6250,0.0,4001800.0,"28,38",Black,0.0
Thermaltake CL-P0187,57.49,4800.0,36,Unknown,0.0
Cougar Helor 240,124.0,6001800.0,37.1,Black,240.0
Tempest Subzero RGB,0.0,8001650.0,Unknown,Black / Silver,0.0
GAMDIAS BOREAS M1,36.99,8002600.0,"10,32",Black / Silver,0.0
Deepcool GAMMAXX 400 White,0.0,9001500.0,"17.8,30",White,0.0
MSI MAG CORELIQUID E360 MONSTER HUNTER EDITION,0.0,0.0,Unknown,Black,360.0
Deepcool CAPTAIN360EX,0.0,5001800.0,"17.6,31.3",Unknown,360.0
Cooler Master MasterLiquid ML360 RGB TR4 Edition,0.0,6502000.0,"6,30",Black,360.0
CRYORIG C7G,0.0,6002500.0,30,Black / Silver,0.0
Asus ROG Strix LC 240,0.0,8002500.0,37.6,Black,240.0
Asus ROG Strix LC 120,0.0,8002500.0,37.6,Black,120.0
ARCTIC Freezer i13 X CO,0.0,3002000.0,Unknown,Black / White,0.0
ID-COOLING SE-214-XT BASIC,0.0,7001800.0,35.2,Gray / Silver,0.0
ID-COOLING SE-214-XT PRO,0.0,6001500.0,28.9,Black / Silver,0.0
Thermalright Frozen Warframe,0.0,2000.0,22.1,Black,360.0
SilenX EFZ-92HA2,21.25,2400.0,"8,24",Unknown,0.0
Silverstone PF120-ARGB,0.0,6002200.0,"7.4,35.6",Black,120.0
ID-COOLING IS-30,0.0,8003600.0,"17,35.8",Unknown,0.0
Scythe Mugen 5 S,0.0,3501800.0,"4,22.9",Black / Silver,0.0
MSI MAG CORELIQUID P280,0.0,5001800.0,"14.8,33.28",Black,280.0
Thermaltake TOUGHLIQUID ARGB,0.0,5002000.0,22.3,Black,240.0
Cooler Master V8,0.0,8001800.0,"17,21",Unknown,0.0
Zalman CNPS10X OPTIMA,0.0,10001700.0,"17,28",Unknown,0.0
Cooler Master Hyper 612 Ver.2,0.0,8001300.0,"11,20",Unknown,0.0
ARCTIC Alpine 11 GT Rev 2,0.0,2000.0,22.5,Unknown,0.0
Deepcool Maelstrom 120T,0.0,6001800.0,"17.8,34.1",Unknown,120.0
Scythe Mugen 5,0.0,3001200.0,"4,24.9",Unknown,0.0
Alpenföhn Brocken ECO,0.0,5001500.0,"4.6,27.3",Unknown,0.0
ID-COOLING FROSTFLOW+ 240,0.0,7001800.0,"18,35.2",Black / White,240.0
Deepcool Castle 240 RGB,0.0,5001800.0,"17.8,30",Black,240.0
Deepcool GAMMAXX 400R,0.0,9001500.0,"17.8,30",Red / Silver,0.0
Asus ROG Strix LC 360,0.0,8002500.0,37.6,Black,360.0
darkFlash Shadow PWM,0.0,8002500.0,29.6,Black,0.0
GAMDIAS CHIONE M2,0.0,1800.0,Unknown,Black,240.0
ID-COOLING SE-214-XT RING,0.0,9002000.0,33.5,White / Black,0.0
Alphacool Eisbaer 240,147.22,5501700.0,29,Black,240.0
In Win SR24 PRO,64.98,5002500.0,23,Black,240.0
Scythe KOTETSU Mark II TUF,68.62,3001200.0,"4,24.9",Black / Yellow,0.0
Silverstone IceGem 240P,185.84,6002200.0,"7.3,36.6",Black,240.0
Silverstone IceGem 360,261.63,6002200.0,"7.3,36.6",Black,360.0
Jonsbo CR-1000 EVO Color Black,0.0,6001500.0,"22,32",Black,0.0
ID-COOLING IS-47-XT,0.0,8002800.0,35.2,White,0.0
Gelid Solutions Glacier,0.0,5001600.0,35,Black,0.0
Scythe Kotetsu Mark II,88.8,3001200.0,"4,24.9",Unknown,0.0
Thermaltake Floe DX RGB 280 TT Premium Edition,146.6,5001400.0,"19.8,26.2",Black / Gray,280.0
Valkyrie DRAGONFANG,0.0,8002150.0,29,Black,360.0
Thermaltake Floe DX RGB TT Premium Edition B,115.6,5001500.0,"19,23.9",Black,240.0
Thermaltake Water 3.0 Performer,0.0,10002000.0,20,Unknown,120.0
Deepcool GAMMAXX 200,0.0,9002200.0,"17.8,34.6",Unknown,0.0
Cooler Master Nepton 240M,0.0,2400.0,"6.5,27",Unknown,240.0
NoFan CR-80EH,0.0,0.0,0,Unknown,0.0
Reeven Vanxie,0.0,8003300.0,"8.2,32.5",Unknown,0.0
MSI Core Frozr XL,0.0,5001800.0,"17.2,33.6",Black / Red,0.0
ARCTIC Freezer 34 eSports DUO,0.0,2002100.0,24.4,Green / Black,0.0
Scythe Katana 5,0.0,3002300.0,"7.3,28.83",Black / Silver,0.0
ID-COOLING SE-234-ARGB,0.0,9002000.0,"16.2,31.5",Black,0.0
Thermalright Assassin King 120,0.0,1500.0,25.6,Black / Silver,0.0
ID-COOLING IS-27i,0.0,8002700.0,"14,25",Unknown,0.0
ID-COOLING DK-07A RAINBOW,0.0,5001800.0,"14.2,25.6",Black,0.0
ID-COOLING SPACE LCD,0.0,5001800.0,35.2,White,240.0
ID-COOLING SE-903-SD V3,0.0,2000.0,23.1,Black / Silver,0.0
Thermaltake TOUGHLIQUID Ultra RGB,229.99,5002000.0,30.7,Black,280.0
Silverstone NT07-AM2,21.42,15002500.0,"15,25",Unknown,0.0
Zalman CNPS16X,29.99,8001500.0,27,White,0.0
Cooler Master Hyper 212 Plus,79.0,6002000.0,"13,32",Unknown,0.0
RAIJINTEK Orcus 140 RGW,0.0,4001800.0,28,Black,140.0
Noua Alaska,0.0,8003000.0,30.5,Black,0.0
Silverstone AR05,41.99,2500.0,"20,28.3",Unknown,0.0
GameMax Ice Chill 120,0.0,8001900.0,28.8,Black,120.0
Thermaltake TOUGHLIQUID ARGB,143.0,5002000.0,33.2,Black,280.0
Cougar Helor 360,0.0,6001800.0,37.1,Black,360.0
Thermaltake A1964,0.0,5500.0,Unknown,Unknown,0.0
Zalman CNPS5X Performa,0.0,14002800.0,"20,32",Unknown,0.0
Corsair H50,0.0,1700.0,30.32,Unknown,120.0
be quiet! Dark Rock Pro 2,0.0,15001700.0,"13.5,26.4",Unknown,0.0
RAIJINTEK THEMIS,0.0,10001500.0,24.53,Unknown,0.0
Deepcool GAMMAXX 300 R,0.0,9001600.0,"17.8,21",Unknown,0.0
Gigabyte AORUS ATC700,0.0,5001700.0,"12,31",Black / Orange,0.0
ARCTIC Alpine 12 Passive,0.0,0.0,0,Black,0.0
upHere C92,0.0,8001800.0,"15.1,31.6",Black / Red,0.0
SilentiumPC Fortis 5 Dual Fan,0.0,3001400.0,Unknown,Black / Silver,0.0
Jonsbo HX6200D,0.0,7001800.0,"18.6,29.7",Black,0.0
ID-COOLING SPACE LCD,0.0,5001800.0,35.2,White,360.0
ID-COOLING SE-902X-B,0.0,6002200.0,23.8,Black / Blue,0.0
Valkyrie DRAGONFANG,0.0,8002150.0,29,White,360.0
Gelid Solutions Glacier,29.99,5001600.0,35,White,0.0
TEAMGROUP SIREN GD240E,105.99,6002200.0,"14.3,35.6",Black,240.0
Thermalright TRUE Spirit 140 Direct,0.0,3001300.0,"15,21",Unknown,0.0
EVGA ACX mITX,36.74,8002800.0,33.4,Unknown,0.0
ID-COOLING ZOOMFLOW XT V2,0.0,5001800.0,"13.8,35.2",Black,240.0
Zalman CNPS9900MAX-B,0.0,9001700.0,"18,30",Unknown,0.0
Zalman CNPS17X,34.99,8001500.0,29,Black / Silver,0.0
Scythe Mugen 5,0.0,3001500.0,"4,29.75",Unknown,0.0
Silverstone IceGem 280,151.38,6001600.0,"9.8,23.4",Black,280.0
Corsair A50,0.0,16002000.0,"26,31.5",Unknown,0.0
StarTech FAN7751U,0.0,4500.0,39,Unknown,0.0
Cooler Master GeminII M4,0.0,5001600.0,"8,30",Unknown,0.0
ARCTIC Alpine 64 PLUS,0.0,6002000.0,Unknown,Unknown,0.0
Phanteks PH-TC12DX,0.0,6001800.0,"21.9,27.6",Unknown,0.0
NZXT Kraken X60,0.0,8002000.0,"21,37",Unknown,280.0
Cooler Master Seidon 120XL,0.0,6002400.0,"19,40",Unknown,120.0
Deepcool ICE BLADE 200M,0.0,2200.0,"17.8,30.1",Unknown,0.0
Cooler Master Nepton 120XL,0.0,2400.0,"6.5,27",Unknown,120.0
NoFan CR-95C,0.0,0.0,0,Unknown,0.0
ID-COOLING FROSTFLOW 240L-W,0.0,8002000.0,"20,38.2",Unknown,240.0
ARCTIC Freezer 33 eSports ONE (Black/Yellow),0.0,2001800.0,24.4,Black / Yellow,0.0
ARCTIC Freezer 34 eSports,0.0,2002100.0,Unknown,Yellow / Black,0.0
GameMax Gamma 500 RGB,0.0,10001800.0,26.3,Black / Silver,0.0
Enermax Aquafusion 240,0.0,5002000.0,"17,32.6",Black,240.0
MSI CORE FROZR S,0.0,5001800.0,"17.2,33.6",Black / Red,0.0
ID-COOLING SE-226-XT,0.0,5001500.0,"13.8,30.5",White,0.0
Phanteks Glacier One 240MPH,0.0,5002200.0,"18,34.2",Black,240.0
ID-COOLING SE-225-XT BLACK V2,0.0,7001800.0,"15.2,35.2",Unknown,0.0
Cooler Master Hyper 212 RGB,0.0,6501800.0,"8,27",Unknown,0.0
Thermalright Frozen Magic EX,0.0,1850.0,29.6,Black,240.0
ID-COOLING DASHFLOW XT LITE,0.0,5002000.0,29.85,White,360.0
ID-COOLING SPACE LCD,0.0,5001800.0,35.2,Black,240.0
ID-COOLING SE-802-SD V3,0.0,2200.0,23.3,Black / Silver,0.0
Rosewill RCX-ZAIO-92,29.99,6002500.0,"14.5,25",Unknown,0.0
Dynatron R8,39.95,0.0,Unknown,Unknown,0.0
RAIJINTEK MYA RBW,29.99,2001400.0,28.43,Black,0.0
RAIJINTEK DELOS RBW,39.99,6502000.0,22.95,Black,0.0
Alpenföhn Dolomit Advanced,0.0,5001600.0,23.5,Black,0.0
Enermax Liqtech TR4 II 240,168.77,5002300.0,"14,28",Black,240.0
RAIJINTEK EOS 240 RBW,59.99,8001800.0,28,Black,240.0
RAIJINTEK THEMIS BLACK,27.2,10001500.0,24.53,Black / Silver,0.0
Jonsbo HX6240,0.0,7001800.0,"28,37.6",White,0.0
ID-COOLING SE-226-XT,0.0,5001500.0,"13.8,30.5",White,0.0
ID-COOLING SE-234-ARGB V2,0.0,5001500.0,"13.8,30.5",Unknown,0.0
Alpenföhn Dolomit Premium,0.0,5001600.0,23.5,Black,0.0
Sapphire NITRO+ S240-A,0.0,4052400.0,"17.9,36.2",Black / Silver,240.0
KOLINK Umbra Void,0.0,2200.0,30,Black,120.0
Corsair A70,0.0,16002000.0,"26,31.5",Unknown,0.0
Corsair H70,0.0,16002000.0,"26,31.5",Unknown,120.0
Cooler Master V10 Hybrid TEC,0.0,8002400.0,17,Unknown,0.0
Xigmatek Dark Knight II SD1283,0.0,10002200.0,30.1,Unknown,0.0
ARCTIC Alpine 64 GT,0.0,5002000.0,Unknown,Unknown,0.0
Enermax ETS-T40F-W,139.59,2200.0,27,Unknown,0.0
Deepcool ICE BLADE 100,0.0,2200.0,31.6,Unknown,0.0
ARCTIC Freezer 33 eSports ONE (Black/Green),0.0,2001800.0,24.4,Unknown,0.0
Deepcool NEPTWIN WHITE,0.0,9001500.0,"17.8,30",White,0.0
Thermalright SilverArrow TR4,0.0,6002500.0,"21,45",Silver / Red,0.0
SilentiumPC Navis RGB 240,0.0,8002300.0,Unknown,Black,240.0
Cooler Master MasterLiquid ML360P Silver Edition ARGB,0.0,6501800.0,"8,30",Silver / Black,360.0
Rosewill PB240-RGB,0.0,1500.0,26.8,Black,240.0
Gigabyte AORUS LIQUID COOLER,0.0,2300.0,"22.3,44.5",Black,280.0
Scythe Mugen 5 Black RGB Edition,0.0,3001200.0,"4,24.9",Black / Silver,0.0
Thermalright AXP-90R,0.0,2700.0,22.4,Orange / Red,0.0
Enermax AQUAFUSION 360,0.0,5002000.0,"17,32.6",Black,360.0
ARESGAME RIVER 5,0.0,6001800.0,26.2,Black,0.0
MSI MAG CORELIQUID RH,0.0,5002000.0,"14.3,34.3",Black,240.0
Thermaltake Water 3.0 Riing Red 140,0.0,4001500.0,"18.5,26.4",Black / Red,140.0
ID-COOLING DK-19 PWM,0.0,6002200.0,"14.2,25.8",Unknown,0.0
EK EK-Nucleus AIO CR360 Vision D-RGB,0.0,5002200.0,33.5,Black,360.0
Inter-Tech ALSEYE MAX 120,0.0,6001800.0,"16.5,32.5",Black,120.0
Jonsbo CR-1400 EVO Standard,0.0,8002200.0,"22.3,33.8",Black,0.0
Valkyrie DRAGONFANG,0.0,8002150.0,29,White,240.0
ID-COOLING FX240 ARGB,0.0,5001800.0,35.2,White,240.0
YEYIAN Storm 1200,0.0,10001800.0,26.3,Black / Silver,0.0
Thermalright Macho Direct,46.72,3001300.0,"15,21",Unknown,0.0
