name,price,socket,form_factor,max_memory,memory_slots,color
Sapphire PURE Black X58,0.0,LGA1366,ATX,24,6,Unknown
MSI P67A-C43 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
MSI P67A-GD55 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
Asus P8P67-M PRO (REV 3.0),0.0,LGA1155,Micro ATX,32,4,Unknown
Asus P6X58-E WS,0.0,LGA1366,ATX,24,6,Unknown
ASRock Fatal1ty P67 Professional (B3),0.0,LGA1155,ATX,32,4,Unknown
Gigabyte GA-870A-USB3,0.0,AM3,ATX,16,4,Blue / White
ECS P45T-AD3,0.0,LGA775,ATX,8,4,Unknown
Asus P8H61-M LE/CSM (REV 3.0),0.0,LGA1155,Micro ATX,16,2,Unknown
Intel DH67BLB3,0.0,LGA1155,Micro ATX,32,4,Black / Blue
MSI P67S-C43 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-E350N-USB3,0.0,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
Intel D425KT,0.0,Integrated Atom D425,Mini ITX,4,2,Green / Black
Zotac NM10-A-E-ION,0.0,Integrated Atom D510,Mini ITX,4,2,Black / Red
Gigabyte GA-Z68A-D3-B3,0.0,LGA1155,ATX,32,4,Blue / White
ASRock Z68 Pro3-M,0.0,LGA1155,Micro ATX,32,4,Black / Blue
Asus M5A87,0.0,AM3+,ATX,16,4,Unknown
Jetway JMIP41TA-IC-LF,0.0,LGA775,ATX,8,2,Unknown
Jetway JNAF91R-G41,0.0,LGA775,ATX,4,2,Unknown
Biostar TZ68A+,0.0,LGA1155,ATX,16,4,Black / Red
Asus M5A88-M,0.0,AM3+,Micro ATX,16,4,Black / Blue
ASRock H61DE/S3,0.0,LGA1155,ATX,16,4,Black / Blue
Gigabyte GA-A75M-D2H,0.0,FM1,Micro ATX,16,2,Blue / White
Biostar TA75A+,0.0,FM1,ATX,32,4,Black / Red
Asus F1A75-M PRO,0.0,FM1,Micro ATX,64,4,Black / Blue
Asus F1A75-V PRO,0.0,FM1,ATX,64,4,Black / Blue
MSI Z68A-GD55 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
ASRock A75 Extreme6,0.0,FM1,ATX,32,4,Black / Blue
ASRock Z68 Professional Gen3,0.0,LGA1155,ATX,32,4,Unknown
Asus F1A75-M LE,0.0,FM1,Micro ATX,32,2,Black / Blue
Jetway JM26GT4-LF,0.0,AM2,Micro ATX,4,2,Unknown
MSI A75A-G35,0.0,FM1,ATX,16,2,Black / Blue
EVGA 120-SB-E672-KR,0.0,LGA1155,Micro ATX,16,4,Black / Gray
EVGA 130-SB-E685-KR,0.0,LGA1155,ATX,16,4,Black / Silver
MSI Z68A-GD65 (G3),0.0,LGA1155,ATX,32,4,Black / Blue
ASRock 870 Extreme3 R2.0,0.0,AM3+,ATX,32,4,Black / Blue
MSI Z68A-G43 (G3),0.0,LGA1155,ATX,32,4,Black / Blue
Zotac Z68ITX-A-E,0.0,LGA1155,Mini ITX,16,2,Black / Yellow
Asus F1A75-I Deluxe,0.0,FM1,Mini ITX,16,2,Black / Blue
Jetway JNAF92-Q67,0.0,LGA1155,ATX,32,4,Multicolor
ASRock H61M-GS,0.0,LGA1155,Micro ATX,16,2,Black / Blue
EVGA 120-SB-E682-KR,0.0,LGA1155,Micro ATX,16,4,Black
Foxconn H67M-V,0.0,LGA1155,Micro ATX,32,4,Blue / White
Biostar TZ68K+,0.0,LGA1155,ATX,32,4,Black / Red
ASRock X79 Extreme7,0.0,LGA2011,ATX,48,6,Black / Silver
MSI H67MS-E33 (B3),0.0,LGA1155,Micro ATX,16,2,Black / Blue
Biostar TZ77XE3,0.0,LGA1155,ATX,32,4,Black / Orange
Intel DZ77GA70K,0.0,LGA1155,ATX,32,4,Black / Blue
Asus P8Z77 WS,0.0,LGA1155,ATX,32,4,Black / Blue
Biostar B75MU3+,0.0,LGA1155,Micro ATX,32,4,Black / Red
ASRock 970 Pro3,0.0,AM3+,ATX,32,4,Brown / Black
Gigabyte G1.Sniper 3,0.0,LGA1155,EATX,32,4,Black / Green
ECS H77H2-M3(1.0),0.0,LGA1155,Micro ATX,16,2,Black / Gray
ASRock Z77 Extreme9,0.0,LGA1155,ATX,32,4,Black / Silver
ASRock B75M-GL,0.0,LGA1155,Micro ATX,16,2,Brown / Black
Zotac H67ITX-D-E,0.0,LGA1155,Mini ITX,16,2,Black / Silver
Biostar Hi-Fi Z77X 5.x,0.0,LGA1155,ATX,32,4,Black / Blue
EVGA Z77 FTW,0.0,LGA1155,EATX,32,4,Black / Red
Intel DZ77RE75K,0.0,LGA1155,ATX,32,4,Black / Blue
Asus F1A55-M LE R2.0,0.0,FM1,Micro ATX,32,2,Black / Blue
EVGA 131-IB-E695-KR,0.0,LGA1155,ATX,32,4,Black
ECS H61H2-I3 (v1.0),0.0,LGA1155,Mini ITX,16,2,Black / Gray
Gigabyte GA-F2A85X-UP4,0.0,FM2,ATX,64,4,Black / Gray
Asus F2A55-M/CSM,0.0,FM2,Micro ATX,64,4,Black / Blue
MSI Z77IA-E53,0.0,LGA1155,Mini ITX,16,2,Black / Blue
Intel DZ68AF,0.0,LGA1155,Micro ATX,32,4,Black / Blue
Zotac Z77ITX-A-E,0.0,LGA1155,Mini ITX,16,2,Black / Yellow
ASRock Z77 Extreme6/TB4,0.0,LGA1155,ATX,32,4,Black / Gold
Biostar Hi-Fi A85S3,0.0,FM2,Micro ATX,32,2,Black
Gigabyte GA-Z77X-UD4H,0.0,LGA1155,ATX,32,4,Black / Gray
Gigabyte GA-C847N-D,0.0,Integrated Celeron 847,Mini ITX,16,2,Blue / White
Gigabyte GA-H61M-HD2,0.0,LGA1155,Micro ATX,16,2,Blue / White
ASRock FM2A85X-ITX,0.0,FM2,Mini ITX,32,2,Black / Gold
Biostar A960D+,0.0,AM3+,Micro ATX,16,2,Black / Red
ASRock B75M-DGS R2.0,0.0,LGA1155,Micro ATX,16,2,Brown / Black
Gigabyte GA-Z87M-D3H 1.0,0.0,LGA1150,Micro ATX,32,4,Black / Gray
Gigabyte GA-Z87X-OC Force,0.0,LGA1150,EATX,32,4,Black / Orange
ASRock Z87 Extreme3,0.0,LGA1150,ATX,32,4,Brown / Black
ASRock B85M-GL,0.0,LGA1150,Micro ATX,16,2,Brown / Black
Gigabyte GA-Z87X-OC,0.0,LGA1150,ATX,32,4,Black / Orange
EVGA 151-SE-E779-K3,0.0,LGA2011,XL ATX,32,4,Black / Red
ASRock Z87 OC Formula,0.0,LGA1150,EATX,32,4,Black / Yellow
ECS NM70-I2(1.0),0.0,Integrated Celeron 1037U,Mini ITX,16,2,Black / Gray
Asus Z87I-Pro Mini-ITX,0.0,LGA1150,Mini ITX,16,2,Black / Gold
Gigabyte GA-H87M-HD3,0.0,LGA1150,Micro ATX,16,2,Black / Gray
Asus A55M-E,0.0,FM2,Micro ATX,32,2,Black / Blue
ECS H61H2-I5 (V1.0),0.0,LGA1155,Mini ITX,16,2,Unknown
ASRock Q87M vPro/ASM,0.0,LGA1150,Micro ATX,32,4,Unknown
Asus A88X-PLUS,0.0,FM2+,ATX,64,4,Black / Gold
Gigabyte GA-H87N,0.0,LGA1150,Mini ITX,16,2,Black / Gray
ASRock FM2A75M Pro4+,0.0,FM2+,Micro ATX,64,4,Brown / Black
Gigabyte GA-970A-DS3P BOM,0.0,AM3+,ATX,32,4,Black / Gray
Asus Z87-A (NFC Express Edition),0.0,LGA1150,ATX,32,4,Black / Gold
MSI CSM-B85M-E45,0.0,LGA1150,Micro ATX,32,4,Black / Blue
Foxconn H81MX,0.0,LGA1150,Micro ATX,16,2,Black / Blue
ASRock FM2A55M-VG3+,0.0,FM2+,Micro ATX,32,2,Brown / Black
Biostar Hi-Fi H81S2,0.0,LGA1150,ATX,16,2,Black / Silver
ASRock FM2A78M-HD+,0.0,FM2+,Micro ATX,32,2,Brown / Black
Asus A55BM-K,0.0,FM2+,Micro ATX,32,2,Black / Yellow
ECS A75F2-M,0.0,FM2,Micro ATX,32,4,Black / White
Asus F2A85-M2,0.0,FM2,Micro ATX,64,4,Black / Blue
ECS B85H3-M7,0.0,LGA1150,Micro ATX,16,2,Black / Gray
ASRock Fatal1ty H97 Killer,0.0,LGA1150,ATX,32,4,Black / Red
ASRock Z97E-ITX/ac,0.0,LGA1150,Mini ITX,16,2,Black / Blue
Gigabyte GA-Z97X-Gaming GT,0.0,LGA1150,ATX,32,4,Black / Red
MSI Z97I Gaming AC,0.0,LGA1150,Mini ITX,16,2,Black / Red
Asus H97M-E/CSM,0.0,LGA1150,Micro ATX,32,4,Black / Gold
MSI H97M-E35,0.0,LGA1150,Micro ATX,16,2,Black / Blue
Biostar Hi-Fi Z97WE,0.0,LGA1150,ATX,32,4,Black / Gold
ASRock Z97 OC FORMULA,0.0,LGA1150,ATX,32,4,Black / Yellow
MSI Z97-G43 GAMING,0.0,LGA1150,ATX,32,4,Black / Red
Foxconn H97M Plus,0.0,LGA1150,Micro ATX,32,4,Black / Silver
ASRock Z97 Extreme6/ac,0.0,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-Z87M-HD3,0.0,LGA1150,Micro ATX,16,2,Black / Silver
MSI Z97-Gaming 9 ACK,0.0,LGA1150,ATX,32,4,Black / Red
MSI A68HM-P33,0.0,FM2+,Micro ATX,32,2,Black / Blue
MSI Z97I GAMING ACK,0.0,LGA1150,Mini ITX,16,2,Black / Red
MSI X99A MPOWER,0.0,LGA2011-3,ATX,128,8,Black / Yellow
ASRock H81M-DG4,0.0,LGA1150,Micro ATX,16,2,Brown / Black
Asus P5P41T LE,0.0,LGA775,ATX,8,2,Black / Blue
Gigabyte GA-H81M-D3V,0.0,LGA1150,Micro ATX,16,2,Black / Silver
Gigabyte GA-Z97X-Game Plus,0.0,LGA1150,ATX,32,4,Black / Green
ASRock Fatal1ty X99X Killer/3.1,0.0,LGA2011-3,ATX,128,8,Black / Red
Gigabyte GA-B85M-DASH,0.0,LGA1150,Micro ATX,32,4,Black
ASRock Z170 Extreme4+,0.0,LGA1151,ATX,64,4,Black / Gold
ASRock H170M Pro4S,0.0,LGA1151,Micro ATX,64,4,Black / Orange
Asus B150M-C D3,0.0,LGA1151,Micro ATX,64,4,Black / Gold
Asus B150-PLUS D3,0.0,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-Z170X-SOC FORCE,0.0,LGA1151,EATX,64,4,Black / Orange
ASRock B150 Pro4/D3,0.0,LGA1151,ATX,64,4,Black / Orange
ASRock Q170M vPro,0.0,LGA1151,Micro ATX,64,4,Black / Orange
ECS Z170-CLAYMORE,0.0,LGA1151,ATX,64,4,Black
Gigabyte GA-H110M-S2HP,0.0,LGA1151,Micro ATX,32,2,Black
ASRock B150M-ITX,0.0,LGA1151,Mini ITX,32,2,Black / Orange
MSI Z170A-G43 PLUS,0.0,LGA1151,ATX,64,4,Black / White
Supermicro C7Z170-SQ,0.0,LGA1151,ATX,64,4,Black / Red
Asus N3150I-C,0.0,Integrated Celeron N3150,Mini ITX,8,2,Black / Gold
Asus B150M-C/CSM,0.0,LGA1151,Micro ATX,64,4,Black / Gold
ASRock B150M-HDS,0.0,LGA1151,Micro ATX,32,2,Black / Orange
Gigabyte MW31-SP0,0.0,LGA1151,ATX,64,4,Black / Blue
EVGA Z170 Classified K,0.0,LGA1151,ATX,64,4,Black / Red
MSI CSM-H170M-A Pro,0.0,LGA1151,Micro ATX,64,4,Black / White
MSI B150M ECO,0.0,LGA1151,Micro ATX,32,2,Black / White
ASRock E3V5 Performance Gaming/OC,0.0,LGA1151,ATX,64,4,Black / Red
Asus H110M-D D3,0.0,LGA1151,Micro ATX,32,2,Black / Silver
ASRock B150 GAMING K4/HYPER,0.0,LGA1151,ATX,64,4,Black / Red
Asus P10S-M,0.0,LGA1151,Micro ATX,64,4,Black / Blue
Asus H170I-PRO/CSM,0.0,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Fatal1ty E3V5 Performance Gaming/OC,0.0,LGA1151,ATX,64,4,Black / Red
Asus B150-PRO,0.0,LGA1151,ATX,64,4,Black / Gold
Biostar B250GT5,0.0,LGA1151,ATX,64,4,Black / White
Biostar B250GT3,0.0,LGA1151,Micro ATX,64,4,Black / White
Gigabyte GA-Z270X-UD5,0.0,LGA1151,ATX,64,4,Black / Silver
Supermicro C7Z270-PG,0.0,LGA1151,ATX,64,4,Black
MSI Z270 CAMO SQUAD,0.0,LGA1151,ATX,64,4,Black / Beige
Biostar X370GT7,0.0,AM4,ATX,64,4,Black / White
Biostar B350ET2,0.0,AM4,Micro ATX,32,2,Black
Asus PRIME B250M-J,0.0,LGA1151,Micro ATX,32,2,Black / Silver
ASRock Fatal1ty X299 Professional Gaming i9,0.0,LGA2066,ATX,128,8,Black / Silver
Gigabyte X299 AORUS Ultra Gaming,0.0,LGA2066,ATX,128,8,Black
Gigabyte X299 UD4,0.0,LGA2066,ATX,128,8,Black / Gray
ASRock X299 Taichi XE,0.0,LGA2066,ATX,128,8,Black / Silver
Supermicro C7Z270-CG-L,0.0,LGA1151,ATX,64,4,Black / Red
Asus PRIME H270M PLUS CSM,0.0,LGA1151,Micro ATX,64,4,Black
Gigabyte X299 AORUS Gaming 7 Pro,0.0,LGA2066,ATX,128,8,Black
Supermicro C9Z390-CG,0.0,LGA1151,ATX,128,4,Black
Supermicro X11SCZ-F,0.0,LGA1151,Micro ATX,64,4,Green / Silver
Biostar X470GTA,0.0,AM4,ATX,64,4,Black / Silver
Biostar X570GTA,0.0,AM4,ATX,128,4,Black / Silver
MSI B250M PRO OPT BOOST,0.0,LGA1151,Micro ATX,32,2,Black
ASRock Z490 Phantom Gaming 4SR,0.0,LGA1200,ATX,128,4,Black
EVGA Z490 DARK,0.0,LGA1200,EATX,64,2,Black
Biostar Racing Z490T-Silver,0.0,LGA1200,Mini ITX,64,2,Black / Silver
MSI B365M PRO-VD,0.0,LGA1151,Micro ATX,32,2,Black
MSI X299-A PRO,0.0,LGA2066,ATX,256,8,Black
Biostar B460GTA,0.0,LGA1200,ATX,128,4,Black
Biostar B460GTQ,0.0,LGA1200,Micro ATX,128,4,Black
Biostar B560GTQ,0.0,LGA1200,Micro ATX,128,4,Black / Blue
Asus PRO H410M-C2/CSM,0.0,LGA1200,Micro ATX,64,2,Green
Asus PRIME H610M-K D4-CSM,0.0,LGA1700,Micro ATX,64,2,Silver / Black
Biostar H610MX-E,0.0,LGA1700,Micro ATX,64,2,Gray / Black
Gigabyte B660 DS3H AC,0.0,LGA1700,ATX,128,4,Black
Asus PRIME B650M-A WIFI-CSM,0.0,AM5,Micro ATX,128,4,Silver / Black
Asus EX-B760M-V5 D4,0.0,LGA1700,Micro ATX,64,2,Red / Black
Gigabyte B760M AORUS PRO DDR4,0.0,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte B760M AORUS PRO,0.0,LGA1700,Micro ATX,192,4,Black / Silver
Biostar B760MXC PRO,0.0,LGA1700,Micro ATX,192,4,Black / Silver
ASRock H610M-HDVP/D5 R2.0,0.0,LGA1700,Micro ATX,96,2,Black
Asus PRIME B650M-K-CSM,0.0,AM5,Micro ATX,96,2,Silver / Black
Asus Pro H610M-CT2 D4-CSM,0.0,LGA1700,Micro ATX,64,2,Green
Asus EX-B650M-V7,0.0,AM5,Micro ATX,96,2,Black / Red
Asus PRIME H610M-D-CSM,0.0,LGA1700,Micro ATX,96,2,Black / Silver
Asus PRIME H610M-K D4 ARGB-CSM,0.0,LGA1700,Micro ATX,64,2,Black / Silver
Gigabyte B760M D,0.0,LGA1700,Micro ATX,96,2,Black / Gray
Gigabyte B360 M AORUS PRO (rev.1.0),0.0,LGA1700,Micro ATX,64,4,Black / Orange
Biostar A620MS,0.0,AM5,Micro ATX,96,2,Black
Asus PRIME B760M-F D4,0.0,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRIME B760M-F-CSM,0.0,LGA1700,Micro ATX,96,2,Black / Gray
Gigabyte GA-H55M-S2,0.0,LGA1156,Micro ATX,16,2,Blue / White
Intel DH57DD,0.0,LGA1156,Micro ATX,16,4,Blue / White
Gigabyte GA-H57M-USB3,0.0,LGA1156,Micro ATX,16,4,Blue / White
EVGA 132-LF-E655-KR,0.0,LGA1156,ATX,16,4,Black
EVGA 141-LF-E658-KR,0.0,LGA1156,EATX,16,4,Black / Red
Intel DP55SB,0.0,LGA1156,Micro ATX,16,4,Black / Blue
Gigabyte GA-P55A-UD6,0.0,LGA1156,ATX,16,6,Blue / White
MSI 740GM-P25,0.0,AM3,Micro ATX,8,2,Black / Blue
Foxconn A74ML-K,0.0,AM3,Micro ATX,8,2,Blue / White
Gigabyte GA-MA74GM-S2,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Foxconn A76ML-K,0.0,AM3/AM2+/AM2,Micro ATX,4,2,Unknown
Asus M4A78L-M,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Unknown
ASRock 770 Extreme3,0.0,AM3,ATX,16,4,Black / White
Asus M4A785TD-V EVO/U3S6,0.0,AM3,ATX,16,4,Black / Blue
ASRock A785GXH/128M,0.0,AM3/AM2+/AM2,ATX,16,4,Unknown
Gigabyte GA-790XTA-UD4,0.0,AM3,ATX,16,4,Blue / White
Gigabyte GA-890XA-UD3,0.0,AM3,ATX,16,4,Blue / White
MSI 870A-G54,0.0,AM3,ATX,16,4,Black / Blue
EVGA 141-BL-E760-A1,0.0,LGA1366,EATX,24,6,Black / Red
Asus Rampage II Gene,0.0,LGA1366,Micro ATX,24,6,Black / Blue
Gigabyte GA-P55-UD3R,0.0,LGA1156,ATX,16,4,Blue / White
Asus M4A88T-M/USB3,0.0,AM3,Micro ATX,16,4,Black / Blue
ASRock H55M PRO,0.0,LGA1156,Micro ATX,16,4,Black / Blue
ASRock P55 Pro/USB3,0.0,LGA1156,ATX,16,4,Black / Blue
Asus M4A78LT-M LE,0.0,AM3,Micro ATX,8,2,Black / Blue
ASRock 890GX Extreme4,0.0,AM3,ATX,16,4,Black / Blue
Asus P7H55-M LX,0.0,LGA1156,Micro ATX,8,2,Black / Blue
Gigabyte GA-M68MT-D3,0.0,AM3,Micro ATX,8,2,Blue / White
Biostar A770E3,0.0,AM3,ATX,16,4,Multicolor
MSI P55-CD53,0.0,LGA1156,ATX,16,4,Black / Blue
MSI 880GM-E41,0.0,AM3,Micro ATX,16,4,Black / Blue
Biostar TA880G HD,0.0,AM3,Micro ATX,16,4,Black / Red
Foxconn Q57M,0.0,LGA1156,Micro ATX,16,4,Unknown
ECS A790GXM-AD3,0.0,AM3,ATX,32,4,Multicolor
Biostar N68S,0.0,AM2+/AM2,Micro ATX,8,2,Black / Red
Jetway JMA3-880GP-LF,0.0,AM3,Micro ATX,8,2,Unknown
Jetway JMA3-79GDGEXL-LF,0.0,AM3/AM2+/AM2,Micro ATX,4,4,Unknown
Asus M4A88T-M LE,0.0,AM3,Micro ATX,8,2,Black / Blue
MSI 870S-G54,0.0,AM3,ATX,16,4,Black / Blue
Zotac GF6100-F-E,0.0,AM3,Micro ATX,4,2,Multicolor
Foxconn A9DA-S,0.0,AM3,ATX,16,4,Black / Yellow
Biostar G41 HD,0.0,LGA775,Micro ATX,4,2,Unknown
Gigabyte GA-890FXA-UD7,0.0,AM3,XL ATX,16,4,Blue / White
Asus M4A77T/USB3,0.0,AM3,ATX,16,4,Unknown
MSI 785GM-E51,0.0,AM3,Micro ATX,16,4,Black / Blue
ECS A785GM-M5 1.0,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Unknown
ECS A785GM-AD3(1.0),0.0,AM3,ATX,16,4,Unknown
Biostar A780L3L,0.0,AM3,Micro ATX,8,2,Black / Red
ECS P55H-AK (V1.0),0.0,LGA1156,ATX,16,4,Unknown
ECS G41T-R3(V1.0A),0.0,LGA775,Micro ATX,8,2,Unknown
ECS A885GM-A2 (V1.1),0.0,AM3,ATX,32,4,Unknown
MSI P55A FUZION,0.0,LGA1156,ATX,16,4,Black / Blue
Jetway JM26GT4-D3-LF,0.0,AM3,Micro ATX,4,2,Unknown
MSI H55-GD65,0.0,LGA1156,ATX,16,4,Black / Blue
Asus P7H55-M/CSM,0.0,LGA1156,Micro ATX,16,4,Black / Blue
Biostar TP45E Combo 6.X,0.0,LGA775,ATX,8,4,Unknown
Foxconn P55MX,0.0,LGA1156,Micro ATX,8,2,Unknown
Jetway JXBLUE-H55-MINI-LF,0.0,LGA1156,Micro ATX,8,2,Unknown
Zotac 880GITX-A-E,0.0,AM3,Mini ITX,8,2,Black / Yellow
Gigabyte GA-H67A-UD3H,0.0,LGA1155,ATX,16,4,Blue / White
Gigabyte GA-H67MA-D2H,0.0,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-H67M-D2,0.0,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-P67A-UD4,0.0,LGA1155,ATX,16,4,Black
MSI P67A-GD65,0.0,LGA1155,ATX,32,4,Black / Blue
MSI P67A-GD53,0.0,LGA1155,ATX,32,4,Black / Blue
MSI P67A-C43,0.0,LGA1155,ATX,32,4,Black / Blue
MSI P67S-C43,0.0,LGA1155,ATX,32,4,Black / Blue
Intel DH67GD,0.0,LGA1155,Micro ATX,32,4,Black / Blue
Biostar TP67XE,0.0,LGA1155,ATX,16,4,Unknown
MSI H67MA-E45,0.0,LGA1155,Micro ATX,32,4,Black / Blue
MSI H55M-E21,0.0,LGA1156,Micro ATX,8,2,Black / Blue
Jetway JMIH55-M-LF,0.0,LGA1156,Micro ATX,8,2,Unknown
ASRock H67DE3,0.0,LGA1155,ATX,32,4,Unknown
Biostar TP67B+,0.0,LGA1155,ATX,16,4,Unknown
Intel DX58OG,0.0,LGA1366,ATX,24,6,Black / Blue
Biostar A780L3G,0.0,AM3,Micro ATX,8,2,Black / Red
Biostar P43-A7,0.0,LGA775,ATX,8,4,Unknown
Jetway JNC81-LF,0.0,AM2+/AM2,Mini ITX,4,2,Unknown
Asus M4A87T,0.0,AM3,ATX,16,4,Unknown
Asus Maximus IV Extreme (REV 3.0),0.0,LGA1155,EATX,32,4,Unknown
MSI P67A-G45 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
ASRock H61M/U3S3,0.0,LGA1155,Micro ATX,16,2,Black / Blue
ASRock H67M-ITX,0.0,LGA1155,Mini ITX,16,2,Black / Blue
MSI P67A-GD53 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-P67A-UD3P-B3,0.0,LGA1155,ATX,32,4,Black
Asus P8P67 WS Revolution (REV 3.0),0.0,LGA1155,ATX,32,4,Black / Blue
ASRock 880G Pro3,0.0,AM3,ATX,32,4,Black / Blue
Biostar TP67XE (B3),0.0,LGA1155,ATX,16,4,Black / Red
Jetway JMIH61M-DU3-LF,0.0,LGA1155,Micro ATX,8,2,Unknown
MSI P67A-GD80 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
Biostar H61ML,0.0,LGA1155,Micro ATX,8,2,Black / Red
Asus P8P67 EVO (REV 3.0),0.0,LGA1155,ATX,32,4,Unknown
Biostar H61MU3,0.0,LGA1155,Micro ATX,8,2,Black / Red
ASRock P67 Pro3 SE,0.0,LGA1155,ATX,32,4,Black / Blue
Foxconn A76ML-K 3.0,0.0,AM3,Micro ATX,8,2,Blue / White
Asus AT3IONT-I Deluxe,0.0,Integrated Atom 330,Mini ITX,4,2,Black / Blue
MSI E350IS-E45,0.0,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
Jetway JNC85-E350-LF,0.0,Integrated E-Series E-350,Mini ITX,8,2,Unknown
ASRock E350M1,0.0,Integrated E-Series E-350,Mini ITX,16,2,Black / Blue
Asus E35M1-M PRO,0.0,Integrated E-Series E-350,Micro ATX,8,2,Black / Blue
Gigabyte GA-Z68X-UD5-B3,0.0,LGA1155,ATX,32,4,Black
Gigabyte GA-Z68MX-UD2H-B3,0.0,LGA1155,Micro ATX,32,4,Blue / White
ASRock Z68 Pro3,0.0,LGA1155,ATX,32,4,Black / Blue
Intel DH67CLB3,0.0,LGA1155,ATX,32,4,Black / Blue
Asus E35M1-I,0.0,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
Biostar A770 A2+,0.0,AM2+/AM2,ATX,16,4,Unknown
MSI H67MS-E23 (B3),0.0,LGA1155,Micro ATX,16,2,Black / Blue
Biostar TH55 XE,0.0,LGA1156,Micro ATX,16,4,Unknown
Intel DP67BGB3,0.0,LGA1155,ATX,32,4,Black / Blue
Jetway JM28GT4D3-LF,0.0,AM3,Micro ATX,4,2,Unknown
Biostar TH61A,0.0,LGA1155,ATX,16,2,Unknown
MSI Z68A-GD65 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z68XP-UD5,0.0,LGA1155,ATX,32,4,Black / Silver
MSI 990FXA-GD65,0.0,AM3+,ATX,32,4,Unknown
Biostar A780L3B,0.0,AM3,Micro ATX,16,2,Black / Red
Gigabyte GA-A75-D3H,0.0,FM1,ATX,32,4,Blue / White
ASRock P67 Extreme4 Gen3,0.0,LGA1155,ATX,32,4,Black / Silver
MSI Z68A-G43 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z68M-D2H,0.0,LGA1155,Micro ATX,32,4,Blue / White
MSI Z68MA-G45 (B3),0.0,LGA1155,Micro ATX,32,4,Black / Blue
Zotac Z68ITX-B-E,0.0,LGA1155,Mini ITX,16,2,Black / Silver
MSI H67A-G43 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
MSI Z68A-GD80 (G3),0.0,LGA1155,ATX,32,4,Black / Blue
ASRock A75M-ITX,0.0,FM1,Mini ITX,16,2,Black / Blue
MSI Z68A-G45 (B3),0.0,LGA1155,ATX,32,4,Black / Blue
MSI A55M-P35,0.0,FM1,Micro ATX,16,2,Black / Blue
ASRock A55 Pro3,0.0,FM1,ATX,32,4,Black / Blue
Biostar H61MLB,0.0,LGA1155,Micro ATX,16,2,Black / Red
ECS A990FXM-A V1.0 CFX/CLI,0.0,AM3+,ATX,128,4,Unknown
ECS A990FXM-A V1.0,0.0,AM3+,ATX,128,4,Unknown
Gigabyte GA-X79-UD7,0.0,LGA2011,XL ATX,32,4,Black / Orange
EVGA 132-SE-E775-KR,0.0,LGA2011,ATX,32,4,Black / Silver
Asus F1A55-M LE,0.0,FM1,Micro ATX,32,2,Black / Blue
Asus F1A55-M/CSM,0.0,FM1,Micro ATX,32,4,Black / Blue
MSI A75MA-P35,0.0,FM1,Micro ATX,16,2,Black / Blue
ECS A55F-M3(1.0),0.0,FM1,Micro ATX,32,2,Unknown
Gigabyte GA-880GM-D2H (REV. 3.1),0.0,AM3+,Micro ATX,8,2,Unknown
Gigabyte GA-880GM-USB3L,0.0,AM3+,Micro ATX,8,2,Unknown
EVGA 151-SE-E777-KR,0.0,LGA2011,EATX,32,4,Black / Red
MSI 870A-G54 (FX),0.0,AM3+,ATX,32,4,Black / Blue
Jetway JI61G-ITX,0.0,LGA1155,Mini ITX,8,2,Unknown
Intel DZ68ZV,0.0,LGA1155,ATX,32,4,Black / Blue
Intel DBS1200KP,0.0,LGA1155,Mini ITX,16,2,Green
Jetway JTA980AG,0.0,AM3+,ATX,8,2,Unknown
Gigabyte GA-Z68AP-D3(R2.0),0.0,LGA1155,ATX,32,4,Unknown
Biostar TA970XE,0.0,AM3+,ATX,32,4,Black / Red
ECS H55H-M(1.0),0.0,LGA1156,Micro ATX,8,2,Unknown
Jetway JNMF92-H61,0.0,LGA1155,Micro ATX,8,2,Unknown
Biostar TZ77MXE,0.0,LGA1155,Micro ATX,32,4,Black / Red
Biostar TZ77A,0.0,LGA1155,ATX,32,4,Black / Red
Biostar TZ77XE4,0.0,LGA1155,ATX,32,4,Black / Orange
