name,price,style,switches,backlit,tenkeyless,connection_type,color
"Logitech Wireless Solar Keyboard K760 for Mac, iPad and iPhone",0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,White
Cooler Master CM Storm QuickFire XT,0,Slim,Cherry MX Brown,Unknown,FALSE,Wired,Black
Ducky DK9008 Shine 3 Magenta LED Backlit (Brown Cherry MX),0,Standard,Cherry MX Brown,Purple,FALSE,Wired,Black
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Red Cherry MX),0,Standard,Cherry MX Red,Blue,TRUE,Wired,Black
Razer DeathStalker Ultimate,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Genius KB-110X,0,Standard,Unknown,Unknown,FALSE,Wired,Black
AZIO KB506,0,Standard,Unknown,Multicolor,FALSE,Wired,Black
AZIO PRISM,0,Slim,Unknown,Multicolor,FALSE,Wired,Black
Logitech Keyboard and Mouse,0,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
AZIO MGK1,0,Gaming,Kailh Blue,White,FALSE,Wired,Gunmetal
Rii Mini i8,0,Mini,Unknown,Unknown,TRUE,Wireless,Black / White
Microsoft Designer Bluetooth Desktop,0,Slim,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
AZIO HUE,0,Slim,Unknown,Unknown,FALSE,Wireless,Green / White
Vortex POK3R,0,Mini,Cherry MX Brown,Unknown,FALSE,Wired,Black
Redragon Karura K502,0,Gaming,Unknown,RGB,FALSE,Wired,Black
AmazonBasics KU-0833,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cooler Master MasterKeys Pro S,0,Standard,Cherry MX Blue,RGB,TRUE,Wired,Black
Cooler Master MasterKeys Pro S,0,Standard,Cherry MX Red,RGB,TRUE,Wired,Black
Varmilo VA87MNN/EBW3,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black / White
Qisan Magicforce,0,Mini,Outemu Brown,Unknown,TRUE,Wired,White
ROCCAT Skeltr,158.19,Gaming,Unknown,RGB,FALSE,Wired,Black
Alienware AW568,0,Gaming,Kailh Brown,Unknown,FALSE,Wired,Black
SteelSeries Apex M750,0,Gaming,SteelSeries QX2 Red,RGB,FALSE,Wired,Black
Cougar Vantar,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Cooler Master MasterKeys MK750 (MX Brown),0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Asus ROG Horus GK2000 RGB UK,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Unknown
Leopold FC980CEW,0,Standard,Topre 45g,Unknown,FALSE,Wired,Beige / Gray
Corsair K68 RGB,0,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Black
Redragon K552-N,0,Standard,Outemu Blue,Unknown,TRUE,Wired,Black
Velocifire TKL78,0,Standard,Outemu Brown,Blue,TRUE,Wired,Black
Cooler Master MK730,0,Gaming,Cherry MX Brown,RGB,TRUE,Wired,Black
Ducky Shine 7 RGB,0,Standard,Cherry MX Brown,RGB,FALSE,Wired,Gray
MSI VIGOR GK40,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Drevo BladeMaster TE RGB,0,Gaming,Gateron Red,RGB,TRUE,Wired,Black
Logitech G513 Carbon,0,Gaming,Romer-G Tactile,RGB,FALSE,Wired,Black
Rosewill NEON K90 RGB BR,0,Gaming,Kailh Brown,RGB,FALSE,Wired,Black
Drevo BladeMaster PRO,0,Gaming,Cherry MX Speed Silver,RGB,TRUE,Wireless,Gray
Adesso AKB-630UB,26.99,Standard,Unknown,Unknown,FALSE,Wired,Black
Adesso WKB-1330CB,21,Standard,Unknown,Unknown,FALSE,Wireless,Black
Microsoft 800,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Inland 70140,0,Slim,Unknown,Unknown,FALSE,Wired,Black
ROCCAT Vulcan 100 AIMO,0,Gaming,Roccat Titan Brown,RGB,FALSE,Wired,Black
SteelSeries Apex 7 TKL,0,Gaming,SteelSeries QX2 Brown,RGB,TRUE,Wired,Black
Cooler Master CK550,0,Gaming,Gateron Blue,RGB,FALSE,Wired,Black
Cherry MX Board 5.0,0,Gaming,Cherry MX Silent Red,White,FALSE,Wired,Black / Silver
Ducky Ducky One 2 SF RGB,0,Gaming,Cherry MX Red,RGB,TRUE,Wired,Black
MK Night Typist,0,Standard,Cherry MX Silent Red,White,FALSE,Wired,Black
Redragon K555-RGB,0,Gaming,Outemu Blue,RGB,FALSE,Wired,Black
Leopold FC750R Black PD,0,Standard,Cherry MX Silent Red,Unknown,FALSE,Wired,Black
Corsair K60 Pro,0,Gaming,Cherry Viola,Red,FALSE,Wired,Black
Kinesis Gaming Freestyle Edge,199,Ergonomic Split,Cherry MX Blue,RGB,TRUE,Wired,Black
Corsair K65 RGB MINI BERRY WAVE,0,Gaming,Cherry MX Speed Silver,RGB,TRUE,Wired,Blue / White
Monoprice Dark Matter Collider,0,Gaming,Unknown,RGB,FALSE,Wired,Black
MSI Vigor GK71 SONIC,0,Gaming,MSI Sonic Red,RGB,FALSE,Wired,Black / Silver
Cooler Master SK653,143.94,Gaming,TTC Brown Low Profile,RGB,FALSE,Bluetooth Wireless,Gray / Black
Cooler Master SK653,110,Gaming,TTC Brown Low Profile,RGB,FALSE,Bluetooth Wireless,White / Silver
Keychron K2 Hot-swappable,0,Gaming,Gateron Red,White,TRUE,Wireless,Black / White
Varmilo Miya68-C Panda R2,0,Standard,EC Iris V2,White,TRUE,Wired,Black / White
Logitech G413 SE,0,Gaming,Kailh LT Brown,White,FALSE,Wired,Black
Logitech G413 SE,0,Gaming,Kailh LT Brown,White,FALSE,Wired,Black
Keychron C2,0,Standard,Gateron G Pro Blue,White,FALSE,Wired,Black / White
Keychron K2 Plastic,89.99,Standard,Gateron G Pro Brown,RGB,TRUE,Wireless,Black / Gray
Razer Pro Type Ultra - DE,0,Standard,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,0,Gaming,GX Brown,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,0,Mini,Unknown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",Gray
Keychron K5 SE,0,Slim,Keychron Optical Blue Low Profile,White,FALSE,"Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK Knob,0,Standard,Keychron K Pro Blue,Unknown,FALSE,"Wired, Wired",Black
Razer BlackWidow V4 Pro,0,Gaming,Razer Yellow,RGB,FALSE,Wired,Black
DROP MDX-31827-11,0,Gaming,Kailh Silver Speed,RGB,TRUE,"Wired, Wired",Black
Keychron K8,0,Standard,Gateron G Pro Red,White,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,0,Standard,Gateron Blue Optical Hot-swappable,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,0,Standard,Keychron Red Optical Hot-swappable,Unknown,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK720 US,87.72,Gaming,Kailh Box White V2,RGB,TRUE,Wired,Gray / Black
Cooler Master CK720 ND,0,Gaming,Kailh Box White V2,RGB,TRUE,Wired,Gray / Black
Cooler Master CK720 FR,0,Gaming,Kailh Box Red V2,RGB,TRUE,Wired,Gray / Black
Keychron C2 Pro V1,0,Standard,Keychron K Pro Red,White,FALSE,Wired,Black / Gray
Ducky ONE 3 AURA,0,Gaming,Cherry MX Red RGB,RGB,FALSE,Wired,Black
Logitech G915 Lightspeed,0,Gaming,Logitech GL Clicky,RGB,FALSE,"Wireless, Bluetooth Wireless",Black
Keychron K6,0,Standard,Gateron G Pro Red,White,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,0,Standard,Gateron G Pro Red,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,0,Standard,Gateron G Pro Red Hot-swappable,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,0,Standard,Gateron G Pro Red Hot-swappable,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Corsair K70 CORE,0,Gaming,Corsair MLX Red Linear,RGB,FALSE,Wired,Black
SteelSeries Apex Pro TKL (2023),0,Gaming,SteelSeries OmniPoint 2.0,RGB,TRUE,Wired,Black
SteelSeries Apex Pro TKL (2023),0,Gaming,SteelSeries OmniPoint 2.0,RGB,TRUE,Wired,Black
Keychron Q1 Pro,0,Standard,Keychron K Pro Banana,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q1 Pro Special Edition,0,Standard,Keychron K Pro Brown,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman V3 Pro,0,Gaming,Razer Analog Optical Switch Gen-2,RGB,FALSE,Wired,Black
Razer Huntsman V3 Pro,0,Gaming,Razer Analog Optical Switch Gen-2,RGB,TRUE,Wired,Black
Keychron Lemokey L3,0,Standard,Gateron Jupiter Red,Unknown,TRUE,Wireless,Black / Red
Keychron Lemokey L3,0,Standard,Gateron Jupiter Red,Unknown,TRUE,Wireless,Gray / Teal
Keychron Lemokey L3,0,Standard,Gateron Jupiter Banana,Unknown,TRUE,Wireless,Gray / Teal
Keychron K5 Pro,0,Gaming,Gateron Low-Profile Brown,RGB,FALSE,"Wired, Bluetooth Wireless",Black
Keychron K7 Pro,99.99,Standard,Gateron Low-Profile Red,White,TRUE,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,99.99,Standard,Gateron Low-Profile Brown,White,TRUE,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,109.99,Standard,Gateron Low-Profile Brown,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,119.99,Standard,Gateron Low-Profile Red (Hot-Swappable),RGB,TRUE,"Wired, Bluetooth Wireless",Black / Red
Razer Ornata V3,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Razer Ornata V3,0,Gaming,Unknown,RGB,TRUE,Wired,Black
Razer Ornata V3,0,Gaming,Unknown,RGB,TRUE,Wired,Black
Logitech POP Keys Heartbreaker,0,Mini,TTC Brown,Unknown,TRUE,"Wireless, Bluetooth Wireless",Pink / Red
Keychron K7,0,Slim,Keychron Optical Banana Low Profile (Hot-Swappable),RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK530 V2,0,Gaming,TTC Red,RGB,TRUE,Wired,Black
Asus ROG Strix Scope Deluxe,0,Gaming,Cherry MX Red RGB,RGB,TRUE,Wired,Black
Adesso AKB-150UB,43.36,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
AZIO IZO,139.99,Standard,Gateron Blue,Unknown,TRUE,"Wired, Bluetooth Wireless",White / Gold
Verbatim 70739,38.99,Mini,Unknown,Unknown,TRUE,Wireless,Black
Thermaltake ARGENT K5 RGB,179.99,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Silver / Black
IOGEAR GKBSR202TAA,53.99,Standard,Unknown,Unknown,FALSE,Wired,Black
SteelSeries Apex 9 TKL,0,Gaming,SteelSeries OptiPoint Linear,RGB,TRUE,Wired,Black
SteelSeries Apex 3 (2020),0,Gaming,Unknown,RGB,FALSE,Wired,Black
Logitech MX Keys Mini for Business,0,Mini,Unknown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",Black / Silver
Logitech MK540 Advanced,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Logitech MK295 Silent,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",White
Microsoft QHG-00001,129,Slim,Unknown,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",Black
LTC NB681,0,Standard,Huano Brown,RGB,TRUE,Wired,White
Cherry MX 10.0N,0,Slim,Cherry MX Low Profile Speed Silver,RGB,FALSE,Wired,Black
iKBC CD87 V2,76.98,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Qisan CCDY003COOT7,69.98,Mini,Cherry MX Blue,Blue,TRUE,Wired,Silver
Targus AKB30US,22.69,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech G413 SE,0,Gaming,Kailh LT Brown,White,FALSE,Wired,Black
Keychron K3 Max,119.99,Standard,Gateron Low-Profile Brown,RGB,TRUE,"Wired, Bluetooth Wireless",Gray
HP 350,24.99,Standard,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Cherry G84-4100LCMUS-2,70.87,Slim,Cherry ML,Unknown,FALSE,Wired,Black
Adesso WKB-1600CB,49.99,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Deco Gear DGMECHBRD100,49.99,Gaming,Outemu Blue,RGB,FALSE,Wired,Black
Keychron K5 Pro,0,Gaming,Gateron Low-Profile Red,White,FALSE,"Wired, Bluetooth Wireless",White
Lenovo 4Y41K04031,55.5,Standard,Unknown,Unknown,FALSE,"Wired, Wired, Wireless, Bluetooth Wireless",Black
YEYIAN Flare 2000,45.99,Gaming,Outemu Red,RGB,FALSE,Wired,Black
IOGEAR GKM571R,199,Mini,Unknown,Unknown,TRUE,Wireless,Black
Adesso ACK-730W,39.99,Mini,Unknown,Unknown,FALSE,Wired,White
Kensington K72402US,35.65,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
A4Tech 9500H,29.99,Standard,Unknown,Unknown,FALSE,Wireless,Black
Microsoft Digital Media Pro,179.22,Ergonomic,Unknown,Unknown,FALSE,Wired,Black / Silver
Cooler Master MasterKeys MK750 (MX Red),0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Adesso AKB-132HB,17.98,Standard,Unknown,Unknown,FALSE,Wired,Black
Razer Huntsman V3 Pro Mini,0,Mini,Razer Analog Optical Switch Gen-2,RGB,TRUE,Wired,Black
Logitech POP Keys Daydream,99.99,Mini,TTC Brown,Unknown,TRUE,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Daydream,0,Mini,TTC Brown,Unknown,TRUE,"Wireless, Bluetooth Wireless",White / Green
Logitech MX Keys Mini for Business,115.98,Mini,Unknown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",White / Silver
Logitech MK540 Advanced,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Logitech MK295 Silent,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",White
SolidTek KB-260ABU-SP,23.98,Standard,Unknown,Unknown,FALSE,Wired,Black
Kensington K64406US,34.61,Standard,Unknown,Unknown,FALSE,Wired,White
Logitech K360,64.98,Slim,Unknown,Unknown,FALSE,Wireless,Silver
Targus BUS0067,18.98,Standard,Unknown,Unknown,FALSE,Wired,Black
Cherry Compact 11900 Series,139.99,Standard,Cherry MX Black,Unknown,FALSE,Wired,Black
Cherry G83-6104,52.56,Standard,Unknown,Unknown,FALSE,Wired,Black
Cherry G84-5200LCMEU-2,0,Standard,Cherry ML,Unknown,FALSE,Wired,Black
ROCCAT ISKU,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Chester Creek Technologies CCT KinderBoard,90,Standard,Unknown,Unknown,FALSE,Wired,Gray
Microsoft Wedge Mobile Keyboard For Business,229.99,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
ROCCAT Isku FX,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
A4Tech KD-600L,29.99,Standard,Unknown,Blue,FALSE,Wired,Black
matias Tactile Pro for Mac,124.88,Standard,ALPS Clicky Simplified White,Unknown,FALSE,Wired,White
Adesso SlimTouch 120 - 3-Color Illuminated Compact Multimedia Keyboard,34,Standard,Unknown,Multicolor,FALSE,Wired,Black
Cherry G83-6104,0,Standard,Unknown,Unknown,FALSE,Wired,Gray
Microsoft Wired Desktop 400 UK,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Microsoft Desktop 900,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
G.Skill RIPJAWS KM780R,249.99,Gaming,Cherry MX Red,Red,FALSE,Wired,Black
NOX Krom Kratos,0,Gaming,Kailh Red,Orange,FALSE,Wired,Black
Logitech MK550,59.99,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Ducky One 2 RGB,0,Standard,Cherry MX Red,RGB,FALSE,Wired,Black
Adesso WKB-3150UB,59.99,Ergonomic,Unknown,Unknown,TRUE,Wireless,Black
V7 V7 Professional,20,Standard,Unknown,Unknown,FALSE,Wired,Black
Microsoft QSZ-00001,49.94,Standard,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
Kensington K72344US,29.89,Slim,Unknown,Unknown,FALSE,Wireless,Black
Ducky Mecha Mini v2,0,Mini,Cherry MX Speed Silver,RGB,TRUE,Wired,Black
Ducky Mecha Mini v2,0,Mini,Cherry MX Silent Red,RGB,TRUE,Wired,Black
Ducky Mecha Mini,0,Mini,Cherry MX Brown,RGB,TRUE,Wired,Black
Das Keyboard 4 root,149,Gaming,Cherry MX Brown,Unknown,FALSE,Wired,Black
Keychron K2 Hot-swappable,0,Gaming,Gateron Blue,White,TRUE,Wireless,Black / White
Razer Pro Type Ultra - FR,0,Standard,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,0,Gaming,GX Red,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White
Keychron V6 QMK Knob,0,Standard,Keychron K Pro Brown,Unknown,FALSE,"Wired, Wired",Translucent Black
Ducky ONE 3,0,Gaming,Cherry MX Silent Red RGB,RGB,FALSE,Wired,Blue / Black
Keychron K1 Pro,0,Standard,Gateron Low-Profile Brown,White,TRUE,"Wired, Bluetooth Wireless",Black / Red
Keychron K13 Pro,109.99,Standard,Gateron Low-Profile Brown,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Red
Razer Ornata V3,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Razer Ornata V3,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Logitech POP Keys Blast,0,Mini,TTC Brown,Unknown,TRUE,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Blast,0,Mini,TTC Brown,Unknown,TRUE,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Heartbreaker,0,Mini,TTC Brown,Unknown,TRUE,"Wireless, Bluetooth Wireless",Pink / Red
HP 225,32.98,Standard,Unknown,Unknown,FALSE,Wired,Black
SteelSeries Apex Pro Mini,0,Gaming,SteelSeries OmniPoint 2.0,RGB,TRUE,Wired,Black
Lenovo 4X31K03931,87.34,Standard,Unknown,Unknown,FALSE,"Wired, Wired, Wireless, Bluetooth Wireless",Black
Logitech MK295 Silent,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",White
Logitech MK295 Silent,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",White
Corsair K65 PLUS,0,Gaming,Corsair MLX Red Linear,RGB,TRUE,"Wired, Wireless",Black
NZXT Function 2,0,Gaming,NZXT Swift Optical 40g,RGB,TRUE,"Wired, Wired",Black
IQUNIX OG80 Dark Side,0,Gaming,TTC Gold Pink,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
IQUNIX ZX75 Gravity Wave,189.99,Gaming,IQUNIX Moonstone,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White / Yellow
IQUNIX L80 Formula,0,Gaming,Cherry MX Brown,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White / Black
IQUNIX L80 Formula,0,Gaming,Cherry MX Brown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",White / Black
LTC NB681,0,Standard,Huano Red,RGB,TRUE,Wired,White
ENDORFY Thock,0,Gaming,Kailh Red,RGB,TRUE,Wired,Black
Gigabyte GK-K8100-YEL,0,Gaming,Unknown,Unknown,FALSE,Wired,Yellow
HP DT528A#ABA,0,Standard,Unknown,Unknown,FALSE,Wired,Black / Silver
Razer Anansi,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Microsoft Natural Keyboard Elite,259.95,Ergonomic,Unknown,Unknown,FALSE,Wired,White
Microsoft Keyboard 200,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Microsoft SideWinder X6,0,Standard,Unknown,Red / Amber,FALSE,Wired,Black
Thermaltake eSPORTS Challenger,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Thermaltake eSPORTS Meka,0,Gaming,Cherry MX Black,Unknown,FALSE,Wired,Black
Gigabyte KM7600,0,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Apple MC184LL/B,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Silver
Lenovo 73P2620,0,Standard,Unknown,Unknown,FALSE,Wired,Black
HP FQ480AA#ABA,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Microsoft 6000,0,Slim,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
Gigabyte GK-K6800,0,Standard,Unknown,Unknown,FALSE,Wired,Black
nMEDIAPC HTPCKB-B,0,Slim,Unknown,Unknown,TRUE,Wireless,Black
Saitek Cyborg V5,0,Gaming,Unknown,Red,FALSE,Wired,Black
Enermax KB009U-B,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech K360,0,Standard,Unknown,Unknown,FALSE,Wireless,Black / Gold
AZIO Levetron Mech4,0,Gaming,Cherry MX Black,Unknown,FALSE,Wired,Black
Logisys KB208BK,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Gigabyte GK-K8100-RED,0,Gaming,Unknown,Unknown,FALSE,Wired,Red
Adesso ACK-595UW,0,Mini,Unknown,Unknown,TRUE,Wired,White
Adesso AKB-110W,41.43,Mini,Unknown,Unknown,TRUE,Wired,White
Adesso AKB-110B,29.58,Mini,Unknown,Unknown,TRUE,Wired,Black
Adesso ACK-5010PB,80.49,Mini,Unknown,Unknown,TRUE,Wired,Black
Adesso WKB-3100UB,39.99,Mini,Unknown,Unknown,TRUE,Wireless,Black
KeyTronic E06101USBC,0,Standard,Unknown,Unknown,FALSE,Wired,Beige
KeyTronic SCARD-U1,0,Standard,Unknown,Unknown,FALSE,Wired,Beige
Cherry G83-6644LUAEU-2,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech MK100,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Razer BlackWidow Ultimate Mass Effect 3 Edition,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
ROCCAT Arvo,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
SteelSeries Merc Stealth,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Kensington Pro Fit Wired Media Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
IBM 40K9584,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logisys Streamline Character-illuminated White LED Keyboard,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Cooler Master Storm Quick Fire Pro,0,Gaming,Cherry MX Brown,Unknown,FALSE,Wired,Black
Rosewill RK-9000I,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,White / Black
Samsung VG-KBD1000 Keyboard,0,Slim,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
Logitech 967685-0403-1,0,Standard,Unknown,Unknown,TRUE,Bluetooth Wireless,Black / Silver
A4Tech KL-5BK,0,Slim,Unknown,Unknown,TRUE,Wired,Black
Syba CL-KBD23025,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Silver / Black
Logitech 920-003687,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech Solar Keyboard K750 for Mac,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Lenovo Preferred Pro USB Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cooler Master Storm QuickFire Rapid,0,Gaming,Cherry MX Brown,Unknown,TRUE,Wired,Gray / Black
AZIO Levetron Mech5,0,Gaming,Cherry MX Black,Unknown,FALSE,Wired,Black / Red
Lenovo 73P5230,0,Standard,Unknown,Unknown,FALSE,Wired,Gray / Black
Chester Creek Technologies CCT,0,Standard,Unknown,Unknown,FALSE,Wired,Red
V7 Standard PS/2 Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Buslink KR-6402-BK,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Genius LuxeMate i200,0,Mini,Unknown,Unknown,TRUE,Wired,Black
Genius KB-06XE PS2,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Genius 31300710101,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Fujitsu FPCKD38A1P,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Buslink KR-6170M Full Size X-Slim Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,White
V7 KC0A2-4L3P Keyboard,19.48,Standard,Unknown,Unknown,FALSE,Wired,Black
Razer BlackWidow 2013,0,Gaming,Cherry MX Blue,Unknown,FALSE,Wired,Black
A4Tech 3100N,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
A4Tech 7700N,0,Mini,Unknown,Unknown,TRUE,Wireless,Silver / Black
Ducky Year of the Dragon,0,Standard,Cherry MX Red,Blue,TRUE,Wired,Black
Filco Ninja Majestouch-2,0,Standard,Cherry MX Red,Unknown,FALSE,Wired,Beige
Cherry G80-3800 MX Board 2.0,0,Standard,Cherry MX Red,Unknown,FALSE,Wired,Black
Razer BlackWidow Tournament Edition,0,Gaming,Cherry MX Blue,Unknown,TRUE,Wired,Black
Razer BlackWidow Ultimate 2013 Mac,0,Gaming,Cherry MX Blue,Green,FALSE,Wired,Black
Tesoro Durandal G1NL,0,Standard,Cherry MX Brown,Red,FALSE,Wired,Black
Ducky DK9008S-AEALR,0,Gaming,Cherry MX Black,Red,FALSE,Wired,Black
Ducky DK9008 Shine II,0,Gaming,Cherry MX Black,White,FALSE,Wired,Pink / White
Mad Catz S.T.R.I.K.E.5,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Mad Catz S.T.R.I.K.E. 7,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black / Silver
Cooler Master CM Storm QuickFire XT,0,Slim,Cherry MX Blue,Unknown,FALSE,Wired,Black
Microsoft Sculpt Comfort Keyboard for Business,0,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Vortex POKER PBT,0,Mini,Cherry MX Brown,Unknown,TRUE,Wired,Black
Vortex KBT RACE,0,Mini,Cherry MX Brown,White,TRUE,Wired,Black
Adesso Tru-Form Media 1500,56.96,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
HP Stylish USB Keyboard and Mouse,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cooler Master CM Storm QuickFire XT,0,Slim,Cherry MX Green,Unknown,FALSE,Wired,Black
Adesso Antimicrobial Waterproof Flex Keyboard,17.99,Slim,Unknown,Unknown,TRUE,Wired,Black
Dell 469-4060,0,Standard,Unknown,Unknown,FALSE,Wired,Black
HP K3500,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Key Ovation Go!2 Mobile Keyboard - PC & Mac - USB,0,Mini,Unknown,Unknown,TRUE,Wired,Black
Cooler Master Storm Quickfire TK Mechanical Keyboard,0,Standard,Cherry MX Brown,Red,FALSE,Wired,Black
Ducky DK9008 Shine 3 White LED Backlit (Black Cherry MX),0,Standard,Cherry MX Black,White,FALSE,Wired,Black
Ducky DK9008 Shine 3 Orange LED Backlit (Brown Cherry MX),0,Standard,Cherry MX Brown,Orange,FALSE,Wired,Black
Ducky DK9008 Shine 3 Blue LED Backlit (Red Cherry MX),0,Standard,Cherry MX Red,Blue,FALSE,Wired,Black
Corsair Vengeance K70,0,Gaming,Cherry MX Brown,Unknown,FALSE,Wired,Black
AZIO L70,0,Gaming,Unknown,Blue,FALSE,Wired,Black
Keycool KC84RED-G,0,Mini,Cherry MX Red,Multicolor,TRUE,Wired,Black
Keycool KC84RED-W,0,Mini,Cherry MX Red,Multicolor,TRUE,Wired,Black
Logitech Wireless Touch k400,0,Slim,Unknown,Unknown,TRUE,Wireless,White
