name,price,style,switches,backlit,tenkeyless,connection_type,color
Corsair Vengeance K70 RGB,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Belkin Compact Keyboard K100,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Buslink KR-6421-WH Keyboard,0,Slim,Unknown,Unknown,FALSE,Wired,White
Chester Creek Technologies TrekKeys,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,White / Silver
Kensington Pro Fit,40.52,Standard,Unknown,Unknown,FALSE,Wired,Black
Lenovo Preferred Pro USB Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Lenovo Preferred Pro USB Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech K400 (920-003070),0,Slim,Unknown,Unknown,TRUE,Wireless,Black
Mad Catz S.T.R.I.K.E.M,0,Gaming,Unknown,White,TRUE,Bluetooth Wireless,Black / White
Mad Catz S.T.R.I.K.E.M,0,Gaming,Unknown,White,TRUE,Bluetooth Wireless,Black / Red
Microsoft Arc,0,Slim,Unknown,Unknown,TRUE,Wireless,Black
Rosewill BK-500A,0,Slim,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Cooler Master QuickFire Rapid-i,0,Standard,Cherry MX Blue,White,TRUE,Wired,Black
Cooler Master CM Storm Trigger Z,0,Gaming,Cherry MX Blue,Blue,FALSE,Wired,Black
Corsair K95 RGB,0,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Black
Corsair K95 RGB,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K70 RGB,0,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Black
Rosewill RGB80 BR,0,Gaming,Kailh Brown,Multicolor,TRUE,Wired,Black
Thermaltake KNUCKER Plunger,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Ducky Shine 4,0,Gaming,Cherry MX Black,Red / Blue,FALSE,Wired,Black
Ducky Shine 4,0,Gaming,Cherry MX Brown,Red / Blue,FALSE,Wired,Black
Razer Deathstalker Expert,0,Gaming,Unknown,Green,FALSE,Wired,Black
i-rocks RF-6572L-BK,0,Standard,Unknown,Unknown,FALSE,Wireless,Black / Silver
Cooler Master CM Storm Devastator Gaming Bundle,0,Gaming,Unknown,Green,FALSE,Wired,Black
Cooler Master OCTANE,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Logitech Y-SAE71,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Asus 90MS0000-P00010,0,Mini,Unknown,Unknown,TRUE,Wireless,Black
Cooler Master CM Storm Devastator - OEM,0,Gaming,Unknown,Blue,FALSE,Wired,Black
Cooler Master CM Storm Devastator - OEM,0,Gaming,Unknown,Red,FALSE,Wired,Black
Cooler Master CM Storm Devastator - OEM,0,Gaming,Unknown,Green,FALSE,Wired,Black
Mad Catz S.T.R.I.K.E.TE,0,Gaming,Kailh Brown,White,FALSE,Wired,Black / Blue
ROCCAT Ryos TKL Pro,0,Gaming,Cherry MX Blue,Blue,TRUE,Wired,Black
i-rocks RF-6572L-WH,0,Slim,Unknown,Unknown,FALSE,Wireless,White
Ducky Zero TKL,0,Mini,Cherry MX Brown,Unknown,TRUE,Wired,Black
Corsair K95 RGB UK,0,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Black
Corsair K95 RGB UK,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K70 RGB UK,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K70 RGB UK,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Corsair K65 RGB UK,0,Gaming,Cherry MX Red,RGB,TRUE,Wired,Black
Corsair K95 RGB UK,0,Gaming,Cherry MX Black,RGB,FALSE,Wired,Black
Microsoft Wired Desktop 400 for Business,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Thermaltake Commander,0,Gaming,Unknown,Blue,FALSE,Wired,Black / Silver
Asus STRIX TACTIC PRO,0,Gaming,Cherry MX Brown,Orange,FALSE,Wired,Black
Azza Poseidon,0,Gaming,Unknown,Red,FALSE,Wired,Black / Red
Belkin B2B127-BLK,0,Mini,Unknown,Unknown,TRUE,Wired,Black
Cooler Master QuickFire Rapid-i,0,Standard,Cherry MX Red,White,TRUE,Wired,Black
Cougar ATTACK2-3B,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Cougar 200K,0,Gaming,Unknown,Red,FALSE,Wired,Black
Cougar 600K,0,Gaming,Cherry MX Black,White,FALSE,Wired,Black / Silver
Cougar KBC700-2IS,0,Gaming,Cherry MX Black,Red,FALSE,Wired,Black
Cougar 700K,0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black / Silver
Gigabyte FORCE K7 Wireless,0,Gaming,Unknown,Unknown,FALSE,Wireless,Black
HP Elite v2,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Lenovo Preferred Pro USB Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Lenovo Cherry SmartBoard G83-6644,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Mad Catz S.T.R.I.K.E. TE,0,Gaming,Kailh Brown,White,FALSE,Wired,White
Mad Catz S.T.R.I.K.E. TE,0,Gaming,Kailh Brown,White,FALSE,Wired,Black / Red
Mad Catz S.T.R.I.K.E. TE,0,Gaming,Kailh Brown,White,FALSE,Wired,Black
Rosewill Apollo RK-9100xBBL,0,Gaming,Cherry MX Black,Blue,FALSE,Wired,Black
Rosewill Apollo RK-9100xRBL,0,Gaming,Cherry MX Black,Red,FALSE,Wired,Black
Rosewill RK-8300,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Rosewill RK-9000V2,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Rosewill RK-9000V2 BR,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Thermaltake CHALLENGER Illuminated,0,Gaming,Unknown,Red,FALSE,Wired,Black
Corsair K70 RGB,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Kensington KP400,0,Slim,Unknown,Unknown,FALSE,Wired,Black
Buslink KR-6421-BK Keyboard,0,Slim,Unknown,Unknown,FALSE,Wired,Black
KUL ES-87,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,Black
KUL ES-87 Smoke,0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Gray
KeyTronic MK520,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Adesso EasyTouch135,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Cooler Master MECH,0,Gaming,Cherry MX Blue,White,FALSE,Wired,Black / Silver
Cooler Master MECH,0,Gaming,Cherry MX Brown,White,FALSE,Wired,Black / Silver
Cooler Master MECH,0,Gaming,Cherry MX Red,White,FALSE,Wired,Black / Silver
Ducky Mini,0,Mini,Cherry MX Black,Red / Blue,TRUE,Wired,Black / Silver
Ducky Mini,0,Mini,Cherry MX Black,Red / Blue,TRUE,Wired,Black / Gray
Ducky Mini,0,Mini,Cherry MX Brown,Red / Blue,TRUE,Wired,Black / Silver
Ducky Mini,0,Mini,Cherry MX Brown,Red / Blue,TRUE,Wired,Black / Gray
Das Keyboard 4C Professional,0,Standard,Greetech Blue,Unknown,TRUE,Wired,Black
Das Keyboard 4C Professional,0,Standard,Greetech Brown,Unknown,TRUE,Wired,Black
Das Keyboard 4C Ultimate,0,Standard,Greetech Blue,Unknown,TRUE,Wired,Black
Das Keyboard 4C Ultimate,0,Standard,Greetech Brown,Unknown,TRUE,Wired,Black
Gear Head KB5500M,0,Gaming,Kailh Red,Unknown,TRUE,Wired,Black
KeyTronic K120P,0,Standard,Unknown,Unknown,FALSE,Wired,Black
KeyTronic K120U,0,Standard,Unknown,Unknown,FALSE,Wired,Black
RCA TPH510,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Rosewill RK-9000V2 BL,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,Black
Rosewill RK-9000V2 RE,0,Standard,Cherry MX Red,Unknown,FALSE,Wired,Black
Turtle Beach IMPACT 100,0,Gaming,Unknown,Unknown,FALSE,Wired,Black / Red
Turtle Beach IMPACT 500,107.99,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Black
Turtle Beach IMPACT 700,0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black
Cherry JD-0400EU-2,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Cougar 700K,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black / Silver
Kensington K64370A,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Lenovo Preferred Pro USB Fingerprint Keyboard -US English,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Monoprice K11,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Monoprice 11795,0,Slim,Unknown,Blue,FALSE,Wired,Black
Monoprice 6821,0,Slim,Unknown,Unknown,FALSE,Wired,Black / White
Monoprice 9180,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,Black
Monoprice 9181,0,Standard,Cherry MX Red,Red,FALSE,Wired,Black
Monoprice K3 Chocolate Style,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Monoprice K9,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Monoprice 9433,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Adesso SlimTouch 510,28.35,Standard,Unknown,Unknown,FALSE,Wired,Black
Adesso SlimTouch 510R,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Cougar 600K,0,Gaming,Cherry MX Blue,Orange,FALSE,Wired,Black / Silver
Das Keyboard 4 Professional for Mac,179,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black / Red
Kensington K64406US,40.98,Standard,Unknown,Unknown,FALSE,Wired,White
Kensington Pro Fit,36.41,Standard,Unknown,Unknown,FALSE,Wired,Black
Kensington K72402US,35.66,Standard,Unknown,Unknown,FALSE,Wired,Black
Kensington Pro Fit Wired Media Keyboard,0,Standard,Unknown,Unknown,FALSE,Wired,Black
EagleTec K005 / KS03,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Nixeus MODA,0,Gaming,Kailh Brown,Unknown,TRUE,Wired,Black
AZIO HUE,0,Slim,Unknown,Unknown,FALSE,Wireless,Blue / White
Belkin Keyboard,0,Mini,Unknown,Unknown,TRUE,Wired,Black
Genius 31330185100,0,Standard,Unknown,Unknown,FALSE,Wired,Black
IOGEAR Kaliber Gaming IKON,0,Standard,Unknown,Multicolor,FALSE,Wired,Black
IOGEAR Quietus Desktop,0,Standard,Unknown,Unknown,FALSE,Wired,Black
IOGEAR Tacturus RF Desktop,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
Panasonic Ikey Keyboard,0,Mini,Unknown,Unknown,FALSE,Wired,Black
SMK-Link BLU-LINK,0,Slim,Unknown,Unknown,TRUE,Bluetooth Wireless,Black / Silver
SolidTek KB-6600,0,Standard,Unknown,Unknown,FALSE,Wired,Black
AZIO MGK1-K,0,Gaming,Kailh Brown,White,FALSE,Wired,Black
IOGEAR Quietus RF Desktop,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Cougar 600K,0,Gaming,Cherry MX Red,Orange,FALSE,Wired,Black
Cougar 600K,0,Gaming,Cherry MX Brown,Orange,FALSE,Wired,Black
IOGEAR Kaliber Gaming,45.36,Standard,Unknown,Unknown,FALSE,Wireless,Black
Microsoft GU5-00001,0,Slim,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Cooler Master Quick Fire XTi,0,Standard,Cherry MX Blue,Red / Blue,FALSE,Wired,Black
IOGEAR GE1337PKIT,0,Gaming,Unknown,Unknown,FALSE,Wireless,Black
TekNmotion TM-NIBK11,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Microsoft ANB-00006,0,Slim,Unknown,Unknown,FALSE,Wired,Black
G.Skill Ripjaws KM780 MX,0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black
Ducky ONE,0,Standard,Cherry MX Brown,Blue,FALSE,Wired,Black
Adesso EasyTouch 130,0,Standard,Unknown,Blue,FALSE,Wired,Black
Adesso SlimTouch 2200,0,Slim,Unknown,Unknown,FALSE,Wireless,Black
AZIO MGK1 RGB,0,Standard,Kailh Blue,RGB,FALSE,Wired,Black
Filco Majestouch 2,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Corsair K70,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
Corsair K70,0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black
Corsair K95 RGB,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K40,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Corsair K30,0,Gaming,Unknown,Red,FALSE,Wired,Black
Genius Scorpion K5,0,Gaming,Unknown,RGB,FALSE,Wired,Black / Gray
HEC HGX300,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Microsoft Desktop 3050,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
Microsoft 850,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
SMK-Link VP3800,0,Standard,Unknown,Unknown,FALSE,Wired,Black
SolidTek KB-3910BL,0,Standard,Unknown,Unknown,TRUE,Wired,Black
Thermaltake POSEIDON Z RGB,0,Gaming,Kailh Blue,RGB,FALSE,Wired,Black
Feenix Autore,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Feenix Autore,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black
Gigabyte AORUS THUNDER K3,0,Gaming,Cherry MX Red,Blue,TRUE,Wired,Black
Corsair STRAFE RGB,0,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Black
G.Skill RIPJAWS KM780 RGB,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
G.Skill RIPJAWS KM780 MX,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Razer BlackWidow Chroma Call of Duty: Black Ops III Edition,0,Gaming,Razer Green,RGB,FALSE,Wired,Black
Razer BlackWidow Ultimate Stealth,0,Gaming,Razer Orange,Green,FALSE,Wired,Black
A4Tech B120,0,Gaming,Unknown,Red,FALSE,Wired,Black
Adesso SlimTouch 270,0,Mini,Unknown,Unknown,FALSE,Wired,White
Cougar AttackX3-4IS (MX Brown),0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black / White
ROCCAT Isku FX,0,Gaming,Unknown,Multicolor,FALSE,Wired,White
Adesso ACK-730B,0,Standard,Unknown,Unknown,FALSE,Wired,Black
G.Skill RIPJAWS KM780 MX,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
HP QY776AA#ABC,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech K480,0,Slim,Unknown,Unknown,FALSE,Bluetooth Wireless,Black / Green
Microsoft 2VJ-00003,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Microsoft 3TJ-00002,0,Ergonomic,Unknown,Unknown,FALSE,Wired,Black
Microsoft E6K-00002,0,Standard,Unknown,Unknown,FALSE,Wireless,Black
SteelSeries SteelSeries Apex 300 Keyboard,0,Standard,Unknown,White,FALSE,Wired,Black
Max Keyboard Blackbird,0,Gaming,Cherry MX Brown,Red,TRUE,Wired,Black
Redragon ASURA K501,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black / Red
G.Skill RIPJAWS KM780R RGB,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
G.Skill RIPJAWS KM780R,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
KBParadise V60,0,Mini,Cherry MX Blue,Red / Blue,TRUE,Wired,Black
Cooler Master Devastator II,0,Gaming,Unknown,Blue,FALSE,Wired,Black
Das Keyboard Division Zero X40,0,Gaming,Alpha-Zulu Tactile,Red,FALSE,Wired,Black / Gray
Speedlink SL-6482-BK,0,Gaming,Unknown,Red,FALSE,Wired,Black
Tomoko MMC023,0,Standard,Huano Blue,Unknown,TRUE,Wired,Black
ROCCAT Ryos MK FX RGB,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K70 LUX RGB,0,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Black
AZIO MGK L80,0,Gaming,Kailh Brown,RGB,FALSE,Wired,Black
AZIO MGK L80,0,Gaming,Kailh Brown,Red,FALSE,Wired,Black
AZIO MGK L80,0,Gaming,Kailh Blue,Blue,FALSE,Wired,Black
AllSmartLife K108,0,Gaming,Outemu Blue,RGB,FALSE,Wired,Black
Penclic C2B,0,Mini,Unknown,Unknown,TRUE,Wired,Black / Blue
Penclic C2W,0,Mini,Unknown,Unknown,TRUE,Wired,White / Blue
Penclic K2B,0,Mini,Unknown,Unknown,TRUE,Wireless,Black / Red
Penclic MK1,0,Standard,Kailh Brown,White,TRUE,Wired,Black / White
Glorious Glorious Gaming,0,Gaming,Gateron Brown,Red,FALSE,Wired,Black
Nixeus MK-BL15,0,Gaming,Kailh Blue,Unknown,TRUE,Wired,Black / Gray
Nixeus MK-BN15,0,Gaming,Kailh Brown,Unknown,TRUE,Wired,Black / Gray
Nixeus MK-RD15,0,Gaming,Kailh Red,Unknown,TRUE,Wired,Black / Gray
Cooler Master MasterKeys Pro L,0,Standard,Cherry MX Blue,White,FALSE,Wired,Black
Cooler Master MasterKeys Pro L,0,Standard,Cherry MX Brown,White,FALSE,Wired,Black
G.Skill Ripjaws KM570,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
G.Skill Ripjaws KM570,0,Gaming,Cherry MX Red,Red,FALSE,Wired,Black
Logitech G100S Gaming Combo,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Razer Chroma Blackwidow Professional,0,Gaming,Razer Green,RGB,FALSE,Wired,Black
Asus ROG Claymore Core,0,Gaming,Cherry MX Red,RGB,TRUE,Wired,Black
FNATIC Rush Pro Gaming,0,Gaming,Cherry MX Brown,Red,FALSE,Wired,Black
FNATIC Rush Pro Gaming,0,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Red,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Red,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Red,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Standard,Cherry MX Red,Unknown,TRUE,Wired,Black
Corsair K70 LUX RGB,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K95 RGB PLATINUM DE,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K95 RGB PLATINUM ND,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K95 RGB PLATINUM DE,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
Corsair K95 RGB PLATINUM ND,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
Corsair K95 RGB PLATINUM UK,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
Corsair K95 RGB PLATINUM UK,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,Gunmetal
Redragon K555 INDRAH RGB,0,Gaming,Outemu Blue,RGB,FALSE,Wired,Black
Hcman Hcman H01,0,Gaming,CK Blue,Multicolor,TRUE,Wired,Black
NOX Krom Kombat,0,Gaming,Unknown,Orange,FALSE,Wired,Black
NOX Krom Kratos,0,Standard,Kailh Blue,Orange,FALSE,Wired,Black
NOX Krom Kratos,0,Gaming,Kailh Brown,Orange,FALSE,Wired,Black
NOX Krom Kratos RGB,0,Gaming,Kailh Red,RGB,FALSE,Wired,Black
NOX Krom Kratos TKL,0,Gaming,Kailh Brown,Orange,TRUE,Wired,Black
NOX Krom Kratos TKL,0,Gaming,Kailh Red,Orange,TRUE,Wired,Black
G.Skill Ripjaws KM570 RGB,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
G.Skill Ripjaws KM570 RGB,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
G.Skill Ripjaws KM570,0,Gaming,Cherry MX Speed Silver,Red,FALSE,Wired,Black
Plugable MECH87BW,0,Standard,Outemu Blue,White,TRUE,Wired,Black
Plugable MECH104BW,0,Standard,Outemu Blue,White,FALSE,Wired,Black
RIOTORO Ghostwriter Classic,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black / Red
RIOTORO Ghostwriter Black Prism,0,Standard,Cherry MX Black,RGB,FALSE,Wired,Black / Red
ROCCAT SOVA MK,0,Gaming,TTC Brown,Blue,TRUE,Wired,Black
Alienware AW768,0,Gaming,Kailh Brown,RGB,FALSE,Wired,Silver
Rosewill NEON K51B,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Microsoft EKZ-00001,179.99,Slim,Unknown,Unknown,FALSE,Wireless,Gray
Dell U473D,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Thermaltake Poseidon Z Plus,104.98,Standard,Kailh Blue,Blue,FALSE,Wired,Black
Genius LuxeMate 100,0,Mini,Unknown,Unknown,FALSE,Wired,Black
IOGEAR GKB710L,0,Standard,Kailh Blue,Blue,FALSE,Wired,Black
Zalman ZM-K600S,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Zalman ZM-K300M,0,Gaming,Unknown,Unknown,FALSE,Wired,Black
Gigabyte FORCE K83,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
Cooler Master MasterSet MS120 (UK),0,Gaming,Unknown,RGB,FALSE,Wired,Black
Cooler Master MasterSet MS120 (FR),0,Gaming,Unknown,RGB,FALSE,Wired,Black
Cooler Master MasterSet MS120 (DE),0,Gaming,Unknown,RGB,FALSE,Wired,Black
Cooler Master MasterSet MS120 (IT),0,Gaming,Unknown,RGB,FALSE,Wired,Black
Cooler Master MasterSet MS120 (ES),0,Gaming,Unknown,RGB,FALSE,Wired,Black
Cooler Master MasterKeys S (MX Brown),0,Gaming,Cherry MX Brown,Unknown,TRUE,Wired,Black
Cooler Master MasterKeys S (MX Red),0,Gaming,Cherry MX Red,Unknown,TRUE,Wired,Black
Cooler Master MasterKeys S (MX Blue),0,Gaming,Cherry MX Blue,Unknown,TRUE,Wired,Black
Cooler Master MasterKeys S (MX Green),0,Gaming,Cherry MX Green,Unknown,TRUE,Wired,Black
Cooler Master MasterKeys S (MX Speed Silver),0,Gaming,Cherry MX Speed Silver,Unknown,TRUE,Wired,Black
Cooler Master MasterKeys L (MX Brown),0,Gaming,Cherry MX Brown,Unknown,FALSE,Wired,Black
Cooler Master MasterKeys L (MX Red),0,Gaming,Cherry MX Red,Unknown,FALSE,Wired,Black
Cooler Master MasterKeys L,0,Gaming,Cherry MX Blue,Unknown,FALSE,Wired,Black
Cooler Master MasterKeys L (MX Green),0,Gaming,Cherry MX Green,Unknown,FALSE,Wired,Black
GALAX HOF Black Edition (MX Brown),0,Gaming,Cherry MX Brown,White,FALSE,Wired,Black
GALAX HOF Black Edition (MX Blue),0,Gaming,Cherry MX Blue,White,FALSE,Wired,Black
Cougar 450K,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Cougar ATTACK X3 (MX Blue),0,Gaming,Cherry MX Blue,RGB,FALSE,Wired,Black / White
Cougar DEATHFIRE,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Cooler Master MasterKeys Pro S White (MX Blue),0,Standard,Cherry MX Blue,White,TRUE,Wired,Black
Cooler Master MasterKeys Pro S White (MX Brown),0,Standard,Cherry MX Brown,White,TRUE,Wired,Black
Cooler Master MasterKeys Pro S White (MX Red),0,Standard,Cherry MX Red,White,TRUE,Wired,Black
Cooler Master MasterKeys Pro S White (MX Speed Silver),0,Standard,Cherry MX Speed Silver,White,TRUE,Wired,Black
Cooler Master MasterKeys Pro M White (MX Brown),0,Standard,Cherry MX Brown,White,FALSE,Wired,Black
Cooler Master MasterKeys Pro M White (MX Blue),0,Standard,Cherry MX Blue,White,FALSE,Wired,Unknown
Cooler Master MasterKeys Pro M White (MX Red),0,Standard,Cherry MX Red,White,FALSE,Wired,Black
Cooler Master MasterKeys Pro L GeForce GTX Edition,0,Standard,Cherry MX Red,Green,FALSE,Wired,Black
Ducky Shine 6,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,Black
SteelSeries Apex M500,0,Standard,Cherry MX Red,Blue,FALSE,Wired,Black
Ducky Shine 6,0,Standard,Cherry MX Brown,RGB,FALSE,Wired,Gold / White
HP HyperX Alloy Elite,0,Gaming,Cherry MX Red,Red,FALSE,Wired,Black
Corsair K63 Special Edition (MX Red),0,Gaming,Cherry MX Red,Blue,TRUE,Wireless,Unknown
Trust GXT 280,0,Gaming,Unknown,Red,FALSE,Wired,Black
Tesoro Gram Spectrum (White w/Red Switches),0,Gaming,Tesoro Agile Red,RGB,FALSE,Wired,White
Tomoko CAAA1-CAAA1-VD,0,Gaming,Outemu Blue,Unknown,FALSE,Wired,Black
Logitech G513 Silver,0,Gaming,Romer-G Tactile,RGB,FALSE,Wired,Silver / Black
Redragon Varuna K559,0,Gaming,Outemu Blue,RGB,FALSE,Wired,Black
Microsoft WS2-00025,89.99,Standard,Unknown,Unknown,FALSE,Bluetooth Wireless,Gray
Microsoft 3RA-00022,0,Ergonomic,Unknown,Unknown,FALSE,Bluetooth Wireless,Gray
Ducky Rainbow One White,0,Standard,Cherry MX Black,Unknown,TRUE,Wired,White
Ducky Rainbow One White,0,Standard,Cherry MX Brown,Unknown,TRUE,Wired,White
Ducky Rainbow One White,0,Standard,Cherry MX Blue,Unknown,TRUE,Wired,White
Ducky Rainbow One White,0,Standard,Cherry MX Clear,Unknown,TRUE,Wired,White
Ducky Rainbow One White,0,Standard,Cherry MX White,Unknown,TRUE,Wired,White
Ducky Rainbow One White,0,Standard,Cherry MX Green,Unknown,TRUE,Wired,White
Ducky Rainbow One White,0,Standard,Cherry MX Speed Silver,Unknown,TRUE,Wired,White
Ducky One Rainbow White,0,Standard,Cherry MX Black,Unknown,FALSE,Wired,White
Ducky One Rainbow White,0,Standard,Cherry MX Brown,Unknown,FALSE,Wired,White
Ducky One Rainbow White,0,Standard,Cherry MX Blue,Unknown,FALSE,Wired,White
Ducky One Rainbow White,0,Standard,Cherry MX Red,Unknown,FALSE,Wired,White
Ducky One Rainbow White,0,Standard,Cherry MX Clear,Unknown,FALSE,Wired,White
Ducky One Rainbow White,0,Standard,Cherry MX Speed Silver,Unknown,FALSE,Wired,White
Velocifire K61WS,0,Mini,Outemu Brown,Unknown,TRUE,Wireless,Black
Cooler Master MasterKeys Pro M RGB,0,Gaming,Cherry MX Blue,Unknown,FALSE,Wired,Black
Cooler Master MasterKeys Pro M RGB,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Cooler Master MasterKeys Pro M RGB,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Cooler Master MasterKeys Pro M RGB,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
Ducky One,0,Gaming,Cherry MX Brown,RGB,TRUE,Wired,Black
SteelSeries Apex M750 UK,0,Gaming,SteelSeries QX2 Red,RGB,FALSE,Wired,Black
Tecware Phantom RGB,0,Gaming,Outemu Brown,RGB,FALSE,Wired,Black
Tecware Phantom RGB,0,Gaming,Outemu Blue,RGB,FALSE,Wired,Black
Ducky One 2 RGB TKL,0,Standard,Cherry MX Speed Silver,RGB,TRUE,Wired,Black
