name,price,type,efficiency,wattage,modular,color
FSP Group ZEN 400,0.0,ATX,bronze,400,false,Unknown
FSP Group Everest 85PLUS 800,0.0,ATX,bronze,800,Full,Unknown
FSP Group ATX350-PNT,0.0,ATX,Unknown,350,false,Unknown
PC Power & Cooling Silencer MK III,0.0,ATX,platinum,1200,Semi,Unknown
Noua Hyper ZR65,0.0,ATX,bronze,650,false,Black
Broadway Com Corp OKIA-BLACK-680,0.0,ATX,Unknown,680,false,Unknown
Enermax ENP450AST,0.0,ATX,Unknown,450,false,Unknown
PC Power & Cooling T12W,0.0,ATX,Unknown,1200,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,750,Full,Unknown
Rosewill PMG1050,0.0,ATX,gold,1050,Full,Black
Rosewill PMG1200,0.0,ATX,gold,1200,Full,Black
Rosewill Stallion,0.0,ATX,Unknown,700,false,Unknown
Raidmax RX-535AP,0.0,ATX,bronze,535,Semi,Unknown
RIOTORO ONYX 650,0.0,ATX,bronze,650,Semi,Unknown
FSP Group FSP300-60SGV,0.0,TFX,gold,300,false,Unknown
FSP Group AURUM GOLD 500,0.0,ATX,gold,500,false,Unknown
FSP Group AURUM GOLD 400,0.0,ATX,gold,400,false,Unknown
FSP Group AURUM GOLD 700,0.0,ATX,gold,700,false,Unknown
XClio Goodpower 750W,0.0,ATX,bronze,750,Full,Unknown
Corsair TX750 V2,320.0,ATX,bronze,750,false,Unknown
XFX P1-650S-NLB9,0.0,ATX,bronze,650,false,Unknown
Cooler Master Silent Pro Platinum,0.0,ATX,platinum,1000,Semi,Unknown
Cooler Master Silent Pro Platinum,0.0,ATX,platinum,550,Semi,Unknown
Phanteks PH-P750GS,0.0,ATX,gold,750,false,Black
Enermax REVOLUTION DUO,0.0,ATX,gold,500,false,Unknown
Zalman TeraMax II,0.0,ATX,gold,1200,Full,Black
Rosewill Tachyon,0.0,ATX,platinum,750,Semi,Unknown
Rosewill G550,0.0,ATX,gold,550,Semi,Unknown
Enermax REVOLUTION SFX,0.0,SFX,gold,550,Full,Unknown
SeaSonic Platinum,0.0,ATX,platinum,760,Full,Unknown
FSP Group AURUM 92+,0.0,ATX,platinum,650,Semi,Unknown
LEPA MaxBron,0.0,ATX,bronze,700,Semi,Unknown
FSP Group Hydro PTM,0.0,ATX,platinum,650,Full,Black
FSP Group Hydro PTM,0.0,ATX,platinum,550,Full,Black
FSP Group Hydro PTM,0.0,ATX,platinum,750,Full,Black
Cougar CMX550V3,0.0,ATX,bronze,550,Semi,Unknown
Kuroutoshikou KRPW-L5-500W/80+,0.0,ATX,plus,500,false,Unknown
Cougar CMX850V3,0.0,ATX,bronze,850,Semi,Unknown
SeaSonic M12II,0.0,ATX,bronze,850,Full,Unknown
FSP Group PT1200FM,0.0,ATX,platinum,1200,Full,Unknown
SeaSonic SS-500ES Bronze,0.0,ATX,bronze,500,false,Unknown
Logisys PS480E12,0.0,ATX,Unknown,480,false,Unknown
Rosewill ARC M550,0.0,ATX,bronze,550,Semi,Unknown
Topower TOP-500WB,0.0,ATX,bronze,500,false,Unknown
Nfortec Sagitta RGB,0.0,ATX,gold,1050,Full,Black
Thermaltake Toughpower DPS G,0.0,ATX,gold,750,Full,Unknown
Fractal Design Newton R3,0.0,ATX,platinum,600,Semi,Unknown
BitFenix Fury,0.0,ATX,gold,750,Semi,Unknown
Fractal Design Tesla R2,0.0,ATX,gold,500,false,Unknown
Cougar CMX1200V3,0.0,ATX,bronze,1200,Semi,Unknown
PC Power & Cooling Fatal1ty Gaming,0.0,ATX,gold,750,Full,Black / Red
be quiet! Straight Power 10,0.0,ATX,gold,400,false,Unknown
Linkworld LPG12-35-p4,0.0,ATX,Unknown,550,false,Unknown
Sentey ERP-500-SM,0.0,ATX,Unknown,500,Full,Unknown
Cougar COUGAR-SX700,0.0,ATX,silver,700,false,Unknown
Thortech Thunderbolt,0.0,ATX,gold,850,Full,Unknown
StarTech ATX2PW550WH,0.0,ATX,plus,550,false,Unknown
Xion XON-700P12F,0.0,ATX,Unknown,700,false,Unknown
Apevia AD,0.0,ATX,Unknown,500,false,Black
Apevia Astro,0.0,ATX,Unknown,500,false,Black
Rosewill RD600-M,0.0,ATX,Unknown,600,Semi,Unknown
Kingwin STR-500,0.0,ATX,platinum,500,Semi,Unknown
SeaSonic PRIME Gold,0.0,ATX,gold,1200,Full,Unknown
SeaSonic Platinum,0.0,ATX,platinum,520,Full,Unknown
Cougar A,0.0,ATX,bronze,660,false,Black
Rosewill HIVE,0.0,ATX,bronze,550,Semi,Unknown
Kingwin ABT-650MM,0.0,ATX,Unknown,650,false,Unknown
Super Flower Leadex Gold,0.0,ATX,gold,750,Full,Unknown
Rosewill Tachyon 1200,0.0,ATX,platinum,1200,Full,Black
Antec VP-P,0.0,ATX,Unknown,450,false,Unknown
Solid Gear SDGR-650E,0.0,ATX,Unknown,650,false,Unknown
Thermaltake Toughpower DPS G,0.0,ATX,gold,1050,Full,Unknown
Ultra U12-42466,0.0,ATX,bronze,650,Semi,Unknown
Ultra U12-42467,0.0,ATX,bronze,750,Semi,Unknown
Thermalright AG-750,0.0,ATX,gold,750,Full,Black
Cougar CMD 500,0.0,ATX,bronze,500,Semi,Black / Blue
SeaSonic Platinum,134.69,ATX,bronze,600,false,Unknown
Super Flower LEADEX Special Edition,0.0,ATX,platinum,1000,Full,Black
Rosewill VALENS-500,0.0,ATX,gold,500,false,Unknown
YEYIAN Thunder,0.0,ATX,bronze,650,false,Black / Blue
YEYIAN Pegasus,0.0,ATX,gold,850,Full,Black
Corsair CX-430 V3,0.0,ATX,bronze,430,false,Unknown
HEC Orion,0.0,ATX,Unknown,585,false,Black
Enermax ENP650AWT B,0.0,ATX,bronze,650,false,Unknown
Enermax EPM1200EWT,0.0,ATX,platinum,1200,Full,Unknown
Thermaltake Litepower,0.0,ATX,Unknown,600,false,Unknown
SeaSonic PRIME AIRTOUCH,0.0,ATX,gold,850,Full,Black / Red
Ultra LSP,0.0,ATX,Unknown,450,false,Unknown
be quiet! TFX Power 2,0.0,TFX,bronze,300,false,Unknown
E-Power EP-1200P10-T2,0.0,ATX,plus,1200,Semi,Unknown
LEPA B550-SA,0.0,ATX,bronze,550,false,Unknown
Fractal Design Edison M,0.0,ATX,gold,650,Semi,Unknown
Cougar POWERX,0.0,ATX,bronze,700,false,Unknown
Apevia ATX-RP500W,0.0,ATX,Unknown,500,false,Unknown
Kuroutoshikou KRPW-BR550W/85+,0.0,ATX,bronze,550,false,Black
In Win Commander II,0.0,ATX,bronze,850,Full,Unknown
Thermaltake EVO_Blue,0.0,ATX,Unknown,650,Full,Unknown
Rosewill CMG1000G5,0.0,ATX,gold,1000,Full,Black
XFX P1-650X-CAG9,0.0,ATX,bronze,650,Full,Unknown
Rocketfish RF-900WPS,0.0,ATX,Unknown,900,Full,Unknown
VIVO 24K,0.0,ATX,gold,650,Full,Unknown
Rosewill RD-Z,0.0,ATX,plus,500,false,Black
Antec EDGE,0.0,ATX,gold,650,Full,Unknown
In Win Commander III,0.0,ATX,gold,800,Semi,Unknown
XFX ProSeries,0.0,ATX,gold,1250,Full,Unknown
Enermax TRIATHLOR,0.0,ATX,bronze,650,Semi,Unknown
Thermaltake EVO_Blue,0.0,ATX,gold,750,Semi,Unknown
Thermaltake EVO_Blue,0.0,ATX,gold,850,Semi,Unknown
SeaSonic M12II,0.0,ATX,bronze,380,false,Unknown
FSP Group PT1000FM,0.0,ATX,platinum,1000,Full,Unknown
LEPA G,0.0,ATX,gold,1600,Full,Unknown
LEPA B850-MA,0.0,ATX,bronze,850,Semi,Unknown
LEPA G,0.0,ATX,gold,650,Semi,Unknown
Cooler Master Elite,0.0,ATX,Unknown,460,false,Unknown
Cooler Master Elite,0.0,ATX,Unknown,400,false,Unknown
E-Power EP-500LS-1,0.0,ATX,Unknown,500,false,Unknown
NZXT HALE82N 550W,0.0,ATX,bronze,550,false,Unknown
NZXT HALE90 V2 850W,0.0,ATX,gold,850,Full,Unknown
NZXT HALE90 V2 1200W,0.0,ATX,gold,1200,Full,Unknown
NZXT HALE82,0.0,ATX,bronze,750,Semi,Unknown
NZXT HALE82,0.0,ATX,bronze,850,Semi,Unknown
Antec Basiq,0.0,ATX,plus,550,Semi,Unknown
Antec Earthwatts Green,0.0,ATX,plus,430,false,Unknown
Antec True Power,0.0,ATX,bronze,750,Full,Unknown
Apevia ATX-AS520W-BK,0.0,ATX,Unknown,520,false,Unknown
Apevia ATX-CB600W,0.0,ATX,Unknown,600,false,Unknown
Apevia ATX-TL450W,0.0,ATX,Unknown,450,false,Unknown
Apex AL-A400ATX,0.0,ATX,Unknown,400,false,Unknown
XFX ProSeries,0.0,ATX,gold,1050,Full,Unknown
HEC XPOWER780,0.0,ATX,Unknown,600,false,Unknown
HEC ZEPHY580MX,0.0,ATX,Unknown,580,false,Unknown
CoolMax CU-600B,0.0,ATX,Unknown,600,Semi,Unknown
VisionTek 900489,0.0,ATX,bronze,700,Semi,Unknown
VisionTek 900490,0.0,ATX,bronze,800,Semi,Unknown
CoolMax CUL-750B,0.0,ATX,Unknown,750,Semi,Unknown
VisionTek 900347,0.0,ATX,Unknown,650,false,Unknown
Azza Titan,0.0,ATX,bronze,1000,false,Unknown
Enermax EGX1250EWT,0.0,ATX,bronze,1250,Semi,Unknown
Enermax EMG800EWT,0.0,ATX,gold,800,Full,Unknown
Enermax EPG500AWT,0.0,ATX,gold,500,false,Unknown
Enermax EPG600AWT,0.0,ATX,gold,600,false,Unknown
Enermax ERV1020EWT,0.0,ATX,silver,1020,Full,Unknown
OCZ EliteXStream,0.0,ATX,plus,1000,false,Unknown
Sparkle R-SPI650ACAG,0.0,ATX,gold,650,false,Unknown
OCZ StealthXstream II,0.0,ATX,plus,500,false,Unknown
OCZ StealthXstream II,0.0,ATX,plus,700,false,Unknown
Rosewill Libertas,0.0,ATX,plus,650,Full,Unknown
FSP Group FSP300-60GHS(85),0.0,SFX,bronze,300,false,Unknown
Rosewill Lightning,0.0,ATX,gold,800,Semi,Unknown
Rosewill Stallion,0.0,ATX,Unknown,400,false,Unknown
Silverstone Strider,0.0,ATX,gold,1200,Full,Unknown
Rosewill Stallion,0.0,ATX,Unknown,450,false,Unknown
Rosewill RP600V2-S-SL,0.0,ATX,Unknown,600,false,Unknown
Rosewill RV2-500,0.0,ATX,Unknown,500,false,Unknown
Silverstone OP850,0.0,ATX,Unknown,850,false,Unknown
Rosewill SL-300TFX,0.0,TFX,Unknown,300,false,Unknown
Silverstone OP1000-E,0.0,ATX,Unknown,1000,false,Unknown
Silverstone OP1000-P,0.0,ATX,plus,1000,false,Unknown
XClio STABLEPOWER GOLD 1000W,0.0,ATX,gold,1000,Full,Unknown
Silverstone Strider,0.0,ATX,silver,1000,Full,Unknown
Silverstone Strider,0.0,ATX,gold,1000,Semi,Unknown
Sunbeam IC-PSU-US-2545-DW,0.0,ATX,Unknown,450,false,Unknown
Sunbeam PSU-HUSH580-US,0.0,ATX,Unknown,580,false,Unknown
Thermaltake Toughpower,0.0,ATX,silver,1350,Semi,Unknown
Thermaltake TR2,0.0,ATX,plus,1000,Semi,Unknown
Thermaltake Toughpower,0.0,ATX,bronze,1000,Full,Unknown
XFX Black Edition,0.0,ATX,silver,850,Full,Unknown
Thermaltake TR2,0.0,ATX,gold,450,false,Unknown
Antec EarthWatts Platinum,0.0,ATX,platinum,550,false,Unknown
SeaSonic SSP-650RT,0.0,ATX,gold,650,false,Unknown
Xion AXP-850K14XE,0.0,ATX,bronze,850,Semi,Unknown
Xion AXP-1000K14XE,0.0,ATX,bronze,1000,Semi,Unknown
Enermax ERV1000EWT-G,0.0,ATX,gold,1000,Semi,Unknown
Topower ZU-650W,0.0,ATX,Unknown,650,false,Unknown
GameMax GM,0.0,ATX,gold,1350,false,Black
SeaSonic X,0.0,ATX,platinum,460,Full,Unknown
Thermaltake Toughpower,0.0,ATX,plus,1000,false,Unknown
Sparkle ATX-450PN,0.0,ATX,Unknown,450,false,Unknown
Cougar RSB400,0.0,ATX,plus,400,false,Unknown
LEPA B650-SA,0.0,ATX,bronze,650,false,Unknown
Topower ZU-950,0.0,ATX,Unknown,950,false,Unknown
be quiet! Dark Power Pro 10,0.0,ATX,gold,1200,Semi,Unknown
be quiet! Dark Power Pro 10,0.0,ATX,gold,550,Semi,Unknown
Sparkle FSP400-60GHS,0.0,SFX,bronze,400,false,Unknown
Topower TOP-600WB,0.0,ATX,bronze,600,false,Unknown
Topower TOP-400W801,0.0,ATX,plus,400,false,Unknown
Enermax Platimax,0.0,ATX,platinum,500,Semi,Unknown
Super Flower Leadex V Pro,0.0,ATX,platinum,1000,Full,Black
CoolMax ZU-800B,0.0,ATX,bronze,800,Semi,Unknown
CoolMax ZU-900B,0.0,ATX,bronze,900,Semi,Unknown
Cooler Master MasterWatt TUF Gaming Alliance,0.0,ATX,bronze,550,Semi,Black / Gray
Kingwin ABT-610MM,0.0,ATX,Unknown,610,false,Unknown
Logisys AT750BK,0.0,ATX,bronze,750,false,Unknown
Zalman LE,0.0,ATX,Unknown,400,false,Unknown
XFX TS,0.0,ATX,bronze,430,false,Unknown
Raidmax Cobra,0.0,ATX,gold,600,Semi,Unknown
Rosewill Capstone,0.0,ATX,gold,450,Semi,Unknown
Gigabyte Odin GT 800,0.0,ATX,plus,800,Semi,Black
PC Power & Cooling S75CF,0.0,ATX,plus,750,false,Unknown
Enermax ETL650AWT-M,0.0,ATX,bronze,650,Semi,Unknown
Super Flower LEADEX VII XG,0.0,ATX,gold,750,Full,Black
Super Flower Leadex V Pro,0.0,ATX,gold,850,Full,White
Silverstone Strider,0.0,ATX,gold,1000,Full,Unknown
Silverstone Strider,0.0,ATX,gold,1200,Full,Unknown
Enermax REVOLUTION X't II,0.0,ATX,gold,550,Semi,Unknown
Rosewill RV2-600,0.0,ATX,Unknown,600,false,Unknown
GAMDIAS ASTRAPE E1,0.0,ATX,plus,550,false,Black / Multicolor
Silverstone Strider,0.0,ATX,gold,750,Full,Unknown
Cougar DX500,0.0,ATX,plus,500,false,Unknown
Cougar DX600,0.0,ATX,plus,600,false,Unknown
Silverstone Strider,0.0,ATX,bronze,600,false,Unknown
Thermalright TB-850,0.0,ATX,bronze,850,Full,Black
FSP Group HEXA 85+ PRO,0.0,ATX,bronze,850,false,Black
Diablotek PHD650,0.0,ATX,Unknown,650,false,Unknown
Athena Power AP-P4ATX95FEPC,0.0,ATX,plus,950,false,Unknown
Athena Power AP-MPS3ATX30H,0.0,ATX,Unknown,300,false,Unknown
Athena Power AP-P4ATX85FEP,0.0,ATX,Unknown,850,false,Unknown
Diablotek PSDA350,0.0,ATX,Unknown,350,false,Unknown
Cougar GX-S,0.0,ATX,gold,650,false,Unknown
Athena Power AP-MFATX25,0.0,Mini ITX,plus,250,false,Unknown
Diablotek PSDA600,0.0,ATX,Unknown,600,false,Unknown
Rosewill Fortress,0.0,ATX,platinum,450,false,Unknown
Cooler Master MPW-5502-ACABW 230V,0.0,ATX,plus,550,false,Unknown
Cooler Master Silent Pro M2,0.0,ATX,silver,1500,Semi,Unknown
Deepcool PN550D WH,0.0,ATX,gold,550,Full,White
Xion XON-1250P14HE,0.0,ATX,Unknown,1250,false,Unknown
Silverstone Strider,0.0,ATX,bronze,700,false,Unknown
XClio STABLEPOWER 850W,0.0,ATX,Unknown,850,false,Unknown
StarTech ATXPW500PRO2,0.0,ATX,Unknown,500,false,Unknown
XClio DIAMONDPOWER 880W,0.0,ATX,Unknown,880,false,Unknown
Enermax DIGIFANLESS,0.0,ATX,platinum,550,Full,Unknown
StarTech ATX2PW450PRO,0.0,ATX,Unknown,450,false,Unknown
StarTech ATXPW350DELL,0.0,ATX,Unknown,350,false,Unknown
StarTech ATX2PW430PRO,0.0,ATX,bronze,430,false,Unknown
XClio GOODPOWER 500W,0.0,ATX,Unknown,500,false,Unknown
Thermaltake Rome,0.0,ATX,gold,750,Semi,Black
Thermaltake Toughpower GF A3 - TT Premium Edition,0.0,ATX,gold,650,Full,Black
NZXT HALE 90,0.0,ATX,gold,750,Full,Unknown
RIOTORO ENIGMA G2,0.0,ATX,gold,750,Full,Black / Yellow
SeaSonic SS-1250XM2,0.0,ATX,gold,1250,Full,Unknown
Zalman 1000-HP Plus,0.0,ATX,silver,1000,Full,Unknown
Rosewill Fortress,0.0,ATX,platinum,650,false,Unknown
KOLINK Continuum,0.0,ATX,platinum,1050,Full,Black
KOLINK Continuum V2,0.0,ATX,platinum,1200,Full,Black
KOLINK Core,0.0,ATX,plus,1000,false,Black
XFX P1-750X-XXB9,0.0,ATX,bronze,750,Semi,Unknown
Kingwin Lazer,0.0,ATX,plus,750,Full,Unknown
Kingwin Mach 1,0.0,ATX,bronze,1220,Full,Unknown
Kingwin Lazer Gold,0.0,ATX,gold,850,Full,Unknown
Corsair TX650 V2,0.0,ATX,bronze,650,false,Unknown
XClio STABLEPOWER 1000W,0.0,ATX,Unknown,1000,false,Unknown
SHARKOON SilentStorm Icewind,0.0,ATX,bronze,550,Semi,White / Black
Antec VP,0.0,ATX,plus,630,false,Unknown
SeaSonic SS-350TGM Retail,0.0,TFX,gold,350,Full,Unknown
NZXT HALE82N 550W,0.0,ATX,bronze,550,false,Unknown
Thermaltake Toughpower GF A3 - TT Premium Edition,0.0,ATX,gold,750,Full,Black
FSP Group FSP300-60GHT,0.0,TFX,plus,300,false,Unknown
OCZ ZX,0.0,ATX,gold,1000,Full,Unknown
Lian Li PE,0.0,SFX,gold,550,Full,Unknown
Silverstone Strider,0.0,ATX,gold,1200,Full,Unknown
Enermax Platimax D.F.,0.0,ATX,platinum,850,Full,Unknown
Cougar GX V3,0.0,ATX,gold,800,Semi,Black / Gold
Antec High Current Gamer,0.0,ATX,bronze,400,false,Unknown
XFX P1850SNLB9,0.0,ATX,bronze,850,false,Unknown
Enermax ENP550AWT,0.0,ATX,Unknown,550,false,Unknown
Raidmax Thunder RGB,0.0,ATX,bronze,535,Semi,Black
SeaSonic X,0.0,ATX,gold,760,Full,Unknown
Raidmax Cobra,0.0,ATX,gold,500,false,Unknown
XFX P1-450S-XXB9,0.0,ATX,bronze,450,false,Unknown
be quiet! Power Zone,0.0,ATX,bronze,650,Full,Unknown
FSP Group VITA-1000GM,0.0,ATX,gold,1000,Full,White
RIOTORO ONYX 750,0.0,ATX,bronze,750,Semi,Unknown
be quiet! Power Zone,0.0,ATX,bronze,750,Full,Unknown
BitFenix BFG GOLD,0.0,ATX,gold,650,Full,Black
BitFenix BFG GOLD ATX3.0,0.0,ATX,gold,1200,Full,Black
Corsair G600,0.0,ATX,plus,600,false,Unknown
Rosewill CMG1000,0.0,ATX,gold,1000,Full,Black
XClio Goodpower 650W,0.0,ATX,bronze,650,Full,Unknown
BFG BFGR650WGSPSU,0.0,ATX,Unknown,650,false,Unknown
XFX P1-550S-XXB9,0.0,ATX,bronze,550,false,Unknown
Anima APII500,0.0,ATX,Unknown,500,false,Black / Green
Sparkle R-SPI600GHN,0.0,ATX,plus,600,false,Unknown
Rosewill PHOTON 1350,0.0,ATX,gold,1350,Full,Black
Sparkle ATX-300PN-B204,0.0,ATX,Unknown,300,false,Unknown
Enermax REVOLUTION DUO,0.0,ATX,gold,600,false,Unknown
Zalman TeraMax II,0.0,ATX,gold,1200,Full,White
Cooler Master Hyper White,0.0,ATX,plus,400,false,Black
Rosewill Tachyon,0.0,ATX,platinum,550,Semi,Unknown
Rosewill Tachyon,0.0,ATX,platinum,1000,Semi,Unknown
Rosewill Capstone G750,0.0,ATX,gold,750,Semi,Unknown
FSP Group AURUM 92+,0.0,ATX,platinum,550,Semi,Unknown
OCZ Fatal1ty,0.0,ATX,bronze,750,Full,Unknown
LEPA MaxBron,0.0,ATX,bronze,450,Semi,Unknown
LEPA MX-F1,0.0,ATX,Unknown,350,false,Unknown
LEPA MaxGold,0.0,ATX,gold,700,Semi,Unknown
Kingwin ABT-750MM,0.0,ATX,Unknown,750,false,Unknown
Cougar CMD 600,0.0,ATX,bronze,600,Semi,Black / Blue
CoolMax ZPG-1000B,0.0,ATX,gold,1000,Semi,Unknown
In Win Commander II,0.0,ATX,bronze,750,Full,Unknown
FSP Group Hydro PTM X PRO,0.0,ATX,platinum,850,Full,Black
LC-Power LC1000 V2.4,0.0,ATX,platinum,1000,Full,Black
LC-Power LC1200 V2.4,0.0,ATX,platinum,1200,Full,Black
Logisys PS480D-BK,0.0,ATX,Unknown,480,false,Unknown
Logisys PS575XBK,0.0,ATX,Unknown,575,false,Unknown
Antec High Current Pro,0.0,ATX,gold,850,Semi,Unknown
Thermaltake Toughpower DPS G,0.0,ATX,gold,1050,Full,Unknown
Topower TOP-1000WG,0.0,ATX,gold,1000,false,Unknown
In Win Glacier,0.0,ATX,gold,900,Semi,Unknown
Fractal Design Tesla R2,0.0,ATX,gold,650,false,Unknown
Fractal Design Integra R2,0.0,ATX,bronze,650,false,Unknown
BitFenix Fury,0.0,ATX,gold,550,Semi,Unknown
Inter-Tech Coba Nitrox Nobility,0.0,ATX,silver,800,Semi,Black / Orange
Inter-Tech Coba Nitrox Nobility,0.0,ATX,silver,900,Semi,Black / Orange
Thermaltake Toughpower DPS G,0.0,ATX,gold,850,Full,Unknown
Cyonic AU-650X,0.0,ATX,gold,650,Full,Unknown
Cyonic AU-450X,0.0,ATX,gold,450,Full,Unknown
Sentey SDP850-SS,0.0,ATX,plus,850,false,Unknown
Sentey GSP1000-SM,0.0,ATX,gold,1000,Full,Unknown
Sentey ERP-600-SS,0.0,ATX,Unknown,600,false,Unknown
Antec NeoECO Platinum,0.0,ATX,platinum,650,Full,Black
Azza PSAZ-1000A14,0.0,ATX,bronze,1000,false,Unknown
Cougar COUGAR-A760,0.0,ATX,bronze,760,false,Unknown
Thortech Thunderbolt,0.0,ATX,gold,1000,Full,Unknown
Enermax RevoBron,0.0,ATX,bronze,500,Semi,Black
Sparkle SPI300GLS-B204,0.0,SFX,Unknown,300,false,Unknown
Cougar COUGAR-PX700,0.0,ATX,bronze,700,false,Unknown
Xion XON-850P14F,0.0,ATX,Unknown,850,false,Unknown
Xion XON-1000P14F,0.0,ATX,Unknown,1000,false,Unknown
Apevia Astro,0.0,ATX,Unknown,450,false,Black
Diablotek PSUL575,0.0,ATX,Unknown,575,false,Unknown
XFX ProSeries,0.0,ATX,bronze,450,false,Unknown
Ultra X4 Special Edition,0.0,ATX,bronze,850,Full,Unknown
Super Flower Golden Green HX,0.0,ATX,gold,450,false,Unknown
Super Flower Leadex Gold,0.0,ATX,gold,1000,Full,Unknown
Super Flower Leadex Gold,0.0,ATX,gold,650,Full,Unknown
Thermaltake Toughpower,0.0,ATX,silver,1000,Semi,Unknown
Super Flower SF-1000F14MP White,0.0,ATX,platinum,1000,Full,Unknown
Thermaltake Toughpower DPS G,0.0,ATX,gold,850,Full,Unknown
be quiet! TFX Power 3 300,0.0,TFX,bronze,300,false,Black
SeaSonic SS-300TGW,0.0,TFX,gold,300,false,Unknown
FSP Group FSP300-60GHS-R,0.0,SFX,plus,300,false,Unknown
Cooler Master V550S,0.0,ATX,gold,550,Semi,Unknown
YEYIAN Thunder,0.0,ATX,plus,500,false,Black
Raidmax Vampire,0.0,ATX,gold,1000,Semi,Unknown
Corsair CX-600 V3,0.0,ATX,bronze,600,false,Unknown
Sparkle R-SPI700GHN,0.0,ATX,plus,700,false,Unknown
Enermax ENP550AWT B,0.0,ATX,bronze,550,false,Unknown
Enermax EPM850EWT,0.0,ATX,platinum,850,Semi,Unknown
Topower TOP-1000P12-ADJ,0.0,ATX,Unknown,1000,Semi,Unknown
Antec High Current Pro,0.0,ATX,platinum,750,Full,Unknown
Rosewill CAPSTONE-1000-M,0.0,ATX,gold,1000,Semi,Unknown
LEPA MaxPlatinum,0.0,ATX,platinum,1050,Semi,Black
Enermax REVOLUTION X't,0.0,ATX,gold,530,Semi,Unknown
Kingwin Lazer Platinum,0.0,ATX,platinum,750,Semi,Unknown
Kingwin KX-1000,0.0,ATX,bronze,1000,Semi,Unknown
Kingwin Lazer Gold,0.0,ATX,gold,1300,Semi,Unknown
Montech CENTURY MINI,0.0,SFX,gold,650,Full,Black
FirePower ZX,0.0,ATX,gold,850,Full,Unknown
FirePower ZT,0.0,ATX,bronze,550,Full,Unknown
Rosewill Glacier 1200M,0.0,ATX,bronze,1200,Semi,Unknown
Thortech Thunderbolt PLUS,0.0,ATX,gold,1000,Full,Unknown
Zalman ZM460B-APS,0.0,ATX,Unknown,460,false,Unknown
In Win Commander III,0.0,ATX,gold,700,Semi,Unknown
FSP Group AURUM CM GOLD 650,0.0,ATX,gold,650,Semi,Unknown
TUNIQ PSU-POT750-BK,0.0,ATX,bronze,750,false,Unknown
Zalman ZM600-HP,0.0,ATX,Unknown,600,Full,Unknown
Rosewill Capstone,0.0,ATX,gold,550,false,Unknown
Zalman 1250 Platinum,0.0,ATX,platinum,1250,Semi,Unknown
Thermaltake EVO_Blue,0.0,ATX,gold,650,Semi,Unknown
NZXT HALE90 V2,0.0,ATX,gold,1200,Full,Unknown
Rosewill Libertas,0.0,ATX,bronze,800,Full,Unknown
CoolMax ZP-750B,0.0,ATX,bronze,750,Semi,Unknown
NZXT HALE82N 650W,0.0,ATX,bronze,650,false,Unknown
NZXT HALE82N 750W,0.0,ATX,bronze,750,false,Unknown
Enermax RevoBron TGA,0.0,ATX,bronze,500,Semi,Black
Antec Basiq,0.0,ATX,plus,430,false,Unknown
Antec Signature,0.0,ATX,bronze,850,Full,Unknown
Apevia ATX-AS500W-BL,0.0,ATX,Unknown,500,false,Unknown
Thermaltake Toughpower DPS G,0.0,ATX,platinum,1050,Full,Unknown
Thermaltake Toughpower DPS G,0.0,ATX,platinum,1050,Full,Unknown
Apevia ATX-AS500W-GN,0.0,ATX,Unknown,500,false,Unknown
Apevia ATX-AS600W-BL,0.0,ATX,Unknown,600,false,Unknown
Apevia ATX-AS680W-BL,0.0,ATX,Unknown,680,false,Unknown
Apevia ATX-CW500WP4,0.0,ATX,Unknown,500,false,Unknown
Apevia ATX-IB680W-BL,0.0,ATX,Unknown,680,false,Unknown
In Win GreenMe 550,0.0,ATX,bronze,550,false,Unknown
Apevia ATX-TL450W-BK,0.0,ATX,Unknown,450,false,Unknown
Apex AL-A350ATX,0.0,ATX,Unknown,350,false,Unknown
HEC HP485D Retail,0.0,ATX,Unknown,485,false,Unknown
HEC HP585D,0.0,ATX,Unknown,585,false,Unknown
HEC X-Power Pro 650,0.0,ATX,Unknown,650,false,Unknown
HEC XPOWER585 OEM,0.0,ATX,Unknown,585,false,Unknown
HEC XPOWER585 RETAIL,0.0,ATX,Unknown,585,false,Unknown
HEC ZEPHYR650,0.0,ATX,Unknown,650,false,Unknown
HEC Zephyr MX-750,0.0,ATX,bronze,750,false,Unknown
Topower ZU-500W,0.0,ATX,Unknown,500,false,Unknown
CoolMax CA-300,0.0,ATX,Unknown,300,false,Unknown
CoolMax CA-350,0.0,ATX,Unknown,350,false,Unknown
CoolMax CA-400,0.0,ATX,Unknown,400,false,Unknown
CoolMax CA-450,0.0,ATX,Unknown,450,false,Unknown
CoolMax CT-450 (silver),0.0,ATX,Unknown,450,false,Unknown
CoolMax VL-600B,0.0,ATX,Unknown,600,false,Unknown
CoolMax MP-550B,0.0,ATX,plus,550,false,Unknown
CoolMax ZP-1000B,0.0,ATX,bronze,1000,Semi,Unknown
CoolMax CUL-650B,0.0,ATX,Unknown,650,Semi,Unknown
VisionTek 900349,0.0,ATX,bronze,800,false,Unknown
VisionTek 900488,0.0,ATX,Unknown,550,Full,Unknown
CoolMax CUL-850B,0.0,ATX,Unknown,850,Semi,Unknown
CoolMax CUQ-1350B,0.0,ATX,plus,1350,false,Unknown
CoolMax CX-400B,0.0,ATX,Unknown,400,false,Unknown
