name,price,type,efficiency,wattage,modular,color
SilentiumPC Supremo FM2,0.0,ATX,gold,650,Full,Black
Silverstone Essential,119.99,ATX,gold,650,false,Black
Cooler Master MWE Gold 650,0.0,ATX,gold,650,false,Black
Cooler Master MWE 450,0.0,ATX,plus,450,false,Black
Thermalright TG,0.0,ATX,gold,1000,Full,White
Apevia Prestige,0.0,ATX,gold,1000,false,Black
SeaSonic CORE GC-500,0.0,ATX,gold,500,false,Black / Yellow
Deepcool DQ750ST,0.0,ATX,gold,750,false,Unknown
Enermax Revolution D.F.,0.0,ATX,gold,650,Full,Black
Cooler Master MWE White V2 230V,0.0,ATX,plus,450,false,Black
Cooler Master MasterWatt 750 TUF Gaming Edition,0.0,ATX,bronze,750,Semi,Black / Gray
Silverstone Strider,0.0,ATX,plus,700,false,Unknown
Montech TITAN GOLD 750W,0.0,ATX,gold,750,Full,Black
Fractal Design Integra R2,0.0,ATX,bronze,500,false,Unknown
ABS Majesty,0.0,ATX,gold,1100,Full,Unknown
Cooler Master MWE Gold V2 ATX3.0,0.0,ATX,gold,1050,Full,White
ADATA XPG CYBERCORE,189.99,ATX,platinum,1000,Full,Black / Silver
YEYIAN Raiden RGB,69.98,ATX,bronze,650,false,Black
Thermalright TB650S,0.0,ATX,bronze,650,false,Black
Phanteks Revolt Pro,380.0,ATX,gold,850,Full,Silver / Black
Corsair HX750,0.0,ATX,gold,750,Semi,Unknown
Thermaltake TR2 S,0.0,ATX,plus,650,false,Unknown
Enermax Revolution D.F.,0.0,ATX,gold,850,Full,Black / Silver
Cougar POLAR X2,0.0,ATX,platinum,1200,Full,White / Gray
SeaSonic Platinum,0.0,ATX,platinum,660,Full,Unknown
OCZ ModXStream Pro,0.0,ATX,plus,700,Semi,Unknown
Zalman ZM500-RS,0.0,ATX,plus,500,false,Unknown
SeaSonic FOCUS SGX,0.0,SFX,gold,450,Full,Black
FSP Group AU-400FL,0.0,ATX,gold,400,Semi,Unknown
Cooler Master Elite,0.0,ATX,Unknown,460,false,Unknown
Xigmatek Vector,0.0,ATX,gold,750,Semi,Unknown
Silverstone Strider,0.0,ATX,gold,650,Full,Unknown
Azza PSAZ-650B14,0.0,ATX,Unknown,650,false,Unknown
Super Flower Leadex V Pro,174.99,ATX,gold,1000,Full,White
Super Flower Leadex VI Platinum PRO,179.99,ATX,platinum,850,Full,Black / Blue
Rosewill SMG650,0.0,ATX,gold,650,Full,Black
Chieftec Polaris,0.0,ATX,gold,850,Full,Black
Deepcool PL550D,0.0,ATX,bronze,550,false,Black
Silverstone ST85F-GS-V2,128.46,ATX,gold,850,Full,Unknown
SeaSonic PRIME PX,0.0,ATX,platinum,1600,Full,Black / Silver
LC-Power LC6 V2.31,0.0,ATX,gold,650,Full,Black / Gray
Thermaltake Toughpower Grand RGB 850 SE,0.0,ATX,gold,850,Full,Black
SeaSonic SSP-300ST,0.0,ATX,bronze,300,false,Unknown
Antec NeoECO Gold,0.0,ATX,gold,650,Full,Unknown
Xigmatek ACXTNRP-PC502,0.0,ATX,bronze,500,false,Unknown
SHARKOON SilentStorm Icewind Black,0.0,ATX,bronze,550,Semi,Black
SeaSonic FOCUS Gold,0.0,ATX,gold,450,Semi,Unknown
SeaSonic G,0.0,ATX,gold,650,Semi,Unknown
EVGA 750 B3,0.0,ATX,bronze,850,Full,Unknown
MSI MAG A650BNL,0.0,ATX,bronze,650,false,Black
Deepcool DQ750-M-V2L,0.0,ATX,gold,750,Full,White / Black
FSP Group Dagger Pro,0.0,SFX,gold,550,Full,Black
Antec Earthwatts Green,108.11,ATX,plus,500,false,Unknown
Cougar GEX X2,0.0,ATX,gold,1000,Full,Black
be quiet! Pure Power 10 CM,0.0,ATX,silver,400,Semi,Unknown
Corsair Vengeance 550M,0.0,ATX,bronze,550,Semi,Unknown
Super Flower Legion GX Pro,0.0,ATX,gold,750,Semi,Black
Corsair AX1500i 240V,0.0,ATX,titanium,1500,Full,Unknown
Apex AG-M,0.0,ATX,gold,850,Full,Black
FSP Group Hyper M,0.0,ATX,plus,700,Semi,Black
Antec NeoECO Gold ZEN,0.0,ATX,gold,500,false,Black / Gold
PC Power & Cooling Silencer Mk II,0.0,ATX,silver,950,false,Unknown
Thermaltake TR2,0.0,ATX,Unknown,700,false,Unknown
Silverstone Strider Plus,0.0,ATX,bronze,500,Full,Unknown
EVGA 750 B3,0.0,ATX,bronze,750,Full,Unknown
be quiet! Pure Power L8,0.0,ATX,bronze,630,Semi,Black / Orange
be quiet! Straight Power 10 CM,0.0,ATX,gold,800,Semi,Unknown
Fractal Design Ion+ 760P,0.0,ATX,platinum,760,Full,Black
FSP Group HYPER S,0.0,ATX,plus,500,false,Black
Fractal Design Anode Bronze,131.87,ATX,bronze,750,Semi,Black
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,Unknown
Xilence Performance A+ III,0.0,ATX,bronze,450,false,Black / Red
be quiet! Straight Power 11,0.0,ATX,platinum,650,Full,Black
be quiet! Straight Power 11,0.0,ATX,platinum,550,Full,Black
Chieftec Polaris,0.0,ATX,gold,1050,Full,Black
GameMax GT,0.0,TFX,bronze,300,false,Silver
FSP Group Hydro G Pro,0.0,ATX,gold,650,Full,Black
In Win P75,129.94,ATX,gold,750,Full,Black
SeaSonic PRIME SNOWSILENT,0.0,ATX,platinum,650,Full,White
SeaSonic PRIME Ultra Gold 1000,0.0,ATX,gold,1000,Full,Black
Silverstone SFX,0.0,SFX,bronze,450,false,Unknown
Thermaltake Toughpower iRGB PLUS 1000 Platinum,0.0,ATX,platinum,1000,Full,Black
be quiet! System Power 8,0.0,ATX,plus,600,false,Unknown
Enermax MAXPRO,0.0,ATX,plus,500,false,Unknown
GameMax GM,0.0,ATX,gold,2000,false,Black
FSP Group FSP300-57FCB,0.0,Flex ATX,gold,300,Full,Black
HEC HEC200SA-2FX,0.0,Mini ITX,Unknown,200,false,Unknown
FSP Group FSP500-50FGGBN,0.0,Flex ATX,gold,500,false,Unknown
XFX TS,0.0,ATX,bronze,550,false,Unknown
Antec Earthwatts,0.0,ATX,bronze,650,false,Unknown
SilentiumPC Supremo FM2,0.0,ATX,gold,750,Full,Black
Thermaltake Toughpower GF2 ARGB,0.0,ATX,gold,850,Full,Black
Thermaltake Smart BX1 RGB 550,0.0,ATX,bronze,550,false,Black
be quiet! Power Zone 650W,0.0,ATX,bronze,650,Full,Unknown
be quiet! Power Zone 750W,0.0,ATX,bronze,750,Full,Unknown
Deepcool DA600N,0.0,ATX,bronze,600,false,Black
Rosewill PHOTON-750,0.0,ATX,gold,750,Full,Unknown
FSP Group FSP450-60GHS(85)-R,0.0,SFX,bronze,450,false,Unknown
Cooler Master MWE Gold V2 ATX3.0,0.0,ATX,gold,750,Full,White
Thermaltake Toughpower GF1 ARGB,0.0,ATX,gold,750,Full,Unknown
Thermaltake Toughpower GF1 - TT Premium,201.99,ATX,gold,1200,Full,Black
GAMDIAS KRATOS E1,0.0,ATX,plus,500,false,Black
Corsair TX650,0.0,ATX,bronze,650,false,Unknown
Thermaltake Smart,0.0,ATX,plus,430,false,Unknown
Cooler Master GX,0.0,ATX,bronze,750,false,Unknown
Deepcool PK800D,0.0,ATX,bronze,800,false,Black
Cougar LX500,0.0,ATX,bronze,500,Full,Black
Cooler Master MWE White V2 230V,0.0,ATX,plus,550,false,Black
XFX XT,0.0,ATX,bronze,500,false,Unknown
be quiet! Pure Power 11 FM 1000,0.0,ATX,gold,1000,Full,Black
SilentiumPC Elementum E2 230V,0.0,ATX,plus,550,false,Black
Super Flower Leadex III Super Pro,0.0,ATX,bronze,650,Full,Black
Cooler Master MasterWatt Lite 600W Full Range,0.0,ATX,plus,600,false,Unknown
Silverstone Strider Titanium,0.0,ATX,titanium,800,Full,Unknown
Phanteks AMP,0.0,ATX,gold,1000,Full,Black
SeaSonic PRIME Titanium,0.0,ATX,titanium,750,Full,Unknown
Thermaltake Toughpower GF1 - TT Premium,0.0,ATX,gold,1000,Full,Black
Aerocool XPredator GM,0.0,ATX,gold,1000,Semi,Black
SeaSonic PRIME Platinum,0.0,ATX,platinum,850,Full,Unknown
Silverstone TX300,82.22,TFX,bronze,300,false,Black
Sparkle ATX-350PN-B204,57.99,ATX,Unknown,350,false,Unknown
Cougar GX-S,0.0,ATX,gold,550,false,Unknown
Antec True Power,0.0,ATX,gold,750,false,Unknown
EVGA 510 BP,0.0,ATX,bronze,510,false,Black
SeaSonic M12II,0.0,ATX,bronze,430,false,Unknown
Montech GAMMA II,0.0,ATX,gold,550,false,Black
Cooler Master 400W MasterWatt Lite 230V,0.0,ATX,plus,400,false,Unknown
Xigmatek Vector,0.0,ATX,gold,650,Semi,Unknown
Corsair VS600,0.0,ATX,plus,600,false,Unknown
Antec NeoECO Gold ZEN,0.0,ATX,gold,700,false,Black / Gold
Cooler Master GX,0.0,ATX,plus,650,false,Unknown
Thermaltake Toughpower iRGB PLUS TT Premium Edition,0.0,ATX,titanium,1250,Full,Black
SilentiumPC Supremo L2 V2,0.0,ATX,gold,550,false,Black
be quiet! System Power 10 U,0.0,ATX,bronze,650,false,Black
In Win A65,0.0,ATX,plus,650,false,Black
Thermaltake German,0.0,ATX,plus,630,false,Unknown
Xilence XP430R8,0.0,ATX,bronze,430,false,Black / Red
Sentey SDP650-SS,0.0,ATX,plus,650,false,Unknown
FSP Group HYPER S,0.0,ATX,plus,600,false,Black
Super Flower Legion GX Pro,0.0,ATX,gold,550,Semi,Black
RAIJINTEK CRATOS,94.9,ATX,gold,850,Full,Black
LC-Power LC V2.31,0.0,TFX,Unknown,400,false,Black
EVGA SuperNOVA 750 PQ,218.49,ATX,platinum,750,Semi,Black
Rosewill VALENS-600,140.0,ATX,gold,600,false,Unknown
SeaSonic SSP-300TBS,73.09,TFX,bronze,300,false,Silver
In Win P85,159.65,ATX,gold,850,Full,Black
Thermaltake Toughpower Grand RGB 650 SE,0.0,ATX,gold,650,Full,Black
SeaSonic 750FX WHITE,0.0,ATX,gold,750,Full,White
In Win P65,121.35,ATX,gold,650,Full,Black
Cooler Master GX III GOLD,0.0,ATX,gold,1050,Full,Black / Purple
Cooler Master V550,0.0,ATX,gold,550,Full,Unknown
Thermaltake Smart,0.0,ATX,plus,730,false,Unknown
Rosewill RBR1000-M,0.0,ATX,bronze,1000,Semi,Unknown
Zalman ZM600-ST,0.0,ATX,plus,600,false,Unknown
be quiet! System Power U9,0.0,ATX,bronze,600,false,Black
be quiet! System Power 8,0.0,ATX,plus,500,false,Unknown
FSP Group Hydro G,0.0,ATX,gold,750,Full,Unknown
Cooler Master 500W MasterWatt Lite 230V,0.0,ATX,plus,500,false,Unknown
Xigmatek NRP-PC702,0.0,ATX,bronze,700,false,Unknown
be quiet! Dark Power Pro 11,0.0,ATX,platinum,1000,Semi,Unknown
KOLINK Core,0.0,ATX,plus,300,false,Black
EVGA SuperNOVA 1000 G1,0.0,ATX,gold,1000,Full,Unknown
be quiet! Pure Power L8,0.0,ATX,bronze,500,false,Unknown
Corsair CS850M,0.0,ATX,gold,850,Semi,Unknown
Xilence XP700R6,0.0,ATX,Unknown,700,false,Black / Red
Silverstone NJ700,0.0,ATX,titanium,700,Full,Silver
Enermax Platimax D.F.,150.99,ATX,platinum,1050,Full,Black
In Win P130II,232.75,ATX,platinum,1300,Full,Black
FSP Group Hydro M Pro ATX3.0(PCIe5.0),0.0,ATX,bronze,700,Semi,Black
Enermax Revolution D.F. X,249.99,ATX,gold,1350,Full,Black
PC Power & Cooling Silencer,196.42,ATX,platinum,1050,Full,Unknown
Enermax MarbleBron RGB,0.0,ATX,bronze,850,Semi,Black
LC-Power LC6 V2.31,0.0,ATX,gold,850,Full,Black / Gray
FSP Group Hydro PTM PRO,0.0,ATX,platinum,1200,Full,Black
Thermalright AG-650,0.0,ATX,gold,650,Full,White
Cooler Master X Silent Edge Platinum 230V,0.0,ATX,platinum,1100,Full,Black
Thermaltake Toughpower iRGB PLUS 750,210.65,ATX,gold,750,Full,Black
Corsair Vengeance 400,0.0,ATX,bronze,400,false,Unknown
Cooler Master Silent Pro Gold,0.0,ATX,gold,1200,Semi,Unknown
Sentey XPP725-PS,0.0,ATX,Unknown,725,Semi,Unknown
Athena Power APOLLO 600,0.0,SFX,bronze,600,false,Unknown
Thermaltake Smart,0.0,ATX,bronze,650,Semi,Unknown
Segotep CP-PSU-ST-P750F,0.0,ATX,gold,750,Full,Black
Phanteks AMP,0.0,ATX,gold,850,Full,Black
Thermaltake Hamburg,0.0,ATX,plus,530,false,Black
EVGA 650 GD,0.0,ATX,gold,650,false,Black
Silverstone Essential,88.98,ATX,gold,550,Semi,Black
EVGA 710 BP,0.0,ATX,bronze,710,false,Black
SeaSonic S12II,0.0,ATX,bronze,750,Full,Unknown
Silverstone Strider,0.0,ATX,silver,600,Full,Unknown
Inter-Tech Coba Nitrox Nobility,0.0,ATX,silver,700,Semi,Black / Orange
Cooler Master MWE Bronze,0.0,ATX,bronze,450,false,Black
FSP Group SFX Pro,0.0,SFX,bronze,450,false,Black
GameMax GX Pro Rampage,0.0,ATX,platinum,1250,Full,Black
Super Flower Leadex V Platinum Pro,189.99,ATX,platinum,1000,Full,White
SHARKOON SilentStorm,91.83,SFX,bronze,450,false,Black
Thermalright TP,0.0,ATX,platinum,850,Full,White
Athena Power AP-MFATX40P8,118.02,Flex ATX,bronze,400,false,Unknown
Cooler Master MWE Gold V2 ATX3.0,0.0,ATX,gold,850,Full,White
Enermax MaxTytan,0.0,ATX,titanium,750,Full,Black
GameMax GM-1050,0.0,ATX,silver,1050,Semi,Unknown
Cooler Master XG750,0.0,ATX,platinum,750,Full,Black
Cooler Master XG850,0.0,ATX,platinum,850,Full,Black
Phanteks Revolt SFX,0.0,SFX,gold,650,Full,Black
Corsair AX650,250.0,ATX,gold,650,Full,Unknown
Phanteks AMP,0.0,ATX,gold,750,Full,Black
SeaSonic X,0.0,ATX,gold,750,Full,Unknown
SeaSonic X,0.0,ATX,gold,850,Full,Unknown
SeaSonic Platinum,0.0,ATX,platinum,760,Full,Unknown
OCZ ModXStream Pro,0.0,ATX,plus,600,Semi,Unknown
Thermaltake TR2,0.0,ATX,gold,700,false,Unknown
Antec High Current Gamer,0.0,ATX,bronze,520,Semi,Unknown
be quiet! Pure Power L7,0.0,ATX,plus,530,false,Unknown
Thermaltake Toughpower DPS G RGB Titanium,0.0,ATX,titanium,1500,Full,Unknown
Cooler Master Extreme 2,0.0,ATX,Unknown,475,false,Unknown
Silverstone Strider Titanium,0.0,ATX,titanium,600,Full,Unknown
Xigmatek Vector,0.0,ATX,gold,850,Semi,Unknown
be quiet! Dark Power Pro 11,0.0,ATX,platinum,550,Semi,Unknown
Corsair HX620,0.0,ATX,plus,620,Full,Unknown
EVGA 450 B1,0.0,ATX,bronze,450,false,Unknown
Antec EARTHWATTS GOLD PRO 550,0.0,ATX,gold,550,Semi,Black
SilentiumPC Vero M2,0.0,ATX,bronze,600,false,Black
EVGA SuperNOVA 750 P6,0.0,ATX,platinum,750,Full,Black / Silver
XFX XTR,0.0,ATX,gold,750,Full,Unknown
Rosewill HIVE,0.0,ATX,bronze,650,Semi,Unknown
FSP Group Hyper M85+,0.0,ATX,bronze,550,Semi,Black
FSP Group Hydro PTM PRO,159.99,ATX,platinum,850,Full,Black
Super Flower LEADEX VII Platinum PRO,169.99,ATX,platinum,850,Full,Black
YEYIAN Raiden,0.0,ATX,bronze,750,false,Black
Thermaltake Toughpower PF3,0.0,ATX,platinum,750,Full,Black
Chieftec Polaris,0.0,ATX,gold,1250,Full,Black
GameMax GX Pro Rampage,0.0,ATX,platinum,1050,Full,Black
BitFenix Whisper M,0.0,ATX,gold,750,Full,Unknown
Enermax REVOLUTION SFX,0.0,SFX,gold,650,Full,Black
GAMDIAS KRATOS P1 G,0.0,ATX,gold,750,Semi,Black
be quiet! Pure Power 10,0.0,ATX,silver,700,false,Unknown
SeaSonic M12II,0.0,ATX,bronze,650,Semi,Unknown
Cooler Master Silent Pro M,0.0,ATX,bronze,700,Full,Unknown
be quiet! Dark Power Pro 10,0.0,ATX,gold,650,Semi,Unknown
Thermaltake Smart,0.0,ATX,bronze,850,Semi,Unknown
Antec NeoECO V2,0.0,ATX,bronze,650,Semi,Black
Gigabyte GreenMax Plus,0.0,ATX,bronze,550,false,Unknown
SeaSonic X,0.0,ATX,gold,650,Full,Unknown
Silverstone VIVA,0.0,ATX,gold,650,false,Black
Antec VP,0.0,ATX,Unknown,450,false,Unknown
Thermaltake Toughpower GX1 500,0.0,ATX,gold,500,false,Black
be quiet! STRAIGHT POWER E9 680W / CM,0.0,ATX,gold,680,Semi,Unknown
MSI MAG A550BNL,0.0,ATX,bronze,550,false,Black
LC-Power LC V2.31,0.0,ATX,platinum,550,Full,Black
FSP Group Hydro M Pro ATX3.0(PCIe5.0),0.0,ATX,bronze,800,Semi,Black
be quiet! Dark Power Pro 11,0.0,ATX,platinum,750,Semi,Unknown
LEPA MaxBron,0.0,ATX,bronze,1000,Semi,Unknown
Rosewill HIVE S,0.0,ATX,bronze,1000,Full,Unknown
Rosewill HIVE S,0.0,ATX,bronze,650,Full,Unknown
SeaSonic PRIME SNOWSILENT,0.0,ATX,gold,550,Full,White
NZXT HALE90 V2 1200W,0.0,ATX,gold,1200,Full,Unknown
Antec Earthwatts Green,0.0,ATX,bronze,380,false,Unknown
Cougar GX,0.0,ATX,gold,800,Full,Black / Gold
Montech GAMMA II,0.0,ATX,gold,650,false,Black
Rosewill Capstone,0.0,ATX,gold,750,Semi,Unknown
GAMDIAS ASTRAPE M1,0.0,ATX,plus,550,false,Black / Multicolor
Cougar GX-S,0.0,ATX,gold,750,false,Unknown
XFX TS,0.0,ATX,gold,550,false,Unknown
RIOTORO BUILDER,0.0,ATX,plus,500,false,Black / Red
Antec NeoECO,0.0,ATX,bronze,550,Semi,Black
Raidmax Thunder RGB,0.0,ATX,bronze,735,Semi,Black
EVGA SuperNOVA 1000 PS,0.0,ATX,platinum,1000,Full,Unknown
EVGA SuperNOVA NEX750B,0.0,ATX,bronze,750,Semi,Unknown
Rosewill ARC 750,0.0,ATX,bronze,750,false,Unknown
Sentey SDP550-SS,0.0,ATX,plus,550,false,Unknown
FSP Group HYPER S,0.0,ATX,plus,700,false,Black
be quiet! Pure Power L8,0.0,ATX,bronze,530,Semi,Unknown
Thermaltake Smart DPS G,0.0,ATX,gold,650,Semi,Unknown
Silverstone Strider Platinum,135.99,ATX,platinum,750,Full,Unknown
Thermaltake Toughpower GF2 ARGB,123.1,ATX,gold,650,Full,Black
Thermaltake Toughpower PF1 - TT Premium Edition,304.45,ATX,platinum,1050,Full,Black
Phanteks PH-P550GF,0.0,ATX,gold,550,false,Black
Silverstone SX300-B,0.0,SFX,bronze,300,false,Black
LC-Power LC6 V2.31,0.0,ATX,gold,550,Full,Black / Gray
Deepcool PN550D,0.0,ATX,gold,550,Full,Black
KOLINK KL-1000M,0.0,ATX,bronze,1000,Semi,Black
SeaSonic SSP-300SFG,0.0,SFX,gold,300,false,Unknown
Raidmax Vampire,0.0,ATX,gold,800,Semi,Unknown
SeaSonic Snow Silent 1050,0.0,ATX,platinum,1050,Full,Unknown
Rosewill Glacier 700M,0.0,ATX,bronze,700,Semi,Unknown
Rosewill Glacier 600M,0.0,ATX,bronze,600,Semi,Unknown
Cougar VTE X2,0.0,ATX,plus,650,false,Black
NZXT HALE90 V2 1000W,0.0,ATX,gold,1000,Full,Unknown
Apevia ATX-AQ700W-BK,0.0,ATX,Unknown,700,false,Unknown
Cooler Master Silent Pro M,0.0,ATX,bronze,850,Semi,Unknown
Enermax EPR525AWT_II,0.0,ATX,bronze,525,false,Unknown
Thermaltake TR2,0.0,ATX,bronze,450,false,Unknown
SeaSonic SS-460FL Active PFC F3,0.0,ATX,platinum,460,Full,Unknown
Deepcool PM500D,0.0,ATX,gold,500,false,Black
Phanteks AMP,0.0,ATX,gold,1000,Full,White
Cooler Master M620,0.0,ATX,plus,620,Semi,Unknown
Cooler Master B500,0.0,ATX,Unknown,500,false,Unknown
GAMDIAS ASTRAPE M1 B,0.0,ATX,bronze,750,false,Black / Multicolor
GAMDIAS ASTRAPE P1 G,0.0,ATX,gold,650,Full,Black / Multicolor
GAMDIAS Cyclops X1 P,0.0,ATX,platinum,1200,Full,Black / Multicolor
Thermaltake TR2 RX,0.0,ATX,bronze,850,Semi,Unknown
Sentey MBP HM,0.0,ATX,bronze,750,Semi,Black
Antec High Current Gamer,0.0,ATX,bronze,850,Semi,Unknown
Silverstone VIVA,0.0,ATX,gold,750,false,Black
Enermax EMG900EWT,0.0,ATX,gold,900,Full,Unknown
Antec High Current Gamer,0.0,ATX,bronze,900,false,Unknown
be quiet! Pure Power L8,0.0,ATX,bronze,600,false,Unknown
Solid Gear SDGR-FLEX220,0.0,Flex ATX,Unknown,220,false,Unknown
EVGA SuperNOVA 850 GS,0.0,ATX,gold,850,Full,Unknown
SeaSonic ATX3-FOCUS-GX-750-WHITE,0.0,ATX,gold,750,Full,White
Rosewill PHOTON-650,0.0,ATX,gold,650,Full,Unknown
In Win A45,0.0,ATX,plus,450,false,Black
Xilence XP650R9,0.0,ATX,gold,650,false,Black / Red
Deepcool GamerStorm DQ-M,0.0,ATX,gold,650,Full,Black / Silver
Cooler Master eXtreme Power Plus,0.0,ATX,Unknown,500,false,Unknown
Enermax MarbleBron,0.0,ATX,bronze,750,Semi,Black
In Win P105II,183.36,ATX,platinum,1050,Full,Black
Thermalright AG-850,0.0,ATX,gold,850,Full,Black
Xilence XP1050MR9,0.0,ATX,gold,1050,Full,Black / Red
Rosewill SMG1200,0.0,ATX,gold,1200,Full,Black
Deepcool PN750D,0.0,ATX,gold,750,Full,Black
SeaSonic SS-300ES Bronze,0.0,ATX,bronze,300,false,Unknown
SeaSonic PRIME,0.0,ATX,gold,650,Full,Black
Cooler Master MWE Gold V2 ATX3.0 SF6 BLANKA,0.0,ATX,gold,1050,Full,Green / Yellow
ADATA XPG KYBER,0.0,ATX,gold,650,false,Black
Enermax Platimax D.F.,0.0,ATX,platinum,600,Full,Black
Kuroutoshikou KRPW-BR650W/85+,0.0,ATX,bronze,650,false,Black
be quiet! Pure Power 10 CM,0.0,ATX,silver,500,Semi,Unknown
Rosewill Glacier 500M,0.0,ATX,bronze,500,Semi,Unknown
Thermaltake Toughpower XT,0.0,ATX,gold,1475,Semi,Unknown
SeaSonic FOCUS SPX (2021),0.0,SFX,platinum,650,Full,Black
SeaSonic Platinum,0.0,ATX,platinum,860,Full,Unknown
SeaSonic X,0.0,ATX,gold,1250,Full,Unknown
"FSP Group Hydro Ti PRO,Gen 5",0.0,ATX,titanium,850,Full,Black
Antec Basiq,88.34,ATX,Unknown,350,false,Unknown
Raidmax XT,0.0,ATX,Unknown,300,false,Unknown
Cooler Master MWE Gold 750,0.0,ATX,gold,750,false,Black
Enermax CYBERBRON,0.0,ATX,bronze,700,false,Black
GAMDIAS ASTRAPE M1 B,0.0,ATX,bronze,650,false,Black / Multicolor
Fractal Design Newton R3,0.0,ATX,platinum,800,Semi,Unknown
EVGA 700 GQ,0.0,ATX,gold,700,Semi,Black
In Win P65F,0.0,ATX,gold,650,false,Black
KOLINK KL-600M,0.0,ATX,bronze,600,Semi,Black
Cooler Master V Semi-Modular,0.0,ATX,gold,750,Semi,Unknown
SeaSonic PRIME Titanium,0.0,ATX,titanium,650,Full,Unknown
NZXT HALE82 V2 700W,0.0,ATX,bronze,700,Full,Unknown
SHARKOON WPM Bronze,0.0,ATX,bronze,700,Semi,Unknown
XFX Core Edition,0.0,ATX,bronze,750,false,Unknown
EVGA W3,0.0,ATX,plus,600,false,Black
Cooler Master MWE 400,0.0,ATX,plus,400,false,Black
Antec VP PLUS,0.0,ATX,plus,650,false,Unknown
Silverstone Strider,0.0,ATX,plus,400,false,Unknown
Thermaltake TR2,0.0,ATX,bronze,600,false,Unknown
EVGA SuperNOVA 750 GA,0.0,ATX,gold,750,Full,Unknown
LC-Power LC6650GP3 V2.3 230V,0.0,ATX,silver,650,false,Black
Azza PSAZ-750PT14,0.0,ATX,platinum,750,Semi,Unknown
YEYIAN Pegasus,0.0,ATX,platinum,1000,Full,Black
Corsair TX750 V2,320.0,ATX,bronze,750,false,Unknown
Cooler Master V1000 Platinum,0.0,ATX,platinum,1000,Full,Black
LC-Power LC1000P V3.0,0.0,ATX,platinum,1000,Full,Black
Thermaltake Toughpower iRGB PLUS 850,285.0,ATX,gold,850,Full,Black
Corsair TX850 V2,0.0,ATX,bronze,850,false,Unknown
Rosewill PMG750,114.99,ATX,gold,750,Full,Black
Montech CENTURY,0.0,ATX,gold,550,Full,Black
BitFenix Formula Gold 650,0.0,ATX,gold,650,false,Unknown
Cougar VTE X2,0.0,ATX,plus,600,false,Black
Apevia ATX-WA750W,0.0,ATX,Unknown,750,false,Unknown
Apex AL-D500EXP,0.0,ATX,Unknown,500,false,Unknown
Rosewill Green,0.0,ATX,plus,630,false,Unknown
Thermaltake TR2,0.0,ATX,Unknown,500,false,Unknown
Corsair CX400,0.0,ATX,plus,400,false,Unknown
Cooler Master Extreme 2,0.0,ATX,Unknown,525,false,Unknown
Cooler Master Silent Pro M2,0.0,ATX,bronze,620,Semi,Unknown
Athena Power AP-MFATX30,0.0,Mini ITX,bronze,300,false,Unknown
In Win P75F,0.0,ATX,gold,750,false,Black
KOLINK KL-500,0.0,ATX,bronze,500,false,Black
SeaSonic PRIME Titanium,0.0,ATX,titanium,850,Full,Unknown
Antec HCG-750 Bronze,0.0,ATX,bronze,750,false,Unknown
Corsair CX850M V2 (2017 Edition),0.0,ATX,bronze,850,Semi,Black / White
XFX TS,0.0,ATX,gold,650,false,Unknown
Corsair G700,0.0,ATX,plus,700,false,Unknown
SeaSonic FOCUS SGX (2021),0.0,SFX,gold,550,Full,Black
Cooler Master Elite V2,0.0,ATX,Unknown,550,false,Unknown
NZXT E650,0.0,ATX,gold,650,Full,Black
Cougar CMX700V3,0.0,ATX,bronze,700,Semi,Unknown
Rosewill PHOTON-850,0.0,ATX,gold,850,Full,Unknown
Rosewill PHOTON-550,0.0,ATX,gold,550,Full,Unknown
be quiet! System Power 10 U,0.0,ATX,bronze,750,false,Black
Cooler Master Thunder,0.0,ATX,Unknown,600,false,Unknown
be quiet! Straight Power 10,0.0,ATX,gold,600,false,Unknown
PC Power & Cooling Silencer MK III,0.0,ATX,gold,750,Semi,Unknown
Thermaltake Toughpower,0.0,ATX,gold,850,Semi,Unknown
Thermaltake Smart DPS G,0.0,ATX,gold,750,Semi,Unknown
Thermaltake TOUGHPOWER PF1 ARGB,0.0,ATX,platinum,1200,Full,Unknown
Thermaltake TOUGHPOWER PF1 ARGB,299.99,ATX,platinum,850,Full,Unknown
Enermax Revolution D.F. 12,139.99,ATX,gold,850,Full,Black
Enermax REVOLUTION X't II,0.0,ATX,gold,650,Semi,Unknown
Silverstone Strider Platinum,139.99,ATX,platinum,650,Full,Unknown
SeaSonic PRIME Ultra Platinum 850,359.99,ATX,platinum,850,Full,Black
Chieftec ATMOS,208.7,ATX,gold,850,Full,Black
FSP Group Hydro PTM PRO,149.99,ATX,platinum,750,Full,Black
FSP Group Hydro GE,94.99,ATX,gold,650,Full,Black
EVGA SuperNOVA 850 GA,350.0,ATX,gold,850,Full,Unknown
BitFenix Formula Gold 750,0.0,ATX,gold,750,false,Unknown
be quiet! Pure Power 10,0.0,ATX,bronze,300,false,Unknown
Thermaltake Toughpower iRGB PLUS 1000,0.0,ATX,gold,1000,Full,Black
BitFenix Formula Bronze,0.0,ATX,bronze,700,false,Black
Thermaltake TR2,0.0,ATX,bronze,750,Semi,Unknown
NZXT HALE90 V2 850W,0.0,ATX,gold,850,Full,Unknown
SeaSonic S12III,0.0,ATX,bronze,450,false,Black
